时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:16:33.000    222556401       855515          WTD:1049000001          601818          700 担保品买入          -100            3.6600          已撤            0               0
13:00:51.000    234558439       862195          0102000027415401        000869          701 担保品卖出          100             33.7200         部分成交        0               0
13:00:51.000    234558439       862195          0102000027415403        000869          701 担保品卖出          200             33.7100         已成            0               0
13:00:51.000    206563307       862200          0102000027416151        000333          701 担保品卖出          148             65.7000         部分成交        0               0
13:00:51.000    206563307       862200          0102000027416153        000333          701 担保品卖出          52              65.6900         已成            0               0
13:00:51.000    222567361       862198          14389626                600419          701 担保品卖出          600             16.0300         部分成交        0               0
13:00:51.000    222567361       862198          14389627                600419          701 担保品卖出          200             16.0300         部分成交        0               0
13:00:51.000    222567361       862198          14389628                600419          701 担保品卖出          700             16.0200         已成            0               0
13:00:51.000    214563037       862197          14389664                600893          701 担保品卖出          400             40.7400         已成            0               0
13:00:51.000    234558440       862199          14389726                601899          701 担保品卖出          600             6.8100          已成            0               0
13:00:52.000    230567201       862204          0102000027417167        000799          701 担保品卖出          200             83.9000         已成            0               0
13:00:52.000    222567362       862202          14389821                603661          701 担保品卖出          100             71.0000         已成            0               0
13:00:52.000    222567365       862207          0104000027521955        002781          700 担保品买入          200             20.3700         已成            0               0
13:00:52.000    202557671       862196          0104000027522168        300007          701 担保品卖出          100             20.0200         已成            0               0
13:00:52.000    214563043       862209          0101000027624237        300639          700 担保品买入          100             44.4500         已成            0               0
13:00:52.000    210559457       862205          14390317                600363          701 担保品卖出          4200            21.3500         已成            0               0
13:00:52.000    238563895       862201          0103000026447238        000860          701 担保品卖出          -2700           66.9200         已撤            0               0
13:00:52.000    230567205       862214          0103000026447260        002030          700 担保品买入          300             32.4000         已成            0               0
13:00:52.000    206563310       862215          0101000027624887        002783          700 担保品买入          1900            13.4400         部分成交        0               0
13:00:52.000    206563310       862215          0101000027624889        002783          700 担保品买入          1200            13.4500         已成            0               0
13:00:52.000    202557679       862212          14390715                603728          700 担保品买入          100             20.1000         已成            0               0
13:00:52.000    218563369       862210          14390584                603833          700 担保品买入          100             103.4200        已成            0               0
13:00:52.000    222567367       862211          14390675                601168          700 担保品买入          1300            8.4300          部分成交        0               0
13:00:52.000    222567367       862211          14390676                601168          700 担保品买入          400             8.4300          部分成交        0               0
13:00:52.000    222567367       862211          14390751                601168          700 担保品买入          100             8.4300          部分成交        0               0
13:00:52.000    214563041       862208          0104000027523848        002841          700 担保品买入          100             99.4500         已成            0               0
13:00:52.000    222567367       862211          14391028                601168          700 担保品买入          200             8.4300          部分成交        0               0
13:00:52.000    222567367       862211          14391049                601168          700 担保品买入          100             8.4300          部分成交        0               0
13:00:52.000    222567367       862211          14391052                601168          700 担保品买入          100             8.4300          部分成交        0               0
13:00:52.000    214563045       862217          14391003                600211          700 担保品买入          100             77.9000         已成            0               0
13:00:52.000    222567367       862211          14391093                601168          700 担保品买入          100             8.4300          部分成交        0               0
13:00:52.000    222567367       862211          14391095                601168          700 担保品买入          300             8.4300          部分成交        0               0
13:00:52.000    222567367       862211          14391097                601168          700 担保品买入          100             8.4300          部分成交        0               0
13:00:53.000    222567367       862211          14391147                601168          700 担保品买入          300             8.4300          部分成交        0               0
13:00:53.000    226555294       862206          0101000027625848        002626          700 担保品买入          300             37.2900         已成            0               0
