时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:17:12.152    109299559       720995          601818          700 担保品买入  100             3.6000          已撤
09:30:31.136    113302360       720997          601811          700 担保品买入  500             11.7500         已成
09:30:31.379    101296201       720998          603856          700 担保品买入  400             16.4100         已撤
09:30:31.396    117299852       720999          600183          700 担保品买入  300             27.8100         已成
09:30:31.631    133299798       721000          600864          700 担保品买入  200             7.5500          已撤
09:30:31.664    137301989       721001          600896          700 担保品买入  1800            5.0500          已撤
09:30:31.699    109299874       721002          603722          700 担保品买入  1000            46.1800         已撤
09:30:31.842    125301697       721003          600352          700 担保品买入  4500            15.3900         已成
09:30:32.058    129301617       721004          600668          700 担保品买入  300             17.3900         已撤
09:30:32.162    129301618       721005          600531          700 担保品买入  50700           6.2900          已撤
09:30:32.237    129301619       721006          603819          700 担保品买入  1200            14.3200         已撤
09:30:32.293    129301621       721007          603868          700 担保品买入  200             59.4100         已撤
09:30:32.391    101296205       721008          600548          700 担保品买入  100             9.3200          已撤
09:30:32.456    133299801       721009          000682          700 担保品买入  200             5.8000          已撤
09:30:32.459    137301997       721010          600143          700 担保品买入  9700            16.9400         已成
09:30:32.503    121303305       721011          600039          700 担保品买入  100             4.6300          已撤
09:30:32.529    137301998       721012          600138          700 担保品买入  100             11.7600         已成
09:30:32.625    129301628       721014          000576          700 担保品买入  4000            11.3900         已撤
09:30:32.628    137302000       721013          000514          700 担保品买入  400             4.2300          已撤
09:30:32.775    133299805       721015          000501          700 担保品买入  3100            22.6700         已撤
09:30:32.778    109299880       721016          000526          700 担保品买入  500             77.7400         已撤
09:30:32.865    109299882       721017          000014          701 担保品卖出  2100            13.6800         已撤
09:30:32.932    105302434       721018          000666          700 担保品买入  200             9.8100          已撤
09:30:33.062    117299858       721019          000603          700 担保品买入  600             19.7000         已成
09:30:33.111    125301706       721020          000537          701 担保品卖出  7400            8.8200          已成
09:30:33.117    133299808       721021          002182          700 担保品买入  1700            12.2400         已撤
09:30:33.236    137302007       721022          000528          701 担保品卖出  500             7.3800          已撤
09:30:33.237    101296215       721023          000058          700 担保品买入  8700            11.0600         已撤
09:30:33.342    129301636       721024          000698          700 担保品买入  14700           8.5200          已成
09:30:33.383    129301637       721025          603638          700 担保品买入  200             59.3900         已撤
09:30:33.469    133299811       721026          002046          700 担保品买入  600             10.5200         已撤
09:30:33.507    133299812       721027          000856          700 担保品买入  3400            11.1000         已撤
09:30:33.557    133299813       721028          000889          700 担保品买入  4200            7.1800          已成
09:30:33.627    133299814       721029          000777          700 担保品买入  2800            17.8200         已成
09:30:33.715    133299815       721030          002054          700 担保品买入  1000            7.6100          已成
09:30:33.818    109299895       721031          600262          700 担保品买入  200             21.8700         已撤
09:30:33.849    117299870       721032          002114          700 担保品买入  600             7.2100          已撤
09:30:33.876    133299816       721033          002096          701 担保品卖出  3300            8.6500          已撤
09:30:33.883    101296223       721034          002112          701 担保品卖出  800             9.3200          已撤
09:30:33.957    117299871       721035          002117          700 担保品买入  600             12.7200         已撤
09:30:34.033    125301717       721036          002239          700 担保品买入  25800           5.2100          已撤
09:30:34.095    109299897       721037          002243          700 担保品买入  400             16.5800         已成
09:30:34.177    117299872       721038          002216          700 担保品买入  400             28.8100         已撤
09:30:34.212    125301718       721039          002233          700 担保品买入  2500            16.5400         已成
09:30:34.249    133299818       721040          002224          700 担保品买入  100             6.7800          已成
09:30:34.334    105302444       721041          000821          701 担保品卖出  2000            6.9100          已撤
09:30:34.339    117299873       721042          002603          700 担保品买入  1600            30.4600         已撤
09:30:34.372    133299819       721043          002286          700 担保品买入  1300            19.2600         已成
09:30:34.415    101296226       721044          002205          701 担保品卖出  900             10.0300         已撤
09:30:34.581    129301643       721045          300723          700 担保品买入  500             54.0400         已撤
09:30:34.658    101296228       721046          300719          700 担保品买入  1400            16.0500         已撤
09:30:34.659    105302446       721047          002600          700 担保品买入  8600            11.3200         已撤
09:30:34.786    113302384       721049          002241          700 担保品买入  4700            38.0900         已撤
09:30:34.787    117299875       721048          002271          700 担保品买入  900             55.9900         已成
09:30:34.946    113302385       721050          002617          701 担保品卖出  2500            6.8200          已撤
09:30:34.952    121303322       721051          002729          700 担保品买入  200             40.4600         已成
09:30:34.978    137302016       721052          002726          700 担保品买入  3700            11.2900         已撤
09:30:35.063    121303323       721054          002570          700 担保品买入  9100            8.2500          已撤
09:30:35.064    125301722       721053          002541          701 担保品卖出  1300            47.2100         已成
09:30:35.207    121303326       721055          002557          700 担保品买入  600             65.2800         已撤
09:30:35.237    129301651       721056          300702          700 担保品买入  100             110.6000        已成
09:30:35.278    137302022       721057          600760          700 担保品买入  4700            67.5800         已撤
09:30:35.280    105302454       721058          603839          700 担保品买入  2400            13.7600         已撤
09:30:35.411    105302457       721059          300323          700 担保品买入  6100            9.8100          已撤
09:30:35.439    121303330       721060          300248          700 担保品买入  800             14.1800         已成
09:30:35.494    101296238       721061          300298          700 担保品买入  1700            46.3200         已撤
09:30:35.585    109299910       721062          300634          700 担保品买入  1100            30.7800         已成
09:30:35.676    117299889       721063          300648          700 担保品买入  700             29.4000         已成
09:30:35.679    121303338       721064          300354          700 担保品买入  600             16.7400         已撤
09:30:35.727    105302465       721065          600804          701 担保品卖出  4100            9.4300          已撤
09:30:35.778    129301659       721066          300353          700 担保品买入  500             12.6500         已成
09:30:35.839    133299841       721067          300497          700 担保品买入  1300            21.0400         已撤
09:30:35.997    121303344       721068          300616          700 担保品买入  100             71.5300         已撤
09:30:36.071    137302034       721069          300414          700 担保品买入  500             14.8600         已撤
09:30:36.100    121303348       721070          300196          701 担保品卖出  600             14.8400         已撤
09:30:36.235    125301751       721071          300115          700 担保品买入  1000            22.8200         已撤
09:30:36.372    117299907       721072          002759          700 担保品买入  300             6.6400          已撤
09:30:36.436    125301753       721074          300253          700 担保品买入  800             22.1200         已成
09:30:36.437    137302040       721073          300401          700 担保品买入  700             16.2100         已撤
09:30:36.460    109299927       721075          300199          701 担保品卖出  8300            8.3900          已撤
09:30:36.545    137302042       721076          300530          700 担保品买入  100             43.2900         已撤
09:30:36.577    121303356       721077          300122          700 担保品买入  4900            160.9000        已撤
09:30:36.614    117299909       721078          300391          701 担保品卖出  700             17.3400         已撤
09:30:36.689    133299860       721079          300151          700 担保品买入  2500            23.3100         已成
09:30:36.815    137302044       721080          300167          700 担保品买入  300             5.2900          已撤
09:30:36.845    113302421       721081          300096          700 担保品买入  3900            9.8800          已撤
09:30:37.036    137302045       721082          300502          701 担保品卖出  200             71.2500         已撤
09:30:37.067    105302490       721084          300357          700 担保品买入  100             64.5100         已成
09:30:37.068    113302422       721083          300073          701 担保品卖出  1700            41.6500         已撤
09:30:37.085    117299912       721085          300171          700 担保品买入  1300            23.3800         已成
09:30:37.218    133299861       721086          002882          701 担保品卖出  100             10.6900         已撤
09:30:37.272    109299931       721087          002855          700 担保品买入  100             11.3200         已撤
09:30:37.317    117299913       721088          300087          700 担保品买入  3400            20.0100         已撤
09:30:37.358    125301759       721089          300339          700 担保品买入  3500            12.5500         已撤
09:30:37.490    101296271       721090          002906          700 担保品买入  700             21.6200         已撤
09:30:37.737    133299863       721091          002438          700 担保品买入  1100            11.1700         已成
09:30:37.745    105302492       721092          300176          700 担保品买入  400             6.1200          已撤
09:30:37.762    113302423       721093          300123          700 担保品买入  1000            23.4300         已撤
09:30:37.772    117299915       721094          002497          700 担保品买入  1900            9.6800          已成
09:30:37.856    101296273       721096          300307          701 担保品卖出  3700            7.1000          已撤
09:30:37.861    105302493       721095          601777          700 担保品买入  18300           4.6300          已撤
09:30:37.885    109299932       721097          600765          700 担保品买入  3100            14.2000         已成
09:30:38.071    121303358       721098          600784          701 担保品卖出  4000            5.4300          已撤
