证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
2030,701,担保品卖出,4650,29.61,部分成交,0
2030,701,担保品卖出,400,29.61,部分成交,0
2030,701,担保品卖出,350,29.61,已成,0
2237,701,担保品卖出,2200,16.3,部分成交,0
2237,701,担保品卖出,300,16.3,部分成交,0
2237,701,担保品卖出,1600,16.3,部分成交,0
2237,701,担保品卖出,1000,16.3,部分成交,0
63,701,担保品卖出,300,47.31,部分成交,0
63,701,担保品卖出,3000,47.31,部分成交,0
63,701,担保品卖出,100,47.31,部分成交,0
63,701,担保品卖出,100,47.31,部分成交,0
2292,701,担保品卖出,200,10.02,部分成交,0
63,701,担保品卖出,100,47.31,部分成交,0
2292,701,担保品卖出,1000,10.02,部分成交,0
63,701,担保品卖出,3000,47.31,部分成交,0
63,701,担保品卖出,1000,47.31,部分成交,0
63,701,担保品卖出,100,47.31,已成,0
2292,701,担保品卖出,1000,10.02,部分成交,0
2387,701,担保品卖出,200,16.27,已成,0
2023,701,担保品卖出,2200,17.97,部分成交,0
2023,701,担保品卖出,5000,17.97,已成,0
2237,701,担保品卖出,300,16.3,部分成交,0
2237,701,担保品卖出,1000,16.3,部分成交,0
300149,701,担保品卖出,100,19.64,部分成交,0
2292,701,担保品卖出,2000,10.02,部分成交,0
300341,701,担保品卖出,800,9.98,已成,0
300149,701,担保品卖出,200,19.64,部分成交,0
300374,701,担保品卖出,1700,20.74,已成,0
2237,701,担保品卖出,300,16.3,已成,0
300149,701,担保品卖出,300,19.64,部分成交,0
2292,701,担保品卖出,1000,10.02,部分成交,0
2215,701,担保品卖出,1700,6.51,部分成交,0
2215,701,担保品卖出,400,6.51,部分成交,0
2215,701,担保品卖出,200,6.51,已成,0
2292,701,担保品卖出,900,10.02,已成,0
2317,700,担保品买入,800,17.53,已成,0
2668,701,担保品卖出,400,5.12,部分成交,0
2668,701,担保品卖出,10000,5.12,部分成交,0
2668,701,担保品卖出,2300,5.12,部分成交,0
300063,700,担保品买入,1900,7.18,部分成交,0
2668,701,担保品卖出,500,5.12,部分成交,0
300063,700,担保品买入,1200,7.18,部分成交,0
300063,700,担保品买入,800,7.18,部分成交,0
652,700,担保品买入,12500,7.1,已成,0
2074,700,担保品买入,3000,30.01,已成,0
2668,701,担保品卖出,200,5.12,部分成交,0
2668,701,担保品卖出,1300,5.12,已成,0
300063,700,担保品买入,2000,7.18,部分成交,0
300151,700,担保品买入,2500,16.72,已成,0
300010,701,担保品卖出,2400,21.97,部分成交,0
300149,701,担保品卖出,100,19.64,部分成交,0
300149,701,担保品卖出,100,19.64,已成,0
300063,700,担保品买入,1400,7.18,部分成交,0
300063,700,担保品买入,1500,7.18,部分成交,0
300063,700,担保品买入,500,7.18,部分成交,0
600105,700,担保品买入,1800,4.97,部分成交,0
600105,700,担保品买入,1400,4.97,部分成交,0
600105,700,担保品买入,700,4.97,部分成交,0
600105,700,担保品买入,300,4.97,部分成交,0
2239,700,担保品买入,13100,5.88,已成,0
300242,700,担保品买入,1700,6.81,部分成交,0
300010,701,担保品卖出,100,21.97,部分成交,0
300242,700,担保品买入,3000,6.81,部分成交,0
600622,700,担保品买入,15000,4.65,已成,0
300063,700,担保品买入,200,7.18,部分成交,0
300063,700,担保品买入,500,7.18,已成,0
2030,701,担保品卖出,200,29.59,部分成交,0
2030,701,担保品卖出,100,29.59,部分成交,0
2030,701,担保品卖出,1610,29.58,部分成交,0
2030,701,担保品卖出,1990,29.58,已成,0
2292,701,担保品卖出,6700,10.0,已成,0
300149,701,担保品卖出,100,19.66,已成,0
300374,701,担保品卖出,300,20.75,已成,0
2466,701,担保品卖出,3000,27.46,部分成交,0
2466,701,担保品卖出,200,27.46,已成,0
2215,701,担保品卖出,100,6.51,部分成交,0
2215,701,担保品卖出,300,6.51,已成,0
2668,701,担保品卖出,9100,5.12,部分成交,0
2668,701,担保品卖出,500,5.12,部分成交,0
2668,701,担保品卖出,600,5.12,部分成交,0
2668,701,担保品卖出,4200,5.12,部分成交,0
2668,701,担保品卖出,8100,5.12,已成,0
2074,700,担保品买入,3400,30.06,已成,0
2079,701,担保品卖出,5500,14.11,部分成交,0
603987,701,担保品卖出,4200,17.02,已成,0
300151,700,担保品买入,600,16.7,已成,0
2079,701,担保品卖出,1900,14.11,部分成交,0
300010,701,担保品卖出,1000,21.93,已成,0
300367,700,担保品买入,906,4.08,部分成交,0
2079,701,担保品卖出,1000,14.11,部分成交,0
300242,700,担保品买入,1600,6.81,部分成交,0
300242,700,担保品买入,6000,6.81,部分成交,0
300242,700,担保品买入,2000,6.81,部分成交,0
300242,700,担保品买入,1000,6.81,部分成交,0
300242,700,担保品买入,900,6.81,部分成交,0
300242,700,担保品买入,900,6.82,部分成交,0
300242,700,担保品买入,3000,6.82,部分成交,0
2317,700,担保品买入,200,17.52,部分成交,0
2317,700,担保品买入,600,17.52,部分成交,0
2079,701,担保品卖出,1000,14.11,部分成交,0
601989,700,担保品买入,73900,5.05,已成,0
2317,700,担保品买入,400,17.52,部分成交,0
2317,700,担保品买入,100,17.52,部分成交,0
2079,701,担保品卖出,500,14.11,部分成交,0
2317,700,担保品买入,400,17.53,部分成交,0
2317,700,担保品买入,1100,17.53,已成,0
600138,700,担保品买入,3700,11.28,已成,0
300242,700,担保品买入,1000,6.82,部分成交,0
300242,700,担保品买入,3100,6.82,已成,0
300367,700,担保品买入,100,4.08,部分成交,0
2023,701,担保品卖出,700,18.01,部分成交,0
300341,701,担保品卖出,500,9.95,部分成交,0
300341,701,担保品卖出,500,9.95,部分成交,0
300341,701,担保品卖出,400,9.95,已成,0
300374,701,担保品卖出,1400,20.75,已成,0
2215,701,担保品卖出,500,6.51,已成,0
2292,701,担保品卖出,3800,10.02,部分成交,0
2547,701,担保品卖出,400,8.0,部分成交,0
2547,701,担保品卖出,500,8.0,部分成交,0
2547,701,担保品卖出,1000,8.0,部分成交,0
2547,701,担保品卖出,1000,8.0,部分成交,0
2547,701,担保品卖出,2000,8.0,部分成交,0
2547,701,担保品卖出,1000,8.0,部分成交,0
2547,701,担保品卖出,100,8.0,部分成交,0
2547,701,担保品卖出,2000,8.0,部分成交,0
2547,701,担保品卖出,900,8.0,已成,0
2292,701,担保品卖出,400,10.02,部分成交,0
2292,701,担保品卖出,300,10.02,部分成交,0
2292,701,担保品卖出,2200,10.02,已成,0
2317,700,担保品买入,1100,17.46,已成,0
300063,700,担保品买入,600,7.18,已成,0
300242,700,担保品买入,5400,6.81,已成,0
2668,701,担保品卖出,6100,5.12,部分成交,0
2074,700,担保品买入,300,30.07,部分成交,0
300367,700,担保品买入,5000,4.08,部分成交,0
2074,700,担保品买入,100,30.08,已成,0
2023,701,担保品卖出,700,17.98,部分成交,0
603987,701,担保品卖出,800,17.01,部分成交,0
300151,700,担保品买入,200,16.71,已成,0
2668,701,担保品卖出,2000,5.12,部分成交,0
603987,701,担保品卖出,200,17.01,部分成交,0
2668,701,担保品卖出,2000,5.12,部分成交,0
2023,701,担保品卖出,300,17.98,部分成交,0
600138,700,担保品买入,400,11.29,部分成交,0
600138,700,担保品买入,100,11.29,部分成交,0
600138,700,担保品买入,6000,11.3,已成,0
300367,700,担保品买入,1300,4.08,部分成交,0
2668,701,担保品卖出,1500,5.12,部分成交,0
2668,701,担保品卖出,500,5.12,部分成交,0
2079,701,担保品卖出,452,14.1,部分成交,0
2668,701,担保品卖出,500,5.12,已成,0
2079,701,担保品卖出,1000,14.1,部分成交,0
2079,701,担保品卖出,100,14.1,部分成交,0
2079,701,担保品卖出,1000,14.1,部分成交,0
2079,701,担保品卖出,1600,14.1,部分成交,0
2079,701,担保品卖出,1400,14.1,部分成交,0
2079,701,担保品卖出,300,14.1,部分成交,0
2079,701,担保品卖出,300,14.1,部分成交,0
2079,701,担保品卖出,100,14.1,部分成交,0
2079,701,担保品卖出,500,14.1,部分成交,0
300367,700,担保品买入,10800,4.08,部分成交,0
2079,701,担保品卖出,1000,14.1,部分成交,0
300341,701,担保品卖出,3600,9.95,已成,0
300367,700,担保品买入,1000,4.08,部分成交,0
300374,701,担保品卖出,300,20.75,已成,0
2215,701,担保品卖出,1200,6.51,已成,0
2547,701,担保品卖出,22500,8.0,已成,0
2023,701,担保品卖出,800,18.0,部分成交,0
2023,701,担保品卖出,100,17.98,部分成交,0
2023,701,担保品卖出,600,17.97,部分成交,0
2292,701,担保品卖出,4800,10.01,部分成交,0
2292,701,担保品卖出,800,10.01,已成,0
300367,700,担保品买入,700,4.08,部分成交,0
2074,700,担保品买入,400,30.05,已成,0
2023,701,担保品卖出,600,17.97,部分成交,0
603987,701,担保品卖出,710,17.0,部分成交,0
603987,701,担保品卖出,1200,17.0,部分成交,0
603987,701,担保品卖出,500,17.0,部分成交,0
603987,701,担保品卖出,790,17.0,已成,0
2023,701,担保品卖出,2700,17.97,已成,0
300151,700,担保品买入,100,16.71,已成,0
601666,701,担保品卖出,7600,4.81,部分成交,0
600138,700,担保品买入,2000,11.28,部分成交,0
600138,700,担保品买入,500,11.28,部分成交,0
600138,700,担保品买入,900,11.28,部分成交,0
600138,700,担保品买入,400,11.28,部分成交,0
600138,700,担保品买入,200,11.29,部分成交,0
600138,700,担保品买入,2100,11.3,已成,0
600606,700,担保品买入,24700,9.07,部分成交,0
600606,700,担保品买入,3600,9.07,部分成交,0
600606,700,担保品买入,500,9.07,部分成交,0
600606,700,担保品买入,200,9.07,部分成交,0
300367,700,担保品买入,494,4.08,已成,0
600606,700,担保品买入,300,9.07,已成,0
601666,701,担保品卖出,3300,4.81,部分成交,0
601666,701,担保品卖出,3200,4.81,部分成交,0
601666,701,担保品卖出,600,4.81,已成,0
2466,701,担保品卖出,100,27.46,部分成交,0
2466,701,担保品卖出,200,27.45,部分成交,0
2466,701,担保品卖出,600,27.45,部分成交,0
2466,701,担保品卖出,200,27.44,部分成交,0
2466,701,担保品卖出,100,27.44,部分成交,0
2466,701,担保品卖出,900,27.44,已成,0
2215,701,担保品卖出,1000,6.51,已成,0
2547,701,担保品卖出,5000,8.0,部分成交,0
2547,701,担保品卖出,300,8.0,部分成交,0
2547,701,担保品卖出,2000,8.0,部分成交,0
2547,701,担保品卖出,500,8.0,部分成交,0
2547,701,担保品卖出,2200,8.0,已成,0
2079,701,担保品卖出,5700,14.06,已成,0
2023,701,担保品卖出,300,17.99,部分成交,0
2023,701,担保品卖出,1000,17.99,部分成交,0
2023,701,担保品卖出,1200,17.99,部分成交,0
2023,701,担保品卖出,2400,17.99,已成,0
2292,701,担保品卖出,200,9.99,已成,0
300151,700,担保品买入,1200,16.71,部分成交,0
300151,700,担保品买入,700,16.71,已成,0
2317,700,担保品买入,400,17.48,部分成交,0
2317,700,担保品买入,300,17.49,已成,0
300242,700,担保品买入,3600,6.8,已成,0
2239,700,担保品买入,9200,5.99,部分成交,0
2239,700,担保品买入,1000,5.99,部分成交,0
2074,700,担保品买入,500,30.06,部分成交,0
2074,700,担保品买入,200,30.06,已成,0
2239,700,担保品买入,1100,5.99,部分成交,0
2239,700,担保品买入,500,5.99,部分成交,0
2239,700,担保品买入,5000,5.99,部分成交,0
2239,700,担保品买入,200,5.99,部分成交,0
2239,700,担保品买入,3700,5.99,部分成交,0
2239,700,担保品买入,500,5.99,部分成交,0
2239,700,担保品买入,100,5.99,部分成交,0
2239,700,担保品买入,9700,5.99,部分成交,0
2239,700,担保品买入,1200,5.99,部分成交,0
2239,700,担保品买入,1000,5.99,部分成交,0
2239,700,担保品买入,500,5.99,部分成交,0
2239,700,担保品买入,500,5.99,部分成交,0
2239,700,担保品买入,5300,5.99,部分成交,0
2239,700,担保品买入,3000,5.99,部分成交,0
2239,700,担保品买入,100,5.99,部分成交,0
2239,700,担保品买入,3500,5.99,部分成交,0
2239,700,担保品买入,1000,5.99,部分成交,0
2239,700,担保品买入,200,5.99,部分成交,0
2239,700,担保品买入,200,5.99,部分成交,0
2239,700,担保品买入,4700,5.99,已成,0
600606,700,担保品买入,12400,9.08,已成,0
600105,700,担保品买入,11100,4.97,部分成交,0
600105,700,担保品买入,200,4.97,部分成交,0
600105,700,担保品买入,2000,4.97,部分成交,0
600622,700,担保品买入,13000,4.64,已成,0
2547,701,担保品卖出,3600,7.99,已成,0
2030,701,担保品卖出,1400,29.52,部分成交,0
2030,701,担保品卖出,300,29.52,部分成交,0
2030,701,担保品卖出,200,29.52,部分成交,0
2030,701,担保品卖出,1100,29.52,部分成交,0
2030,701,担保品卖出,400,29.52,部分成交,0
2030,701,担保品卖出,100,29.52,已成,0
2079,701,担保品卖出,100,14.05,部分成交,0
2079,701,担保品卖出,1600,14.05,已成,0
300341,701,担保品卖出,600,9.94,已成,0
