冻结金额,可用,参考市值,资产
,103790.95,,12847281.79
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
16,深康佳Ａ,19700,19700,7.6897,11431.14,162919.0,8.27
46,泛海控股,0,17600,4.8129,-579.41,84128.0,4.78
78,海王生物,6900,6900,4.4614,1784.57,32568.0,4.72
603,盛达资源,400,400,13.522,527.19,5936.0,14.84
652,泰达股份,5500,18000,7.0003,5934.32,131940.0,7.33
700,模塑科技,21100,21100,8.7313,14742.37,198973.0,9.43
710,贝瑞基因,4900,4900,57.485,5953.38,287630.0,58.7
793,华闻集团,81900,81900,4.0806,35985.88,370188.0,4.52
886,海南高速,56300,56300,5.7975,1832.04,328229.0,5.83
2002,鸿达兴业,84600,84600,4.1206,17713.72,366318.0,4.33
2074,国轩高科,0,11700,30.0549,1932.25,353574.0,30.22
2079,苏州固锝,48,48,-517.8977,25549.33,690.24,14.38
2169,智光电气,3600,3600,11.0317,1866.04,41580.0,11.55
2239,奥特佳,0,65300,5.9689,3986.76,393759.0,6.03
2274,华昌化工,66500,66500,5.247,17487.66,366415.0,5.51
2317,众生药业,0,12500,17.5004,-505.17,218250.0,17.46
2355,兴民智通,2800,2800,5.8309,1257.55,17584.0,6.28
2366,台海核电,68600,68600,4.756,32517.06,358778.0,5.23
2413,雷科防务,12800,12800,8.1012,9072.45,112768.0,8.81
2421,达实智能,0,33600,4.3007,2663.44,147168.0,4.38
2510,天汽模,51000,51000,4.4929,26369.63,255510.0,5.01
2522,浙江众成,2400,2400,6.9911,957.48,17736.0,7.39
2528,英飞拓,25100,25100,5.0371,6600.03,133030.0,5.3
2551,尚荣医疗,6900,6900,9.0019,4333.67,66447.0,9.63
2565,顺灏股份,27300,27300,5.5988,16141.07,168987.0,6.19
2581,未名医药,12400,12400,27.019,10923.82,345960.0,27.9
2666,德联集团,1700,1700,7.5717,99.06,12971.0,7.63
300016,北陆药业,11500,11500,11.5574,10495.07,143405.0,12.47
300021,大禹节水,10400,10400,4.7807,1968.54,51688.0,4.97
300026,红日药业,3100,3100,5.6809,772.36,18383.0,5.93
300048,合康新能,2100,2100,4.0306,397.73,8862.0,4.22
300063,天龙集团,0,10900,7.1809,534.69,78807.0,7.23
300131,英唐智控,59300,59300,6.0476,41058.22,399682.0,6.74
300151,昌红科技,0,15400,16.741,17078.22,274890.0,17.85
300182,捷成股份,52100,52100,4.3936,25342.28,254248.0,4.88
300194,福安药业,0,4100,5.6089,1521.6,24518.0,5.98
300213,佳讯飞鸿,800,800,6.681,231.2,5576.0,6.97
300242,佳云科技,0,53200,6.8157,31082.36,393680.0,7.4
300263,隆华科技,41300,41300,8.5249,28296.2,380373.0,9.21
300273,和佳医疗,35900,35900,8.0885,17285.1,307663.0,8.57
300277,海联讯,1200,1200,13.1203,635.64,16380.0,13.65
300287,飞利信,75100,75100,4.6107,17221.07,363484.0,4.84
300300,汉鼎宇佑,12700,12700,6.4298,5844.75,87503.0,6.89
300319,麦捷科技,11200,11200,13.2301,14110.78,162288.0,14.49
300352,北信源,40600,40600,7.7543,40830.78,355656.0,8.76
300367,东方网力,0,20300,4.0807,-14.08,82824.0,4.08
300573,兴齐眼药,400,400,143.8941,2442.37,60000.0,150.0
300702,天宇股份,3000,3400,104.1205,30190.21,384200.0,113.0
300767,震安科技,200,200,51.3922,4087.57,14366.0,71.83
511990,华宝添益,3,3,-81763.9333,245591.812,300.012,100.004
600068,葛洲坝,48500,48500,7.0302,20845.1,361810.0,7.46
600105,永鼎股份,0,32400,4.9708,620.63,161676.0,4.99
600133,东湖高新,57200,57200,6.0666,11636.03,358644.0,6.27
600138,中青旅,0,28500,11.2878,2626.32,324330.0,11.38
600203,福日电子,2700,2700,10.1217,1129.35,28458.0,10.54
600248,延长化建,0,7900,4.2707,626.27,34365.0,4.35
600478,科力远,14800,14800,4.8108,-160.1,71040.0,4.8
600606,绿地控股,0,41700,9.0745,15657.68,394065.0,9.45
600622,光大嘉宝,0,77000,4.6427,4409.24,361900.0,4.7
600707,彩虹股份,9200,9200,4.8908,1372.34,46368.0,5.04
600827,百联股份,23100,23100,14.8867,265264.27,609147.0,26.37
600983,惠而浦,46000,46000,5.018,5612.38,236440.0,5.14
601777,力帆股份,56700,56700,4.7633,379.1,270459.0,4.77
601989,中国重工,0,73900,5.0509,-63.44,373195.0,5.05
601999,出版传媒,2400,2400,7.2762,1137.03,18600.0,7.75
603366,日出东方,19500,19500,5.9162,3584.38,118950.0,6.1
603566,普莱柯,3100,3100,28.2648,-1596.01,86025.0,27.75
603661,恒林股份,5200,5200,52.2372,4382.63,276016.0,53.08
603811,诚意药业,2900,2900,27.8692,2641.25,83462.0,28.78
