时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:16:58.000    213955279       632729          WTD:1049000001          601818          700 担保品买入          -100            3.7000          已撤            0               0
09:18:10.000    233950151       632730          WTD:1049000005          601818          700 担保品买入          -100            3.7000          已撤            0               0
09:37:38.000    217954220       634716          0101000004525633        002847          701 担保品卖出          100             98.4100         已成            0               0
09:37:38.000    237959201       634718          0101000004525911        002745          701 担保品卖出          600             15.2600         已成            0               0
09:37:38.000    229959618       634717          0102000004559444        002181          701 担保品卖出          10000           4.9800          部分成交        0               0
09:37:38.000    229959619       634720          2831733                 600812          701 担保品卖出          1600            14.1700         已成            0               0
09:37:39.000    221959842       634732          0103000004407009        002821          701 担保品卖出          100             221.3600        已成            0               0
09:37:38.000    233951775       634714          2831303                 600587          701 担保品卖出          400             19.2300         部分成交        0               0
09:37:39.000    229959621       634730          2832202                 600861          701 担保品卖出          1500            15.4600         部分成交        0               0
09:37:39.000    229959621       634730          2832203                 600861          701 担保品卖出          500             15.4600         部分成交        0               0
09:37:39.000    229959621       634730          2832204                 600861          701 担保品卖出          300             15.4600         部分成交        0               0
09:37:39.000    229959621       634730          2832205                 600861          701 担保品卖出          600             15.4600         部分成交        0               0
09:37:39.000    229959621       634730          2832206                 600861          701 担保品卖出          500             15.4600         部分成交        0               0
09:37:39.000    229959621       634730          2832207                 600861          701 担保品卖出          300             15.4600         部分成交        0               0
09:37:39.000    229959621       634730          2832208                 600861          701 担保品卖出          100             15.4600         已成            0               0
09:37:39.000    225949617       634737          0101000004530202        000975          701 担保品卖出          3600            19.2900         部分成交        0               0
09:37:39.000    217954223       634738          0101000004530209        002515          701 担保品卖出          8200            7.1600          部分成交        0               0
09:37:39.000    237959205       634740          0103000004408087        002666          701 担保品卖出          600             6.4600          部分成交        0               0
09:37:39.000    237959205       634740          0103000004408089        002666          701 担保品卖出          4100            6.4600          部分成交        0               0
09:37:39.000    237959205       634740          0103000004408091        002666          701 担保品卖出          800             6.4600          部分成交        0               0
09:37:39.000    237959205       634740          0103000004408093        002666          701 担保品卖出          600             6.4600          已成            0               0
09:37:39.000    217954223       634738          0101000004530386        002515          701 担保品卖出          400             7.1600          已成            0               0
09:37:39.000    229959618       634717          0102000004563359        002181          701 担保品卖出          500             4.9800          部分成交        0               0
09:37:39.000    209952403       634742          0102000004563740        300144          701 担保品卖出          1000            18.3400         已成            0               0
09:37:39.000    217954224       634746          0103000004409471        000531          700 担保品买入          3900            9.8700          已成            0               0
09:37:39.000    225949617       634737          0101000004531829        000975          701 担保品卖出          100             19.2800         已成            0               0
09:37:39.000    201949673       634743          2834640                 600409          701 担保品卖出          10715           6.0100          部分成交        0               0
09:37:39.000    201949673       634743          2834641                 600409          701 担保品卖出          1000            6.0100          部分成交        0               0
09:37:39.000    201949673       634743          2834642                 600409          701 担保品卖出          600             6.0100          部分成交        0               0
09:37:39.000    201949673       634743          2834643                 600409          701 担保品卖出          4385            6.0100          已成            0               0
09:37:39.000    205956409       634719          WTD:1049000008          600089          701 担保品卖出          -11000          8.3200          已撤            0               0
09:37:39.000    225949620       634752          0103000004411541        300346          700 担保品买入          300             36.9000         已成            0               0
09:37:39.000    233951775       634714          WTD:1049000007          600587          701 担保品卖出          -100            19.2300         部撤            0               0
09:37:40.000    209952402       634724          0104000004236167        002555          701 担保品卖出          100             43.7500         已成            0               0
09:37:40.000    221959844       634756          0103000004412709        000987          700 担保品买入          6700            21.3200         已成            0               0
09:37:40.000    225949622       634760          0103000004413894        300598          700 担保品买入          1500            177.5000        已成            0               0
09:37:40.000    229959626       634759          0104000004237973        300364          700 担保品买入          4900            8.1400          已成            0               0
09:37:40.000    221959841       634726          2836337                 600597          701 担保品卖出          900             16.9600         部分成交        0               0
09:37:40.000    205956418       634761          0104000004238296        000976          700 担保品买入          10000           6.6700          已成            0               0
09:37:40.000    213956901       634762          0103000004414177        002409          700 担保品买入          100             58.7300         已成            0               0
09:37:40.000    229959624       634754          2836787                 600970          700 担保品买入          6700            5.9300          部分成交        0               0
09:37:40.000    229959624       634754          2836788                 600970          700 担保品买入          500             5.9300          已成            0               0
09:37:40.000    201949678       634766          0102000004570220        002156          700 担保品买入          1000            25.7300         部分成交        0               0
09:37:40.000    201949678       634766          0102000004570222        002156          700 担保品买入          100             25.7300         部分成交        0               0
09:37:40.000    201949678       634766          0102000004570224        002156          700 担保品买入          600             25.7300         部分成交        0               0
09:37:40.000    201949678       634766          0102000004570242        002156          700 担保品买入          300             25.7600         部分成交        0               0
09:37:40.000    217954229       634767          0102000004571158        002013          700 担保品买入          1000            10.3400         部分成交        0               0
09:37:40.000    229959618       634717          0102000004571499        002181          701 担保品卖出          1100            4.9800          已成            0               0
09:37:40.000    201949678       634766          0102000004571720        002156          700 担保品买入          1800            25.7600         部分成交        0               0
09:37:40.000    213956899       634755          0101000004540135        000400          700 担保品买入          100             15.0900         部分成交        0               0
09:37:40.000    217954229       634767          0102000004571809        002013          700 担保品买入          300             10.3400         部分成交        0               0
09:37:40.000    217954228       634764          2837977                 601519          700 担保品买入          2700            10.2800         部分成交        0               0
09:37:40.000    217954228       634764          2837978                 601519          700 担保品买入          1000            10.2800         部分成交        0               0
09:37:40.000    217954228       634764          2837979                 601519          700 担保品买入          500             10.2800         已成            0               0
09:37:40.000    229959622       634734          0102000004572097        300673          701 担保品卖出          100             41.8300         已成            0               0
09:37:40.000    221959841       634726          2838363                 600597          701 担保品卖出          400             16.9600         已成            0               0
09:37:40.000    213956902       634770          2838874                 603238          700 担保品买入          100             41.4500         已成            0               0
09:37:40.000    233951776       634721          0102000004572486        000088          701 担保品卖出          -5500           7.3100          已撤            0               0
09:37:41.000    205956410       634723          0104000004241202        002137          701 担保品卖出          -2400           7.9600          已撤            0               0
09:37:41.000    233951777       634749          0101000004540864        002214          700 担保品买入          -2500           28.2000         已撤            0               0
09:37:41.000    237959206       634750          0101000004540888        002382          700 担保品买入          -4500           29.4400         已撤            0               0
09:37:41.000    213956899       634755          0101000004540893        000400          700 担保品买入          -1900           15.0900         部撤            0               0
09:37:41.000    217954225       634751          0102000004573157        002415          700 担保品买入          -2900           36.7100         已撤            0               0
09:37:41.000    237959202       634728          0102000004573164        002444          701 担保品卖出          -3000           16.2300         已撤            0               0
09:37:41.000    201949678       634766          0102000004573354        002156          700 担保品买入          100             25.7600         部分成交        0               0
09:37:41.000    201949678       634766          0102000004573464        002156          700 担保品买入          100             25.7600         已成            0               0
09:37:41.000    217954229       634767          0102000004574127        002013          700 担保品买入          100             10.3400         部分成交        0               0
09:37:41.000    217954229       634767          0102000004574441        002013          700 担保品买入          100             10.3400         部分成交        0               0
09:37:41.000    225949615       634713          0103000004419362        002709          701 担保品卖出          -200            37.5900         已撤            0               0
09:37:41.000    217954229       634767          0102000004575139        002013          700 担保品买入          200             10.3400         部分成交        0               0
09:37:41.000    217954229       634767          0102000004576576        002013          700 担保品买入          100             10.3400         已成            0               0
09:37:41.000    221959843       634753          2842278                 600834          700 担保品买入          600             11.2200         已成            0               0
