证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
300109,101,证券卖出,14,16.88,已成,0
2867,101,证券卖出,50,29.5,已成,0
600206,100,证券买入,100,14.85,已成,0
600873,100,证券买入,100,5.09,已成,0
153,100,证券买入,100,11.5,已成,0
300382,100,证券买入,100,9.6,已成,0
2049,100,证券买入,500,121.92,部分成交,0
2049,100,证券买入,300,122.0,已成,0
300378,101,证券卖出,1200,28.34,已成,0
2041,100,证券买入,100,14.65,已成,0
802,100,证券买入,600,8.0,已成,0
2124,101,证券卖出,550,16.8,部分成交,0
2124,101,证券卖出,500,16.8,部分成交,0
738,101,证券卖出,1000,18.93,已成,0
2124,101,证券卖出,900,16.8,部分成交,0
2124,101,证券卖出,300,16.8,部分成交,0
2124,101,证券卖出,850,16.8,已成,0
987,100,证券买入,3400,22.0,已成,0
893,100,证券买入,300,8.4,已成,0
612,100,证券买入,2100,8.54,已成,0
2239,100,证券买入,1682,5.88,部分成交,0
2100,101,证券卖出,700,16.73,已成,0
2239,100,证券买入,500,5.88,部分成交,0
2239,100,证券买入,3300,5.88,部分成交,0
2239,100,证券买入,100,5.88,部分成交,0
2239,100,证券买入,1500,5.88,部分成交,0
2239,100,证券买入,2200,5.88,部分成交,0
2239,100,证券买入,4100,5.88,部分成交,0
2239,100,证券买入,20000,5.88,部分成交,0
2239,100,证券买入,5000,5.88,部分成交,0
2239,100,证券买入,700,5.88,部分成交,0
2239,100,证券买入,1800,5.88,部分成交,0
603308,101,证券卖出,100,24.15,已成,0
2239,100,证券买入,2700,5.88,部分成交,0
2239,100,证券买入,5200,5.88,部分成交,0
2239,100,证券买入,500,5.88,部分成交,0
2239,100,证券买入,5000,5.88,部分成交,0
2239,100,证券买入,8200,5.88,部分成交,0
2239,100,证券买入,1000,5.88,部分成交,0
2239,100,证券买入,800,5.88,部分成交,0
2239,100,证券买入,118,5.88,已成,0
600372,101,证券卖出,500,17.94,已成,0
2349,101,证券卖出,1200,6.25,已成,0
2341,100,证券买入,300,5.47,已成,0
603650,101,证券卖出,400,33.49,已成,0
576,100,证券买入,600,10.36,已成,0
300124,101,证券卖出,100,52.23,部分成交,0
300124,101,证券卖出,100,52.21,部分成交,0
300124,101,证券卖出,100,52.14,已成,0
600391,100,证券买入,300,24.39,已成,0
600285,100,证券买入,200,11.08,已成,0
2292,100,证券买入,600,10.03,已成,0
300198,100,证券买入,100,5.04,已成,0
531,100,证券买入,300,10.45,已成,0
600165,101,证券卖出,200,7.38,已成,0
903,101,证券卖出,2200,7.69,已成,0
516,100,证券买入,1400,6.38,已成,0
600210,100,证券买入,100,5.12,已成,0
603223,101,证券卖出,600,14.7,已成,0
300097,100,证券买入,400,13.81,已成,0
600216,101,证券卖出,300,19.07,已成,0
