时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:46.951    237393303       10001           601818          100 证券买入    100             3.6000          已撤
09:30:14.938    217388352       10002           300404          101 证券卖出    93              14.9100         已成
10:32:53.230    205395358       10003           603733          101 证券卖出    600             16.0500         已成
10:32:53.432    201388505       10005           300759          101 证券卖出    200             89.1100         已成
10:32:53.535    221397210       10006           000829          101 证券卖出    100             7.5200          已成
10:32:53.335    237396992       10004           002410          101 证券卖出    100             67.1300         已成
10:32:53.638    205395360       10007           300285          101 证券卖出    400             31.1100         已成
10:32:53.734    237396994       10008           300618          101 证券卖出    100             62.5400         已成
10:32:53.832    205395361       10009           600848          101 证券卖出    1700            20.9900         已成
10:32:53.935    229396460       10010           603027          101 证券卖出    500             28.5400         已成
10:32:54.032    237396995       10011           603363          101 证券卖出    1000            22.8900         已成
10:32:54.132    213395188       10012           603596          101 证券卖出    100             35.3200         已成
10:32:54.234    237396996       10013           000893          101 证券卖出    1500            5.5700          已成
10:32:54.335    229396462       10014           002541          101 证券卖出    400             26.8400         已成
10:32:54.432    205395363       10015           002891          101 证券卖出    300             41.5100         已成
10:32:54.544    229396463       10016           603444          101 证券卖出    100             469.0000        已撤
10:32:54.640    237396998       10017           002582          101 证券卖出    500             12.1700         已成
10:32:54.732    205395364       10018           002745          100 证券买入    3100            15.2900         已成
10:32:54.831    213395191       10019           600198          100 证券买入    4900            15.8400         已成
10:32:54.932    229396464       10020           002602          100 证券买入    2900            15.3100         已成
10:32:55.031    205395365       10021           300088          100 证券买入    13900           10.7600         已成
10:32:55.132    213395192       10022           300223          100 证券买入    400             104.9900        已成
10:33:00.131    205395373       10023           300759          101 证券卖出    400             89.1000         已成
10:33:00.234    237397008       10024           300618          101 证券卖出    100             62.5400         已撤
10:33:00.334    209389656       10025           600848          101 证券卖出    300             20.9900         已成
10:33:00.434    217391989       10026           603363          101 证券卖出    1400            22.8900         已成
10:33:00.545    233390521       10027           603596          101 证券卖出    100             35.3200         已成
10:33:00.645    201388518       10028           000893          101 证券卖出    200             5.5700          已成
10:33:00.734    209389657       10029           002541          101 证券卖出    400             26.8400         已成
10:33:00.841    217391991       10030           603444          101 证券卖出    100             467.8200        已成
10:33:00.953    233390523       10031           002582          101 证券卖出    300             12.1700         已成
10:33:01.033    213395201       10032           603123          101 证券卖出    100             7.5700          已成
10:33:01.133    221397230       10033           002602          100 证券买入    3300            15.3500         已成
10:33:01.232    229396476       10034           002745          100 证券买入    5500            15.2800         已成
10:33:11.235    217392004       10035           000829          101 证券卖出    1400            7.5000          已成
10:33:11.335    233390535       10036           002541          101 证券卖出    200             26.8200         已成
10:33:16.338    217392013       10037           002582          101 证券卖出    1300            12.1700         已成
10:33:16.436    225389180       10038           002410          101 证券卖出    100             67.1600         已成
10:33:16.559    201388540       10039           300759          101 证券卖出    100             89.0100         已成
10:33:16.633    209389680       10040           603363          101 证券卖出    600             22.8700         已成
10:33:16.734    205395398       10041           002541          101 证券卖出    400             26.8000         已成
10:33:21.737    217392021       10042           002582          101 证券卖出    3400            12.1600         已成
10:33:21.832    225389190       10043           002410          101 证券卖出    100             67.1700         已成
10:33:21.934    209389686       10044           603363          101 证券卖出    100             22.8600         已成
10:33:22.061    201388550       10045           002541          101 证券卖出    100             26.8100         已撤
10:33:27.033    209389691       10046           002410          101 证券卖出    100             67.1600         已成
10:33:27.132    217392025       10047           002541          101 证券卖出    600             26.7300         已成
10:33:27.233    225389196       10048           002582          101 证券卖出    600             12.1600         已成
10:33:32.248    209389696       10049           002541          101 证券卖出    600             26.6900         已成
10:33:32.335    233390563       10050           002582          101 证券卖出    300             12.1600         已成
10:33:32.433    217392033       10051           002410          101 证券卖出    100             67.1700         已成
10:33:32.538    233390564       10052           300759          101 证券卖出    500             88.9100         已成
10:33:32.635    205395424       10053           603363          101 证券卖出    100             22.8600         已成
10:33:32.735    225389205       10054           603596          101 证券卖出    100             35.3300         已成
10:33:37.744    221397288       10055           002582          101 证券卖出    200             12.1600         已成
10:33:37.834    233390578       10056           002465          101 证券卖出    7400            13.0000         已成
10:33:37.933    213395259       10057           002410          101 证券卖出    100             67.1700         已成
10:33:38.035    205395434       10058           300759          101 证券卖出    200             88.9400         已成
10:33:38.133    213395260       10059           300618          101 证券卖出    100             62.4800         已成
10:33:38.232    237397062       10060           603363          101 证券卖出    200             22.8600         已成
10:33:38.333    233390580       10061           603596          101 证券卖出    100             35.3300         已成
10:33:38.433    217392044       10062           002541          101 证券卖出    400             26.7500         已成
10:33:43.435    229396546       10063           002465          101 证券卖出    7900            12.9900         已成
10:33:43.535    237397071       10064           300759          101 证券卖出    200             88.9300         已成
10:33:43.633    205395448       10065           002410          101 证券卖出    100             67.1800         已成
10:33:43.734    213395274       10066           300618          101 证券卖出    100             62.4800         已成
10:33:43.831    221397302       10067           603596          101 证券卖出    100             35.3300         已成
10:33:43.932    233390590       10068           002541          101 证券卖出    200             26.7500         已成
10:33:48.936    209389728       10069           000423          101 证券卖出    400             37.4800         已成
