时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:19:33.000    221368401       10001           WTD:2196000001          601818          100 证券买入            -100            3.6000          已撤            0               0
09:30:17.000    205366539       10002           391503                  600657          101 证券卖出            20              4.1800          已成            0               0
10:32:05.000    209365650       10003           0103000011899522        002025          101 证券卖出            700             33.8400         已成            0               0
10:32:06.000    237372585       10009           0103000011900529        002163          101 证券卖出            4600            9.7400          部分成交        0               0
10:32:06.000    237372585       10009           0103000011900531        002163          101 证券卖出            100             9.7400          部分成交        0               0
10:32:06.000    237372585       10009           0103000011900533        002163          101 证券卖出            2000            9.7400          部分成交        0               0
10:32:06.000    237372585       10009           0103000011900535        002163          101 证券卖出            900             9.7400          已成            0               0
10:32:06.000    233366332       10006           8723350                 603823          101 证券卖出            400             19.7800         已成            0               0
10:32:06.000    205370897       10010           0102000012405605        002409          101 证券卖出            100             48.1100         已成            0               0
10:32:06.000    209365651       10007           8723493                 600570          101 证券卖出            100             98.4000         已成            0               0
10:32:06.000    221372812       10008           8723645                 603733          101 证券卖出            800             16.4100         部分成交        0               0
10:32:06.000    221372812       10008           8723646                 603733          101 证券卖出            100             16.4100         部分成交        0               0
10:32:06.000    221372812       10008           8723647                 603733          101 证券卖出            1400            16.4100         已成            0               0
10:32:06.000    225365167       10015           0101000012492459        000988          101 证券卖出            500             23.7100         已成            0               0
10:32:07.000    217367690       10016           0104000012380035        002460          101 证券卖出            200             55.7300         已成            0               0
10:32:06.000    213370850       10014           8724399                 603486          101 证券卖出            200             30.6900         已成            0               0
10:32:06.000    201364104       10013           8724400                 601699          101 证券卖出            300             5.9300          已成            0               0
10:32:07.000    217367692       10018           0104000012380815        002241          100 证券买入            1400            26.4000         已成            0               0
10:32:06.000    217367687       10004           8724552                 601231          101 证券卖出            100             21.4800         已成            0               0
10:32:07.000    233366338       10019           0102000012408374        002605          100 证券买入            1900            34.3000         已成            0               0
10:32:07.000    225365165       10005           8724771                 603060          101 证券卖出            100             18.7400         部分成交        0               0
10:32:07.000    233366336       10017           8724804                 600521          100 证券买入            1000            32.1100         已成            0               0
10:32:07.000    225365165       10005           WTD:2196000005          603060          101 证券卖出            -300            18.7400         部撤            0               0
10:32:07.000    201364111       10021           0103000011903386        000636          100 证券买入            1200            28.7500         已成            0               0
10:32:07.000    201364112       10022           0104000012382064        002129          100 证券买入            1000            21.0800         部分成交        0               0
10:32:07.000    201364112       10022           0104000012382066        002129          100 证券买入            100             21.0800         已成            0               0
10:32:07.000    233366339       10020           8725286                 600859          100 证券买入            400             40.5700         已成            0               0
10:32:07.000    213370849       10011           8725526                 603825          101 证券卖出            100             32.8700         部分成交        0               0
10:32:08.000    213370849       10011           8726137                 603825          101 证券卖出            100             32.8700         已成            0               0
10:32:08.000    225365166       10012           8726892                 603659          101 证券卖出            200             102.4500        已成            0               0
10:32:12.000    217367707       10024           0101000012503444        000988          101 证券卖出            800             23.7000         已成            0               0
10:32:12.000    201364129       10025           0104000012393212        002460          101 证券卖出            600             55.7300         已成            0               0
10:32:12.000    233366350       10023           8732984                 603486          101 证券卖出            100             30.7000         已成            0               0
10:32:12.000    209365678       10026           0103000011913439        002025          101 证券卖出            100             33.8200         已成            0               0
10:32:13.000    237372601       10027           8733669                 603823          101 证券卖出            600             19.7700         部分成交        0               0
10:32:13.000    225365190       10029           8733963                 600570          101 证券卖出            100             98.4100         已成            0               0
10:32:13.000    221372832       10028           8733857                 603733          101 证券卖出            5000            16.4000         部分成交        0               0
10:32:13.000    221372832       10028           8733858                 603733          101 证券卖出            100             16.4000         部分成交        0               0
10:32:13.000    221372832       10028           8733859                 603733          101 证券卖出            400             16.4000         已成            0               0
10:32:13.000    233366353       10032           0103000011915026        300750          100 证券买入            100             167.9700        已成            0               0
10:32:13.000    221372833       10030           8734173                 603825          101 证券卖出            200             32.8200         已成            0               0
10:32:13.000    209365681       10034           0103000011915298        000636          100 证券买入            200             28.7400         已成            0               0
10:32:13.000    233366354       10033           8734655                 600859          100 证券买入            200             40.5600         部分成交        0               0
10:32:13.000    233366354       10033           8734656                 600859          100 证券买入            200             40.5800         已成            0               0
10:32:14.000    217367712       10035           8734795                 600521          100 证券买入            1000            32.0700         已成            0               0
10:32:14.000    201364130       10031           0101000012507506        002951          101 证券卖出            300             17.6300         已成            0               0
10:32:15.000    237372601       10027           8737248                 603823          101 证券卖出            100             19.7700         部分成交        0               0
10:32:16.000    237372601       10027           WTD:2196000017          603823          101 证券卖出            -900            19.7700         部撤            0               0
10:32:19.000    209365691       10037           0103000011924801        002025          101 证券卖出            100             33.8000         已成            0               0
10:32:19.000    201364140       10039           0101000012516531        300566          101 证券卖出            200             27.0600         部分成交        0               0
10:32:19.000    201364140       10039           0101000012516533        300566          101 证券卖出            100             27.0600         部分成交        0               0
10:32:19.000    201364140       10039           0101000012516535        300566          101 证券卖出            400             27.0500         已成            0               0
10:32:19.000    221372843       10036           0101000012516835        000988          101 证券卖出            500             23.6900         部分成交        0               0
10:32:19.000    213370877       10038           8742308                 601231          101 证券卖出            100             21.4900         已成            0               0
10:32:19.000    233366368       10043           0101000012517269        002951          101 证券卖出            400             17.6100         部分成交        0               0
10:32:19.000    233366368       10043           0101000012517271        002951          101 证券卖出            600             17.6100         部分成交        0               0
10:32:19.000    233366368       10043           0101000012517273        002951          101 证券卖出            1000            17.6100         部分成交        0               0
10:32:19.000    233366368       10043           0101000012517275        002951          101 证券卖出            1100            17.6100         已成            0               0
