证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
16,700,担保品买入,2700,7.74,已成,0
2169,700,担保品买入,3600,11.03,已成,0
886,700,担保品买入,1700,5.8,部分成交,0
2023,700,担保品买入,3800,17.01,部分成交,0
886,700,担保品买入,200,5.8,部分成交,0
2023,700,担保品买入,500,17.01,部分成交,0
886,700,担保品买入,3000,5.8,部分成交,0
2023,700,担保品买入,200,17.01,部分成交,0
886,700,担保品买入,700,5.8,部分成交,0
2023,700,担保品买入,100,17.02,已成,0
886,700,担保品买入,6400,5.8,部分成交,0
2237,700,担保品买入,1200,15.2,已成,0
603,700,担保品买入,400,13.52,已成,0
300277,700,担保品买入,200,13.11,部分成交,0
300277,700,担保品买入,700,13.12,部分成交,0
300277,700,担保品买入,200,13.12,已成,0
886,700,担保品买入,2800,5.8,部分成交,0
720,701,担保品卖出,300,5.18,已成,0
2726,701,担保品卖出,3300,9.44,部分成交,0
2726,701,担保品卖出,1300,9.44,部分成交,0
2726,701,担保品卖出,100,9.44,部分成交,0
2726,701,担保品卖出,100,9.44,已成,0
2317,701,担保品卖出,5600,16.73,部分成交,0
300767,701,担保品卖出,100,67.75,已成,0
2581,701,担保品卖出,500,27.6,已成,0
300159,701,担保品卖出,4100,4.73,部分成交,0
300159,701,担保品卖出,7500,4.73,部分成交,0
300159,701,担保品卖出,6000,4.73,部分成交,0
300159,701,担保品卖出,1600,4.73,部分成交,0
300277,700,担保品买入,100,13.12,已成,0
63,700,担保品买入,700,45.31,部分成交,0
63,700,担保品买入,1800,45.31,部分成交,0
63,700,担保品买入,100,45.31,部分成交,0
700,700,担保品买入,1500,8.73,部分成交,0
63,700,担保品买入,1300,45.31,已成,0
700,700,担保品买入,5000,8.73,部分成交,0
700,700,担保品买入,100,8.73,部分成交,0
700,700,担保品买入,400,8.73,部分成交,0
2387,700,担保品买入,200,15.58,已成,0
700,700,担保品买入,500,8.73,部分成交,0
700,700,担保品买入,2000,8.73,部分成交,0
16,700,担保品买入,2400,7.75,部分成交,0
700,700,担保品买入,1400,8.73,已成,0
16,700,担保品买入,200,7.75,已成,0
300300,700,担保品买入,400,6.44,部分成交,0
886,700,担保品买入,14100,5.81,部分成交,0
300300,700,担保品买入,500,6.44,部分成交,0
886,700,担保品买入,200,5.81,部分成交,0
300300,700,担保品买入,800,6.44,部分成交,0
600511,701,担保品卖出,4800,39.62,已成,0
886,700,担保品买入,1000,5.81,部分成交,0
300300,700,担保品买入,400,6.44,部分成交,0
886,700,担保品买入,200,5.81,部分成交,0
300300,700,担保品买入,1100,6.44,已成,0
2023,700,担保品买入,200,17.01,部分成交,0
886,700,担保品买入,700,5.81,部分成交,0
2023,700,担保品买入,4400,17.01,已成,0
886,700,担保品买入,1000,5.81,部分成交,0
886,700,担保品买入,3000,5.81,部分成交,0
886,700,担保品买入,1300,5.81,部分成交,0
886,700,担保品买入,2700,5.81,已成,0
2237,700,担保品买入,100,15.26,部分成交,0
2237,700,担保品买入,700,15.26,部分成交,0
2237,700,担保品买入,100,15.26,部分成交,0
2237,700,担保品买入,500,15.26,部分成交,0
2237,700,担保品买入,2500,15.26,已成,0
2317,701,担保品卖出,100,16.73,部分成交,0
600068,700,担保品买入,22000,7.03,已成,0
2317,701,担保品卖出,1200,16.73,部分成交,0
2317,701,担保品卖出,1000,16.73,部分成交,0
300159,701,担保品卖出,400,4.73,部分成交,0
2317,701,担保品卖出,2000,16.73,部分成交,0
2317,701,担保品卖出,300,16.73,已成,0
300159,701,担保品卖出,1400,4.73,部分成交,0
300767,701,担保品卖出,100,67.75,已成,0
2317,701,担保品卖出,300,16.71,部分成交,0
2317,701,担保品卖出,300,16.71,部分成交,0
2317,701,担保品卖出,400,16.71,已成,0
300159,701,担保品卖出,600,4.73,部分成交,0
720,701,担保品卖出,100,5.18,已成,0
2726,701,担保品卖出,200,9.46,部分成交,0
2726,701,担保品卖出,100,9.46,部分成交,0
2726,701,担保品卖出,970,9.45,部分成交,0
2726,701,担保品卖出,5000,9.45,部分成交,0
300159,701,担保品卖出,2200,4.73,已成,0
2726,701,担保品卖出,1300,9.45,部分成交,0
2666,700,担保品买入,200,7.55,已成,0
2726,701,担保品卖出,1730,9.45,已成,0
600511,701,担保品卖出,4000,39.63,已成,0
300374,700,担保品买入,1100,18.3,已成,0
700,700,担保品买入,7500,8.73,部分成交,0
700,700,担保品买入,2700,8.73,已成,0
63,700,担保品买入,800,45.3,部分成交,0
63,700,担保品买入,600,45.3,部分成交,0
63,700,担保品买入,700,45.3,部分成交,0
63,700,担保品买入,200,45.3,部分成交,0
63,700,担保品买入,500,45.3,部分成交,0
63,700,担保品买入,1000,45.3,已成,0
16,700,担保品买入,600,7.75,部分成交,0
16,700,担保品买入,2000,7.75,已成,0
300300,700,担保品买入,1500,6.43,部分成交,0
300300,700,担保品买入,1700,6.43,已成,0
600068,700,担保品买入,305,7.02,部分成交,0
600068,700,担保品买入,21124,7.03,部分成交,0
600068,700,担保品买入,571,7.03,已成,0
300159,701,担保品卖出,4900,4.73,部分成交,0
300159,701,担保品卖出,600,4.73,部分成交,0
2023,700,担保品买入,100,17.03,已成,0
2551,700,担保品买入,200,9.02,已成,0
300159,701,担保品卖出,400,4.73,部分成交,0
300159,701,担保品卖出,1900,4.73,部分成交,0
300767,701,担保品卖出,100,67.81,部分成交,0
300767,701,担保品卖出,100,67.8,部分成交,0
300767,701,担保品卖出,100,67.76,已成,0
2023,700,担保品买入,1000,17.02,已成,0
2551,700,担保品买入,900,9.02,部分成交,0
2551,700,担保品买入,1300,9.02,已成,0
300159,701,担保品卖出,100,4.73,部分成交,0
300159,701,担保品卖出,400,4.73,部分成交,0
2726,701,担保品卖出,170,9.47,部分成交,0
2726,701,担保品卖出,400,9.47,部分成交,0
2726,701,担保品卖出,300,9.47,部分成交,0
2726,701,担保品卖出,100,9.47,部分成交,0
2726,701,担保品卖出,100,9.47,部分成交,0
2726,701,担保品卖出,100,9.47,部分成交,0
2317,701,担保品卖出,500,16.76,部分成交,0
2726,701,担保品卖出,30,9.47,已成,0
