冻结金额,可用,参考市值,资产
0.0,846.55,1199.83,2046.38
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值
511990,华宝添益,12,12,-3184.7675,39417.042,1199.8319999999999
