冻结金额,可用,参考市值,资产
,21703359.39,,71993882.27
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
6,深振业Ａ,0,13100,6.1285,6045.24,86329.0,6.59
11,深物业A,11600,11600,15.4426,-3626.02,175508.0,15.13
28,国药一致,0,200,40.6321,903.59,9030.0,45.15
30,富奥股份,15100,30200,6.2406,-2735.5,185730.0,6.15
32,深桑达Ａ,300,300,18.5937,718.89,6297.0,20.99
90,天健集团,7100,7100,6.4923,2823.48,48919.0,6.89
403,双林生物,5100,5100,69.4076,22401.46,376380.0,73.8
423,东阿阿胶,700,700,35.0654,598.25,25144.0,35.92
526,紫光学大,0,1000,55.4551,854.89,56310.0,56.31
534,万泽股份,200,200,9.917,-43.4,1940.0,9.7
537,广宇发展,800,800,7.4652,-180.19,5792.0,7.24
567,海德股份,0,7100,12.482,624.5,89247.0,12.57
568,泸州老窖,1200,1200,85.2729,6728.56,109056.0,90.88
582,北部湾港,500,500,10.6381,95.94,5415.0,10.83
596,古井贡酒,1400,1400,147.8981,2942.61,210000.0,150.0
625,长安汽车,3700,3700,10.8948,1092.1,41403.0,11.19
636,风华高科,18700,37400,28.1869,37515.29,1091706.0,29.19
656,金科股份,100,100,7.8916,13.84,803.0,8.03
657,中钨高新,58,58,7.7779,-108.34,342.78,5.909999999999999
681,视觉中国,1500,1500,20.3054,-3008.1,27450.0,18.3
688,国城矿业,300,300,18.8604,-162.13,5496.0,18.32
703,恒逸石化,80,80,10.2021,-111.37,704.8,8.809999999999999
708,中信特钢,19300,19300,17.4985,-12902.08,324819.0,16.83
710,贝瑞基因,600,600,64.0128,-2107.68,36300.0,60.5
736,中交地产,1520,1520,6.5262,294.62,10214.4,6.72
739,普洛药业,2500,5000,22.1661,1219.73,112050.0,22.41
793,华闻集团,0,56100,4.679,-34163.45,228327.0,4.07
799,酒鬼酒,0,5320,66.1244,24820.74,376602.8,70.78999999999999
800,一汽解放,1300,1300,11.4269,-957.97,13897.0,10.69
801,四川九洲,800,800,5.8112,-24.93,4624.0,5.78
851,高鸿股份,39200,44400,7.9638,4271.35,357864.0,8.06
869,张裕Ａ,100,100,29.6299,272.01,3235.0,32.35
877,天山股份,21400,21400,15.4468,-14911.1,315650.0,14.75
