冻结金额,可用,参考市值,资产
4451826.47,1253258.07,11983755.03,13237013.1
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
425,徐工机械,0,7600,6.8104,453.19,52212.0,6.87
503,国新健康,600,600,13.442,214.79,8280.0,13.8
607,华媒控股,17300,17300,4.7907,679.57,83559.0,4.83
700,模塑科技,21300,45100,8.3383,50138.02,426195.0,9.45
793,华闻集团,89400,89400,4.0697,50981.43,414816.0,4.64
799,酒鬼酒,0,4500,75.7247,7673.77,348435.0,77.43
973,佛塑科技,6800,6800,5.1308,1354.76,36244.0,5.33
990,诚志股份,0,10100,18.8965,-10165.85,180689.0,17.89
2090,金智科技,0,6300,9.7692,382.91,61929.0,9.83
2092,中泰化学,0,65600,5.5667,13339.76,378512.0,5.77
2191,劲嘉股份,0,28600,12.2967,-1622.91,350064.0,12.24
2217,合力泰,3300,3300,6.0109,1053.03,20889.0,6.33
2239,奥特佳,0,59900,6.1985,8473.45,379766.0,6.34
2274,华昌化工,32250,56850,5.2716,9004.09,308695.5,5.43
2308,威创股份,20100,20100,7.3038,18214.97,165021.0,8.21
2312,三泰控股,5400,5400,5.4108,373.63,29592.0,5.48
2314,南山控股,80500,85124,4.0956,76987.24,425620.0,5.0
2317,众生药业,3300,3300,-0.2461,59090.25,58278.0,17.66
2328,新朋股份,12900,12900,6.004,6656.39,84108.0,6.52
2341,新纶科技,68590,68590,5.3508,6803.98,373815.5,5.45
2355,兴民智通,7300,7300,5.8898,1972.54,44968.0,6.16
2358,森源电气,10600,10600,5.4719,2100.32,60102.0,5.67
2411,延安必康,47300,47300,7.2287,40266.7,382184.0,8.08
2421,达实智能,200,200,4.4407,35.87,924.0,4.62
2425,凯撒文化,0,18200,18.1643,5745.19,336336.0,18.48
2467,二六三,42000,42000,8.5235,4894.31,362880.0,8.64
2480,新筑股份,48000,48000,6.161,21549.89,317280.0,6.61
2500,山西证券,0,37500,9.6694,-7852.45,354750.0,9.46
2517,恺英网络,86200,86200,4.4575,27797.38,412036.0,4.78
2528,英飞拓,2600,2600,4.8907,1454.09,14170.0,5.45
2547,春兴精工,45000,45000,7.7664,21763.59,371250.0,8.25
2611,东方精工,12300,12300,5.1308,1097.53,64206.0,5.22
300043,星辉娱乐,8900,8900,4.3607,973.18,39783.0,4.47
300072,三聚环保,0,64200,5.8401,-7.79,374928.0,5.84
300159,新研股份,22500,22500,4.2506,19560.65,115200.0,5.12
300204,舒泰神,0,900,12.0059,84.68,10890.0,12.1
300213,佳讯飞鸿,7800,7800,6.541,7480.34,58500.0,7.5
300267,尔康制药,7000,7000,4.2906,1745.48,31780.0,4.54
300296,利亚德,0,8900,7.3721,515.75,66127.0,7.43
300297,蓝盾股份,600,600,4.6307,71.58,2850.0,4.75
300300,汉鼎宇佑,30000,30000,6.8769,-1107.95,205200.0,6.84
300303,聚飞光电,45900,45900,6.7478,5607.54,315333.0,6.87
300322,硕贝德,17900,17900,19.0084,6651.94,346902.0,19.38
300352,北信源,37200,37200,7.5261,34370.0,314340.0,8.45
300358,楚天科技,0,11300,10.9728,307.13,124300.0,11.0
300379,东方通,0,6600,52.4229,2027.13,348018.0,52.73
300393,中来股份,4100,22200,7.3655,3872.84,167388.0,7.54
300510,金冠股份,15100,15100,4.5837,4323.62,73537.0,4.87
300527,中船应急,33400,33400,10.1768,35511.02,375416.0,11.24
300767,震安科技,0,3000,83.6452,9794.44,260730.0,86.91
511990,华宝添益,3,3,-25637.5533,77212.69,300.03,100.00999999999999
600050,中国联通,68400,68400,5.2709,1990.72,362520.0,5.3
600136,当代文体,2700,2700,9.3216,535.72,25704.0,9.52
600176,中国巨石,0,800,10.1104,287.65,8376.0,10.47
600478,科力远,3500,3500,4.7308,487.19,17045.0,4.87
600606,绿地控股,0,38100,8.5758,9684.21,336423.0,8.83
600622,光大嘉宝,77000,77000,4.5908,18419.91,371910.0,4.83
600866,星湖科技,14900,14900,4.8408,7437.74,79566.0,5.34
601700,风范股份,52400,52400,5.7987,1118.33,304968.0,5.82
603008,喜临门,6200,6200,11.0213,4145.92,72478.0,11.69
603105,芯能科技,26100,26100,9.0989,27954.62,265437.0,10.17
