时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:19:12.302    221368402       10001           601818          100 证券买入    100             3.6000          已撤
09:32:42.472    221368684       10002           603868          101 证券卖出    300             49.1900         已成
09:32:42.572    229368395       10003           603583          100 证券买入    600             67.1900         已成
09:32:42.573    233362221       10004           603612          100 证券买入    100             12.0500         已成
09:32:42.672    205366808       10005           603707          100 证券买入    100             61.8700         已成
09:32:47.672    209361488       10006           603868          101 证券卖出    300             49.2100         已成
09:32:47.673    213366767       10007           603583          100 证券买入    100             67.2900         已成
09:32:47.770    229368399       10008           603612          100 证券买入    800             12.0400         已成
09:32:47.771    233362227       10009           603707          100 证券买入    100             61.8300         已成
09:32:52.771    213366774       10010           603868          101 证券卖出    100             49.2600         已成
09:32:52.874    221368696       10011           603583          100 证券买入    100             67.1500         已成
09:32:52.875    225361067       10012           603612          100 证券买入    700             12.0400         已成
09:32:52.972    237368509       10013           603707          100 证券买入    100             61.8800         已成
09:32:58.170    229368417       10014           603868          101 证券卖出    100             49.1900         已成
09:32:58.171    233362234       10015           603707          100 证券买入    100             61.9000         已成
09:32:58.171    237368519       10016           603612          100 证券买入    800             12.0400         已成
09:33:03.070    237368526       10017           603707          100 证券买入    100             61.9400         已成
09:33:28.070    229368453       10018           603612          100 证券买入    400             12.0000         已成
09:33:33.069    221368749       10019           603707          100 证券买入    100             61.8700         已成
09:33:38.070    221368756       10020           603612          100 证券买入    100             11.9800         已撤
09:33:38.071    225361107       10021           603707          100 证券买入    100             61.7600         已成
09:33:43.079    201360035       10022           603612          100 证券买入    100             12.0000         已成
09:33:48.069    201360041       10023           603612          100 证券买入    400             11.9900         已成
09:33:53.068    221368766       10024           603612          100 证券买入    200             12.0000         已成
09:33:58.069    221368771       10025           603612          100 证券买入    100             12.0100         已成
09:34:28.066    201360086       10026           603612          100 证券买入    200             12.0500         已成
09:34:33.067    205366925       10027           603612          100 证券买入    1100            12.0000         已撤
09:34:38.068    225361165       10028           603612          100 证券买入    100             12.0200         已成
09:34:43.066    237368620       10029           603612          100 证券买入    100             12.0000         已撤
09:34:48.066    205366939       10030           603612          100 证券买入    100             12.0200         已成
09:34:53.065    229368534       10031           603612          100 证券买入    100             12.0200         已成
