时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:52.993    237393304       10001           601818          100 证券买入    100             3.6000          已撤
09:26:58.802    217388347       217388347       511990          101 证券卖出    80000           99.9800         已成
09:32:40.542    213392050       10002           300548          101 证券卖出    300             57.6800         已成
09:32:40.543    217388857       10003           000951          100 证券买入    200             28.5000         已成
09:32:40.743    221394004       10004           603181          100 证券买入    500             21.1000         已成
09:32:40.744    225385977       10005           603127          100 证券买入    300             91.3500         已成
09:32:40.744    229393277       10006           603317          100 证券买入    100             52.4000         已成
09:32:40.744    233387349       10007           603338          100 证券买入    100             74.7600         已成
09:32:40.847    213392052       10008           300229          100 证券买入    3400            11.7800         已成
09:32:40.847    217388858       10009           600298          100 证券买入    400             45.1800         已成
09:32:40.944    229393278       10010           600486          100 证券买入    300             82.4800         已成
09:32:40.944    233387350       10011           603583          100 证券买入    100             66.9900         已成
09:32:41.044    205392202       10012           002352          100 证券买入    900             56.1000         已成
09:32:41.044    209386512       10013           300653          100 证券买入    500             73.8700         已撤
09:32:41.142    213392053       10014           603208          100 证券买入    400             103.2100        已成
09:32:46.141    205392207       10015           300548          101 证券卖出    100             57.6700         已撤
09:32:46.142    209386521       10016           000951          100 证券买入    100             28.5000         已成
09:32:46.241    229393286       10017           603127          100 证券买入    300             91.2800         已成
09:32:46.242    233387358       10018           603181          100 证券买入    500             21.1100         已成
09:32:46.341    205392208       10019           603338          100 证券买入    100             74.8600         已成
09:32:46.342    209386522       10020           300229          100 证券买入    4400            11.7700         已成
09:32:46.442    221394012       10021           600298          100 证券买入    200             45.2000         已成
09:32:46.443    225385985       10022           600486          100 证券买入    100             82.4200         已成
09:32:46.543    201385402       10024           002352          100 证券买入    800             56.1100         已成
09:32:46.542    237393799       10023           603583          100 证券买入    100             66.6900         已撤
09:32:46.647    237393800       10025           300653          100 证券买入    100             73.9900         已成
09:32:46.741    237393801       10026           603208          100 证券买入    400             103.2100        已成
09:32:51.743    237393811       10027           300548          101 证券卖出    100             57.6300         已撤
09:32:51.743    201385411       10028           300229          100 证券买入    2800            11.7700         已撤
09:32:51.841    213392073       10029           600298          100 证券买入    200             45.1300         已成
09:32:51.842    217388879       10030           600486          100 证券买入    100             82.2300         已成
09:32:51.842    221394027       10031           603583          100 证券买入    600             66.7100         已撤
09:32:51.942    213392074       10032           002352          100 证券买入    400             56.0800         已成
09:32:51.942    217388880       10033           603208          100 证券买入    100             103.3100        已成
09:32:52.042    233387370       10034           000951          100 证券买入    1400            28.5000         已成
09:32:52.043    237393813       10035           603127          100 证券买入    100             91.1200         已成
09:32:52.143    209386533       10036           603181          100 证券买入    1800            21.0800         已成
09:32:52.143    213392075       10037           603338          100 证券买入    100             74.6800         已撤
09:32:57.243    221394034       10038           300548          101 证券卖出    100             57.6200         已成
09:32:57.243    225386009       10039           002352          100 证券买入    600             56.1400         已成
09:32:57.341    201385422       10041           000951          100 证券买入    1200            28.5000         部撤
09:32:57.341    237393822       10040           603208          100 证券买入    100             103.2600        已撤
09:32:57.443    221394035       10042           603127          100 证券买入    100             91.1100         已成
09:32:57.444    225386010       10043           603181          100 证券买入    1700            21.0900         已成
09:32:57.542    205392230       10044           603338          100 证券买入    100             74.8100         已撤
09:32:57.543    209386545       10045           300229          100 证券买入    2700            11.7800         已成
09:32:57.650    225386011       10046           600298          100 证券买入    200             45.1200         已成
09:32:57.651    229393311       10047           600486          100 证券买入    100             82.3200         已成
09:32:57.742    233387379       10048           603583          100 证券买入    200             66.8700         已成
09:33:02.741    213392092       10049           600298          100 证券买入    200             45.1500         已成
09:33:07.740    213392097       10050           300229          100 证券买入    3700            11.7800         已成
09:33:07.741    217388894       10051           603583          100 证券买入    100             66.8600         已成
09:33:12.740    201385440       10052           002352          100 证券买入    500             56.0600         已成
09:33:12.849    225386024       10053           603127          100 证券买入    100             91.0300         已成
09:33:12.941    201385441       10056           300229          100 证券买入    4000            11.7900         已撤
09:33:12.940    233387393       10054           603583          100 证券买入    100             66.8700         已成
09:33:12.941    237393835       10055           600486          100 证券买入    100             82.4900         已成
09:33:17.939    229393331       10057           300229          100 证券买入    2800            11.8100         已成
09:33:18.039    229393332       10058           600486          100 证券买入    100             82.5100         已成
09:33:18.040    233387400       10059           603583          100 证券买入    100             66.8700         已成
09:33:18.139    205392250       10060           002352          100 证券买入    200             55.9400         已成
09:33:18.140    209386565       10061           603127          100 证券买入    100             91.0300         已成
09:33:23.140    205392254       10062           603127          100 证券买入    100             91.0400         已成
09:33:23.241    213392116       10063           603338          100 证券买入    100             74.9900         已成
09:33:23.241    217388905       10064           300229          100 证券买入    1200            11.8000         已成
09:33:23.341    201385448       10066           603583          100 证券买入    100             66.8700         已成
09:33:23.340    237393845       10065           600486          100 证券买入    100             82.5000         已成
09:33:23.440    213392117       10067           002352          100 证券买入    400             55.9400         已成
09:33:28.439    233387411       10068           300548          101 证券卖出    400             57.3700         已成
09:33:28.440    237393851       10069           002352          100 证券买入    800             55.8200         已撤
09:33:28.541    209386573       10070           603127          100 证券买入    100             91.0900         已成
09:33:28.541    213392121       10071           603338          100 证券买入    100             75.0000         已成
09:33:28.639    233387412       10072           300229          100 证券买入    1400            11.8100         已成
09:33:28.640    237393852       10073           600486          100 证券买入    100             82.4600         已成
09:33:28.739    209386574       10074           603583          100 证券买入    100             66.8100         已成
09:33:33.740    221394078       10076           300229          100 证券买入    700             11.8000         已成
09:33:33.739    225386051       10075           300548          101 证券卖出    100             57.4200         已撤
09:33:33.841    201385464       10078           603583          100 证券买入    100             66.7600         已成
09:33:33.840    237393859       10077           600486          100 证券买入    100             82.4500         已成
09:33:33.939    205392269       10079           002352          100 证券买入    800             55.9200         已成
09:33:33.940    209386581       10080           603127          100 证券买入    100             91.1100         已成
09:33:34.041    221394083       10081           603338          100 证券买入    100             75.0100         已成
09:33:39.039    205392275       10082           300548          101 证券卖出    500             57.3400         已成
09:33:39.039    209386585       10083           300229          100 证券买入    1800            11.8000         已成
09:33:39.140    221394090       10084           600486          100 证券买入    100             82.3800         已成
09:33:39.141    225386061       10085           603583          100 证券买入    700             66.6500         已撤
09:33:39.240    201385471       10087           603208          100 证券买入    100             103.4600        已成
09:33:39.239    237393863       10086           002352          100 证券买入    200             55.9500         已成
09:33:39.340    213392137       10088           603127          100 证券买入    100             91.2900         已成
09:33:44.338    225386065       10089           300229          100 证券买入    1600            11.8100         已成
09:33:44.339    229393362       10090           600486          100 证券买入    100             82.2700         已成
09:33:44.439    209386591       10091           002352          100 证券买入    1000            55.9700         已成
09:33:44.440    213392140       10092           300653          100 证券买入    100             73.7100         已成
09:33:44.539    225386066       10093           603208          100 证券买入    100             103.5200        已成
09:33:44.540    229393363       10094           603127          100 证券买入    100             91.2800         已成
09:33:44.639    233387434       10095           603338          100 证券买入    100             75.0200         已成
09:33:49.638    221394097       10096           300548          101 证券卖出    500             57.1500         已成
09:33:49.639    225386070       10097           000951          100 证券买入    200             28.4100         已成
09:33:49.738    237393867       10098           603127          100 证券买入    100             91.2700         已成
09:33:49.739    201385484       10099           603338          100 证券买入    100             75.0300         已成
09:33:49.839    213392144       10100           300229          100 证券买入    1600            11.8200         已成
09:33:49.839    217388944       10101           600298          100 证券买入    100             45.2500         已成
09:33:49.940    201385485       10103           603583          100 证券买入    700             67.0500         已成
09:33:49.939    237393868       10102           600486          100 证券买入    100             82.3200         已成
09:33:50.038    221394098       10104           002352          100 证券买入    1600            55.9400         部撤
09:33:50.039    225386071       10105           300653          100 证券买入    100             73.7600         已成
09:33:50.138    237393869       10106           603208          100 证券买入    100             103.4300        已成
09:33:55.138    205392287       10107           300548          101 证券卖出    500             57.1900         已撤
09:33:55.139    209386599       10108           300229          100 证券买入    1700            11.8200         已成
09:33:55.238    229393372       10109           600298          100 证券买入    100             45.1800         已成
09:33:55.239    233387441       10110           600486          100 证券买入    100             82.2800         已成
09:33:55.338    205392288       10111           603583          100 证券买入    700             67.0400         已成
09:33:55.338    209386600       10112           002352          100 证券买入    1600            55.9300         已成
09:33:55.438    221394103       10113           300653          100 证券买入    100             73.6600         已成
09:33:55.439    225386075       10114           603208          100 证券买入    100             103.5200        已成
09:33:55.538    237393874       10115           000951          100 证券买入    200             28.4300         已成
09:33:55.638    217388947       10117           603181          100 证券买入    300             21.0500         已撤
09:33:55.638    221394104       10118           603338          100 证券买入    100             75.1400         已成
09:33:55.539    201385489       10116           603127          100 证券买入    100             91.2500         已成
09:34:00.647    217388954       10119           300548          101 证券卖出    500             56.9500         已成
09:34:00.744    225386083       10120           603583          100 证券买入    300             66.7400         已撤
09:34:00.843    201385494       10123           600486          100 证券买入    100             82.2800         已成
09:34:00.843    233387449       10121           300229          100 证券买入    3800            11.8500         已成
09:34:00.843    237393881       10122           600298          100 证券买入    200             45.2800         已成
09:34:00.940    225386084       10124           300653          100 证券买入    100             73.7100         已撤
09:34:00.940    229393378       10125           603208          100 证券买入    100             103.5200        已成
09:34:01.039    201385495       10126           603338          100 证券买入    100             75.1200         已成
09:34:01.039    205392296       10127           603181          100 证券买入    300             21.0800         已成
09:34:06.037    225386090       10128           603127          100 证券买入    300             91.0400         已成
09:34:11.041    205392311       10129           603127          100 证券买入    200             91.0000         已成
09:34:16.038    221394122       10130           603208          100 证券买入    100             103.7700        已成
09:34:16.139    229393394       10131           603127          100 证券买入    400             90.9300         已成
09:34:21.139    233387467       10132           600486          100 证券买入    100             82.4100         已成
09:34:21.139    237393904       10133           603208          100 证券买入    100             103.6900        已成
09:34:21.240    209386624       10134           603127          100 证券买入    100             90.9200         已成
09:34:26.238    229393401       10135           600486          100 证券买入    200             82.4800         已成
09:34:26.238    233387473       10136           603208          100 证券买入    100             103.6900        已成
09:34:26.338    221394130       10137           000951          100 证券买入    300             28.4400         已成
09:34:26.339    225386108       10138           603127          100 证券买入    200             90.8800         已成
09:34:31.341    209386632       10139           600486          100 证券买入    200             82.4700         已成
09:34:31.436    217388990       10140           603208          100 证券买入    100             103.7700        已成
09:34:31.437    221394138       10141           603127          100 证券买入    400             90.6200         已撤
09:34:36.436    209386639       10142           603338          100 证券买入    100             75.0100         已成
09:34:36.537    217388996       10143           000951          100 证券买入    500             28.4600         已成
09:34:36.537    221394146       10144           603127          100 证券买入    100             91.0300         已成
09:34:36.655    225386120       10145           300229          100 证券买入    200             11.8100         已成
09:34:36.737    237393920       10146           600298          100 证券买入    100             45.1600         已撤
09:34:36.839    205392334       10147           603208          100 证券买入    100             103.9300        已成
09:34:36.839    209386641       10148           600486          100 证券买入    100             82.4200         已成
09:34:36.840    213392188       10149           002352          100 证券买入    200             55.7500         已成
09:34:41.838    221394160       10150           300548          101 证券卖出    100             56.8500         已成
09:34:41.838    225386141       10151           600486          100 证券买入    100             82.4200         已成
09:34:41.936    229393430       10152           603583          100 证券买入    100             66.1500         已撤
09:34:41.936    233387509       10153           300229          100 证券买入    3100            11.8100         已成
09:34:42.036    201385541       10155           002352          100 证券买入    300             55.7700         已撤
09:34:42.035    237393940       10154           603208          100 证券买入    100             103.6100        已撤
09:34:42.135    205392361       10156           000951          100 证券买入    200             28.4500         已成
09:34:42.136    209386655       10157           603127          100 证券买入    100             91.1300         已成
09:34:47.137    221394170       10158           300548          101 证券卖出    100             56.9200         已撤
09:34:47.236    201385548       10160           600486          100 证券买入    100             82.4400         已成
09:34:47.236    237393950       10159           300229          100 证券买入    3000            11.8100         已成
09:34:47.336    229393442       10161           603583          100 证券买入    100             66.1600         已撤
09:34:47.336    233387513       10162           002352          100 证券买入    500             55.9100         已成
09:34:47.437    229393446       10163           603208          100 证券买入    100             103.9900        已成
09:34:47.437    233387518       10164           000951          100 证券买入    100             28.4600         已成
09:34:47.536    237393953       10165           603127          100 证券买入    300             91.3300         已撤
09:34:47.536    201385552       10166           603338          100 证券买入    100             75.1000         已成
09:34:52.537    237393965       10167           300229          100 证券买入    3700            11.8200         已成
09:34:52.635    213392232       10168           600298          100 证券买入    100             45.2900         已撤
09:34:52.636    217389024       10169           600486          100 证券买入    100             82.5300         已成
09:34:52.736    237393966       10170           603583          100 证券买入    100             66.1900         已成
09:34:52.836    213392233       10171           002352          100 证券买入    500             55.8700         已成
09:34:52.836    217389025       10172           603208          100 证券买入    100             104.0000        已成
09:34:52.837    221394188       10173           603127          100 证券买入    200             91.5300         已撤
09:34:52.936    205392382       10174           603338          100 证券买入    100             75.0200         已成
09:34:57.936    229393468       10175           600486          100 证券买入    100             82.5400         已成
09:34:58.035    237393974       10176           603583          100 证券买入    1000            66.2100         已撤
09:34:58.135    205392392       10177           300229          100 证券买入    4700            11.8100         已成
09:34:58.136    209386671       10178           600298          100 证券买入    100             45.3100         已成
09:34:58.136    213392241       10179           300653          100 证券买入    100             74.0300         已成
09:34:58.235    229393469       10180           603208          100 证券买入    100             103.9000        已撤
09:34:58.236    233387529       10181           002352          100 证券买入    500             55.8400         已成
09:34:58.335    205392393       10182           603338          100 证券买入    100             75.0300         已成
09:34:58.336    209386672       10183           603127          100 证券买入    100             91.5000         已撤
09:35:13.338    237394002       10184           000951          100 证券买入    100             28.5400         已成
09:35:13.435    217389056       10185           603127          100 证券买入    100             91.6900         已撤
09:35:13.436    221394225       10186           600486          100 证券买入    200             82.5300         已成
09:35:13.539    233387557       10187           603583          100 证券买入    100             66.2200         已撤
09:35:18.534    225386191       10188           300229          100 证券买入    400             11.8000         已成
09:35:18.534    229393512       10189           600486          100 证券买入    200             82.5000         已成
09:35:18.641    213392287       10190           603583          100 证券买入    100             66.2300         已撤
09:35:18.641    217389066       10191           000951          100 证券买入    100             28.5400         已成
09:35:18.735    229393513       10192           603127          100 证券买入    100             91.9500         已成
09:35:23.742    233387577       10193           300229          100 证券买入    5100            11.7900         已成
09:35:23.742    237394025       10194           600486          100 证券买入    300             82.5100         已成
09:35:23.834    217389074       10195           603583          100 证券买入    100             66.2800         已成
09:35:23.836    221394253       10196           002352          100 证券买入    300             55.8300         已成
09:35:23.934    217389075       10197           000951          100 证券买入    100             28.4500         已成
09:35:23.935    221394254       10198           603127          100 证券买入    100             92.0300         已成
09:35:28.935    217389086       10199           002352          100 证券买入    700             55.7900         已成
09:35:29.034    233387588       10200           000951          100 证券买入    100             28.4400         已撤
09:35:29.035    237394037       10201           603127          100 证券买入    1200            91.7600         部撤
09:35:29.134    209386729       10202           603338          100 证券买入    100             74.7000         已成
09:35:29.135    213392313       10203           300229          100 证券买入    5300            11.8000         已成
09:35:29.233    233387589       10204           600486          100 证券买入    700             82.4500         已成
09:35:29.234    237394038       10205           603583          100 证券买入    100             66.2900         已撤
09:35:34.235    233387605       10206           000951          100 证券买入    100             28.5300         已成
09:35:34.333    201385631       10207           603127          100 证券买入    1100            91.7600         已成
09:35:34.334    205392470       10208           603338          100 证券买入    100             74.7100         已撤
09:35:34.435    233387606       10209           300229          100 证券买入    1900            11.7900         已成
09:35:34.435    237394050       10210           600486          100 证券买入    700             82.3900         已成
09:35:34.534    217389103       10211           603583          100 证券买入    100             66.4200         已成
09:35:34.534    221394277       10212           002352          100 证券买入    600             55.8100         已成
09:35:34.635    213392320       10213           300653          100 证券买入    200             73.9600         已撤
09:35:39.643    229393564       10214           603181          100 证券买入    400             21.0100         已成
09:35:39.644    233387621       10215           603338          100 证券买入    100             74.7900         已成
09:35:39.933    221394289       10216           603127          100 证券买入    900             91.8600         已成
09:35:39.934    225386245       10217           000951          100 证券买入    100             28.5300         已成
09:35:39.934    229393565       10219           600486          100 证券买入    100             82.4500         已成
09:35:39.934    233387622       10218           603583          100 证券买入    100             66.3000         已撤
09:35:39.934    237394063       10220           300229          100 证券买入    2000            11.7900         已成
09:35:39.934    201385646       10221           603208          100 证券买入    100             103.7100        已成
09:35:40.033    205392486       10222           002352          100 证券买入    700             55.8300         已成
09:35:45.033    217389130       10223           000951          100 证券买入    100             28.5200         已成
09:35:45.034    221394301       10224           603127          100 证券买入    600             91.8900         已成
09:35:45.134    201385657       10225           603181          100 证券买入    100             21.0200         已成
09:35:45.135    205392498       10226           603583          100 证券买入    100             66.4200         已成
09:35:45.234    217389131       10227           300229          100 证券买入    5800            11.7900         已成
09:35:45.235    221394302       10228           600298          100 证券买入    400             45.3800         已成
09:35:45.334    201385658       10230           002352          100 证券买入    500             55.8300         已成
09:35:45.333    237394079       10229           600486          100 证券买入    200             82.4200         已成
09:35:45.437    213392340       10231           603208          100 证券买入    100             103.7000        已成
09:35:50.433    233387640       10232           300548          101 证券卖出    500             56.8500         已成
09:35:50.434    237394089       10233           603583          100 证券买入    700             66.3200         已成
09:35:50.534    213392347       10234           300229          100 证券买入    3900            11.8000         已成
09:35:50.534    217389140       10235           600298          100 证券买入    300             45.3800         已撤
09:35:50.645    209386779       10236           600486          100 证券买入    200             82.4600         已成
09:35:50.741    205392506       10237           603208          100 证券买入    100             103.5100        已撤
09:35:50.742    209386780       10238           002352          100 证券买入    700             55.8600         已成
09:35:50.834    209386781       10239           603338          100 证券买入    100             74.5400         已撤
09:35:50.835    213392348       10240           000951          100 证券买入    200             28.5200         已成
09:35:50.835    221394314       10241           603181          100 证券买入    200             21.0300         已撤
09:35:55.834    221394326       10242           300548          101 证券卖出    1100            56.8500         已成
09:35:55.933    201385682       10243           603583          100 证券买入    200             66.3000         已成
09:35:55.933    205392515       10244           600486          100 证券买入    100             82.4500         已成
09:35:56.034    217389151       10245           002352          100 证券买入    1300            55.8200         已成
09:35:56.034    221394327       10246           300653          100 证券买入    100             74.0000         已撤
09:35:56.132    209386791       10247           603208          100 证券买入    100             103.9100        已撤
09:35:56.133    213392362       10248           603338          100 证券买入    100             74.8700         已成
09:35:56.232    209386792       10249           000951          100 证券买入    700             28.5200         部撤
09:35:56.233    213392363       10250           603181          100 证券买入    300             21.0600         已撤
09:36:01.305    225386288       10251           300548          101 证券卖出    300             56.8600         已成
09:36:01.332    233387666       10252           600486          100 证券买入    300             82.4800         已成
09:36:01.332    237394116       10253           603208          100 证券买入    100             103.7200        已撤
09:36:01.435    221394339       10254           603338          100 证券买入    100             74.8600         已成
09:36:21.432    205392574       10255           600298          100 证券买入    700             45.6800         已成
09:36:26.433    213392428       10256           600298          100 证券买入    200             45.6300         已成
09:36:31.431    213392443       10257           600298          100 证券买入    300             45.6200         已成
09:36:31.533    229393681       10258           603208          100 证券买入    100             103.5200        已撤
09:36:36.531    221394420       10259           300548          101 证券卖出    100             57.1900         已成
09:36:36.532    225386373       10260           600486          100 证券买入    300             82.4600         已成
09:36:41.533    229393697       10261           300548          101 证券卖出    100             57.1600         已撤
09:36:41.631    225386385       10262           603208          100 证券买入    200             103.6600        已成
