证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
603,701,担保品卖出,20,18.71,已成,0
603587,701,担保品卖出,800,23.45,已成,0
26,701,担保品卖出,100,16.76,已成,0
603580,701,担保品卖出,100,15.2,已成,0
603887,700,担保品买入,200,28.55,已成,0
600419,701,担保品卖出,6000,18.22,已成,0
2381,700,担保品买入,2400,11.0,已成,0
603185,701,担保品卖出,100,67.61,部分成交,0
603185,701,担保品卖出,100,67.55,已成,0
600273,701,担保品卖出,100,10.87,部分成交,0
2672,701,担保品卖出,900,10.45,部分成交,0
600749,700,担保品买入,200,11.25,部分成交,0
2625,700,担保品买入,400,23.06,部分成交,0
2625,700,担保品买入,700,23.06,部分成交,0
2625,700,担保品买入,1900,23.06,部分成交,0
2625,700,担保品买入,1000,23.07,已成,0
300334,701,担保品卖出,800,11.48,已成,0
300482,700,担保品买入,200,100.28,已成,0
300464,701,担保品卖出,100,28.24,部分成交,0
300464,701,担保品卖出,100,28.21,部分成交,0
300464,701,担保品卖出,600,28.21,部分成交,0
300464,701,担保品卖出,200,28.21,部分成交,0
300464,701,担保品卖出,300,28.21,部分成交,0
300464,701,担保品卖出,200,28.21,部分成交,0
300464,701,担保品卖出,900,28.21,部分成交,0
300464,701,担保品卖出,100,28.21,部分成交,0
300464,701,担保品卖出,300,28.21,部分成交,0
300464,701,担保品卖出,200,28.21,部分成交,0
300464,701,担保品卖出,200,28.21,已成,0
300461,700,担保品买入,1400,25.84,已成,0
603768,701,担保品卖出,500,19.54,已成,0
2737,700,担保品买入,1000,16.89,部分成交,0
2737,700,担保品买入,1900,16.93,已成,0
300433,700,担保品买入,6300,36.07,已成,0
600749,700,担保品买入,800,11.25,已成,0
300749,700,担保品买入,500,13.58,已成,0
2672,701,担保品卖出,200,10.45,部分成交,0
603801,700,担保品买入,700,37.24,已成,0
603026,701,担保品卖出,100,41.4,部分成交,0
603026,701,担保品卖出,200,41.4,已成,0
300147,701,担保品卖出,800,10.91,已成,0
600273,701,担保品卖出,500,10.87,部分成交,0
603167,700,担保品买入,300,17.47,部分成交,0
600273,701,担保品卖出,100,10.87,部分成交,0
300484,700,担保品买入,1700,13.79,已成,0
300718,701,担保品卖出,200,20.47,已成,0
2885,700,担保品买入,600,17.46,已成,0
603167,700,担保品买入,4500,17.47,部分成交,0
300344,701,担保品卖出,800,5.06,已成,0
300131,700,担保品买入,10600,7.51,部分成交,0
300131,700,担保品买入,300,7.51,部分成交,0
2782,700,担保品买入,100,14.39,已成,0
601233,701,担保品卖出,1700,16.63,已成,0
603167,700,担保品买入,200,17.47,部分成交,0
603167,700,担保品买入,3100,17.47,已成,0
300610,701,担保品卖出,1200,20.32,已成,0
300159,701,担保品卖出,6400,6.12,已成,0
300707,700,担保品买入,700,20.56,部分成交,0
300648,701,担保品卖出,500,33.31,已成,0
300707,700,担保品买入,1300,20.56,部分成交,0
2891,700,担保品买入,100,48.06,部分成交,0
600273,701,担保品卖出,100,10.87,部分成交,0
2891,700,担保品买入,100,48.06,已成,0
300647,700,担保品买入,8480,12.42,部分成交,0
300647,700,担保品买入,100,12.42,部分成交,0
300647,700,担保品买入,1620,12.42,已成,0
300707,700,担保品买入,400,20.56,已成,0
600189,700,担保品买入,2000,7.49,部分成交,0
600189,700,担保品买入,3000,7.49,已成,0
300707,700,担保品买入,1000,20.56,部分成交,0
300631,701,担保品卖出,100,21.46,已成,0
300707,700,担保品买入,500,20.56,已成,0
300131,700,担保品买入,2100,7.51,部分成交,0
600866,700,担保品买入,1400,5.67,已成,0
48,701,担保品卖出,1600,41.93,已成,0
2884,701,担保品卖出,100,23.17,已成,0
300084,700,担保品买入,1500,4.9,已成,0
600600,700,担保品买入,300,85.63,部分成交,0
300032,700,担保品买入,2500,5.31,已成,0
300072,701,担保品卖出,300,6.42,部分成交,0
300072,701,担保品卖出,13600,6.42,已成,0
2294,701,担保品卖出,400,40.72,已成,0
2174,700,担保品买入,100,21.01,已成,0
2228,701,担保品卖出,300,5.13,已成,0
