时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:30:17.000    101597777       817086          0101000001096227        000603          701 担保品卖出          20              18.7100         已成            0               0
09:30:31.000    129605170       817088          397517                  603587          701 担保品卖出          800             23.4500         已成            0               0
09:30:32.000    137605925       817093          0104000001066244        000026          701 担保品卖出          100             16.7600         已成            0               0
09:30:31.000    101597928       817089          397843                  603580          701 担保品卖出          100             15.2000         已成            0               0
09:30:32.000    121607413       817091          398431                  603887          700 担保品买入          200             28.5500         已成            0               0
09:30:32.000    113607173       817095          401607                  600419          701 担保品卖出          6000            18.2200         已成            0               0
09:30:33.000    137605935       817105          0102000001071505        002381          700 担保品买入          2400            11.0000         已成            0               0
09:30:33.000    129605180       817103          404510                  603185          701 担保品卖出          100             67.6100         部分成交        0               0
09:30:33.000    129605180       817103          404511                  603185          701 担保品卖出          100             67.5500         已成            0               0
09:30:33.000    129605185       817104          406475                  600273          701 担保品卖出          100             10.8700         部分成交        0               0
09:30:34.000    101597939       817108          0102000001080537        002672          701 担保品卖出          900             10.4500         部分成交        0               0
09:30:34.000    133602268       817120          410443                  600749          700 担保品买入          200             11.2500         部分成交        0               0
09:30:34.000    125604119       817128          0103000001149748        002625          700 担保品买入          400             23.0600         部分成交        0               0
09:30:34.000    125604119       817128          0103000001149750        002625          700 担保品买入          700             23.0600         部分成交        0               0
09:30:34.000    125604119       817128          0103000001149752        002625          700 担保品买入          1900            23.0600         部分成交        0               0
09:30:34.000    125604119       817128          0103000001149754        002625          700 担保品买入          1000            23.0700         已成            0               0
09:30:34.000    101597950       817129          0101000001272793        300334          701 担保品卖出          800             11.4800         已成            0               0
09:30:35.000    109604040       817136          0104000001090091        300482          700 担保品买入          200             100.2800        已成            0               0
09:30:35.000    125604122       817137          0104000001090535        300464          701 担保品卖出          100             28.2400         部分成交        0               0
09:30:35.000    125604122       817137          0104000001090537        300464          701 担保品卖出          100             28.2100         部分成交        0               0
