证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
300449,701,担保品卖出,60,15.13,已成,0
300142,700,担保品买入,100,61.2,已成,0
555,701,担保品卖出,900,20.68,已成,0
555,701,担保品卖出,500,20.68,部分成交,0
300122,700,担保品买入,100,131.1,部分成交,0
555,701,担保品卖出,200,20.68,部分成交,0
300122,700,担保品买入,400,131.15,已成,0
555,701,担保品卖出,900,20.68,部分成交,0
100,701,担保品卖出,2700,7.54,已成,0
555,701,担保品卖出,1100,20.68,已成,0
733,700,担保品买入,100,44.29,已成,0
100,701,担保品卖出,66200,7.53,已成,0
555,701,担保品卖出,4900,20.68,已成,0
603737,701,担保品卖出,100,159.63,已成,0
733,700,担保品买入,100,44.29,已成,0
860,700,担保品买入,100,73.46,已成,0
300122,700,担保品买入,100,131.22,已成,0
300142,700,担保品买入,100,61.35,已成,0
100,701,担保品卖出,100,7.54,已成,0
600480,701,担保品卖出,100,10.16,已成,0
300142,700,担保品买入,200,61.38,已成,0
860,700,担保品买入,100,73.47,已成,0
555,701,担保品卖出,3500,20.68,已成,0
100,701,担保品卖出,5200,7.53,已成,0
860,700,担保品买入,100,73.47,已成,0
2352,700,担保品买入,300,84.05,已成,0
300142,700,担保品买入,200,61.37,已成,0
600480,701,担保品卖出,100,10.15,已成,0
300122,700,担保品买入,200,131.52,已成,0
100,701,担保品卖出,1300,7.53,部分成交,0
100,701,担保品卖出,100,7.53,部分成交,0
100,701,担保品卖出,800,7.53,部分成交,0
100,701,担保品卖出,2800,7.53,部分成交,0
100,701,担保品卖出,400,7.53,已成,0
300142,700,担保品买入,100,61.34,已成,0
860,700,担保品买入,100,73.45,已成,0
600480,701,担保品卖出,200,10.15,已成,0
300122,700,担保品买入,100,131.52,部分成交,0
300122,700,担保品买入,100,131.55,已成,0
2371,700,担保品买入,100,181.55,已成,0
2841,700,担保品买入,100,98.32,已成,0
555,701,担保品卖出,100,20.68,部分成交,0
100,701,担保品卖出,2100,7.53,已成,0
555,701,担保品卖出,2000,20.68,部分成交,0
860,700,担保品买入,300,73.43,已成,0
600480,701,担保品卖出,500,10.15,已成,0
555,701,担保品卖出,700,20.68,部分成交,0
555,701,担保品卖出,1400,20.67,已成,0
603809,701,担保品卖出,100,29.38,部分成交,0
603809,701,担保品卖出,100,29.38,已成,0
733,700,担保品买入,100,44.31,部分成交,0
733,700,担保品买入,300,44.31,已成,0
603737,701,担保品卖出,100,159.43,已成,0
555,701,担保品卖出,1000,20.68,部分成交,0
555,701,担保品卖出,500,20.68,已成,0
555,701,担保品卖出,2800,20.67,已成,0
300122,700,担保品买入,200,131.56,已成,0
600480,701,担保品卖出,2000,10.15,已成,0
411,700,担保品买入,100,18.51,部分成交,0
603809,701,担保品卖出,100,29.38,部分成交,0
411,700,担保品买入,800,18.51,已成,0
603809,701,担保品卖出,100,29.38,部分成交,0
100,701,担保品卖出,1700,7.53,已成,0
300122,700,担保品买入,200,131.34,已成,0
733,700,担保品买入,500,44.32,部分成交,0
733,700,担保品买入,500,44.32,部分成交,0
733,700,担保品买入,200,44.32,部分成交,0
733,700,担保品买入,200,44.32,已成,0
600480,701,担保品卖出,1800,10.15,已成,0
860,700,担保品买入,100,73.39,已成,0
600110,701,担保品卖出,1500,5.87,已成,0
2841,700,担保品买入,100,98.33,已成,0
603809,701,担保品卖出,100,29.38,已成,0
411,700,担保品买入,100,18.53,部分成交,0
411,700,担保品买入,100,18.53,部分成交,0
411,700,担保品买入,200,18.53,部分成交,0
411,700,担保品买入,100,18.53,部分成交,0
2841,700,担保品买入,100,98.33,已成,0
300512,701,担保品卖出,100,19.03,已成,0
603809,701,担保品卖出,100,29.39,已成,0
733,700,担保品买入,900,44.32,部分成交,0
411,700,担保品买入,500,18.54,已成,0
733,700,担保品买入,200,44.33,部分成交,0
733,700,担保品买入,600,44.33,部分成交,0
733,700,担保品买入,200,44.33,部分成交,0
733,700,担保品买入,200,44.33,部分成交,0
733,700,担保品买入,100,44.33,已成,0
600110,701,担保品卖出,2300,5.86,已成,0
555,701,担保品卖出,1544,20.68,部分成交,0
2371,700,担保品买入,100,181.64,已成,0
600110,701,担保品卖出,900,5.86,已成,0
2841,700,担保品买入,100,98.26,已成,0
733,700,担保品买入,1300,44.32,已成,0
733,700,担保品买入,200,44.29,部分成交,0
733,700,担保品买入,300,44.29,部分成交,0
2371,700,担保品买入,100,181.64,已成,0
411,700,担保品买入,600,18.54,部分成交,0
411,700,担保品买入,100,18.54,已成,0
411,700,担保品买入,500,18.54,已成,0
2841,700,担保品买入,100,98.26,已成,0
733,700,担保品买入,1200,44.29,部分成交,0
555,701,担保品卖出,2100,20.67,已成,0
555,701,担保品卖出,3100,20.67,部分成交,0
555,701,担保品卖出,300,20.67,部分成交,0
555,701,担保品卖出,300,20.67,已成,0
300512,701,担保品卖出,100,19.04,已成,0
733,700,担保品买入,100,44.32,部分成交,0
733,700,担保品买入,300,44.32,已成,0
2371,700,担保品买入,100,181.64,已成,0
600110,701,担保品卖出,400,5.85,已成,0
2841,700,担保品买入,100,98.26,已成,0
603737,701,担保品卖出,100,159.37,已成,0
300512,701,担保品卖出,100,19.04,已成,0
2841,700,担保品买入,100,98.23,已成,0
733,700,担保品买入,100,44.31,部分成交,0
733,700,担保品买入,100,44.32,已成,0
2371,700,担保品买入,100,181.63,已成,0
603809,701,担保品卖出,100,29.45,已成,0
603737,701,担保品卖出,100,159.36,已成,0
2841,700,担保品买入,100,98.23,已成,0
411,700,担保品买入,400,18.53,部分成交,0
2371,700,担保品买入,100,181.6,已成,0
411,700,担保品买入,700,18.53,已成,0
100,701,担保品卖出,10300,7.53,已成,0
860,700,担保品买入,100,73.2,已成,0
411,700,担保品买入,300,18.53,部分成交,0
2371,700,担保品买入,100,181.6,已成,0
603809,701,担保品卖出,200,29.45,已成,0
300122,700,担保品买入,100,131.4,已成,0
411,700,担保品买入,100,18.53,部分成交,0
411,700,担保品买入,700,18.53,已成,0
100,701,担保品卖出,2500,7.53,已成,0
300512,701,担保品卖出,200,19.03,已成,0
300122,700,担保品买入,100,131.4,已成,0
860,700,担保品买入,200,73.2,已成,0
411,700,担保品买入,1100,18.53,已成,0
2371,700,担保品买入,100,181.6,已成,0
603809,701,担保品卖出,100,29.45,已成,0
300512,701,担保品卖出,100,19.03,已成,0
300122,700,担保品买入,100,131.44,已成,0
600480,701,担保品卖出,100,10.16,已成,0
860,700,担保品买入,200,73.25,已成,0
555,701,担保品卖出,100,20.63,已成,0
600480,701,担保品卖出,1800,10.17,已成,0
2841,700,担保品买入,100,98.15,已成,0
411,700,担保品买入,600,18.53,部分成交,0
411,700,担保品买入,200,18.53,部分成交,0
603809,701,担保品卖出,200,29.46,已成,0
603737,701,担保品卖出,100,159.34,已成,0
603809,701,担保品卖出,100,29.46,已成,0
411,700,担保品买入,300,18.53,已成,0
411,700,担保品买入,200,18.53,已成,0
555,701,担保品卖出,400,20.63,已成,0
555,701,担保品卖出,190,20.63,部分成交,0
555,701,担保品卖出,500,20.63,部分成交,0
600480,701,担保品卖出,700,10.16,已成,0
555,701,担保品卖出,500,20.63,部分成交,0
555,701,担保品卖出,500,20.63,部分成交,0
555,701,担保品卖出,110,20.63,已成,0
603737,701,担保品卖出,100,159.33,已成,0
600480,701,担保品卖出,1100,10.15,已成,0
411,700,担保品买入,1200,18.54,已成,0
411,700,担保品买入,400,18.54,部分成交,0
411,700,担保品买入,100,18.59,部分成交,0
600480,701,担保品卖出,3600,10.15,已成,0
411,700,担保品买入,100,18.59,已成,0
600480,701,担保品卖出,500,10.15,已成,0
411,700,担保品买入,100,18.55,部分成交,0
600480,701,担保品卖出,100,10.15,已成,0
411,700,担保品买入,100,18.56,已成,0
100,701,担保品卖出,3700,7.52,已成,0
555,701,担保品卖出,300,20.57,已成,0
300122,700,担保品买入,100,131.29,已成,0
411,700,担保品买入,100,18.56,部分成交,0
411,700,担保品买入,200,18.56,部分成交,0
411,700,担保品买入,100,18.56,已成,0
411,700,担保品买入,100,18.56,部分成交,0
411,700,担保品买入,100,18.56,部分成交,0
411,700,担保品买入,100,18.56,已成,0
603737,701,担保品卖出,100,159.25,已成,0
555,701,担保品卖出,1100,20.56,已成,0
860,700,担保品买入,200,73.3,已成,0
300122,700,担保品买入,100,131.28,已成,0
603809,701,担保品卖出,300,29.49,已成,0
2841,700,担保品买入,100,98.19,已成,0
300512,701,担保品卖出,100,19.02,已成,0
300122,700,担保品买入,100,131.29,已成,0
2841,700,担保品买入,100,98.19,已成,0
860,700,担保品买入,100,73.3,部分成交,0
860,700,担保品买入,100,73.31,已成,0
2371,700,担保品买入,100,181.51,部分成交,0
2371,700,担保品买入,200,181.51,已成,0
411,700,担保品买入,800,18.56,已成,0
555,701,担保品卖出,1800,20.53,已成,0
2371,700,担保品买入,200,181.5,已成,0
300122,700,担保品买入,100,131.3,已成,0
860,700,担保品买入,100,73.31,部分成交,0
860,700,担保品买入,100,73.31,已成,0
600480,701,担保品卖出,100,10.15,已成,0
411,700,担保品买入,200,18.56,部分成交,0
411,700,担保品买入,100,18.56,部分成交,0
411,700,担保品买入,100,18.56,部分成交,0
603809,701,担保品卖出,200,29.49,已成,0
555,701,担保品卖出,200,20.52,部分成交,0
555,701,担保品卖出,200,20.52,已成,0
411,700,担保品买入,200,18.56,已成,0
2841,700,担保品买入,100,98.47,已成,0
411,700,担保品买入,300,18.55,已成,0
2371,700,担保品买入,100,181.49,已成,0
2371,700,担保品买入,400,181.48,已成,0
411,700,担保品买入,100,18.55,部分成交,0
411,700,担保品买入,100,18.55,部分成交,0
411,700,担保品买入,100,18.55,部分成交,0
411,700,担保品买入,100,18.55,部分成交,0
411,700,担保品买入,100,18.55,已成,0
411,700,担保品买入,100,18.55,部分成交,0
603737,701,担保品卖出,100,159.05,已成,0
600480,701,担保品卖出,100,10.15,已成,0
411,700,担保品买入,100,18.55,部分成交,0
411,700,担保品买入,200,18.55,部分成交,0
411,700,担保品买入,200,18.55,部分成交,0
411,700,担保品买入,300,18.55,已成,0
