冻结金额,可用,参考市值,资产
0.0,15329725.75,204.0,15329935.35
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
2254,泰和新材,15,15,-151.1147,2470.72,204.0,13.6
