冻结金额,可用,参考市值,资产
15512906.76,18843487.94,207035870.15,225879358.09
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
28,国药一致,3900,3900,46.8404,10567.29,193245.0,49.55
39,中集集团,26300,26300,8.7222,-2686.57,226706.0,8.62
50,深天马Ａ,24500,24500,16.7582,26749.64,437325.0,17.85
59,华锦股份,25483,25483,9.0359,-88322.12,141940.31,5.57
62,深圳华强,8000,8000,16.2495,6644.3,136640.0,17.08
156,华数传媒,15200,15200,11.9184,-9399.98,171760.0,11.3
301,东方盛虹,30200,30200,5.9204,1499.04,180294.0,5.97
553,安道麦A,11800,11800,9.3989,1428.92,112336.0,9.52
581,威孚高科,14400,14400,22.8985,-410.84,329328.0,22.87
600,建投能源,17400,17400,5.5363,-1501.32,94830.0,5.45
657,中钨高新,26,26,-5950.8127,154922.11,200.98,7.7299999999999995
665,湖北广电,7400,7400,7.7678,-17003.5,40478.0,5.47
681,视觉中国,9200,9200,20.5675,-29968.94,159252.0,17.31
683,远兴能源,542100,542100,2.1724,25793.22,1203462.0,2.22
729,燕京啤酒,37100,37100,7.6756,4245.9,289009.0,7.79
739,普洛药业,18100,18100,24.3592,28431.52,469333.0,25.93
785,居然之家,4000,4000,8.9572,3491.19,39320.0,9.83
813,德展健康,0,22600,6.8638,-2798.47,152324.0,6.74
869,张裕Ａ,3600,3600,33.8842,-1095.17,120888.0,33.58
921,海信家电,172800,172800,11.5502,91548.92,2087424.0,12.08
923,河钢资源,38700,38700,15.0249,4840.54,586305.0,15.15
960,锡业股份,24100,24100,10.3155,4687.33,253291.0,10.51
970,中科三环,22700,22700,10.4419,2227.59,239258.0,10.54
990,诚志股份,6100,6100,15.6017,11030.41,106201.0,17.41
999,华润三九,9900,9900,30.8919,-216.88,305613.0,30.87
2010,传化智联,52500,52500,6.0683,-11985.57,306600.0,5.84
2013,中航机电,45900,45900,10.6046,-2504.4,484245.0,10.55
2019,亿帆医药,0,19000,30.4776,46215.0,625290.0,32.91
2028,思源电气,0,14700,28.4432,-3133.42,414981.0,28.23
2038,双鹭药业,15700,15700,13.6957,4149.16,219172.0,13.96
2042,华孚时尚,92800,92800,5.9001,-17645.1,529888.0,5.71
2056,横店东磁,21000,21000,13.0672,-16111.72,258300.0,12.3
2081,金螳螂,41856,41856,9.1853,13170.66,397632.0,9.5
2091,江苏国泰,126700,126700,6.8335,5896.01,871696.0,6.88
2127,南极电商,190100,190100,20.9075,-296079.05,3678435.0,19.35
2138,顺络电子,13000,13000,27.0114,-148.71,351000.0,27.0
2203,海亮股份,14900,15100,8.9512,1794.34,136957.0,9.07
2212,南洋股份,181900,181900,27.8793,-738395.36,4332858.0,23.82
2217,合力泰,44100,44100,15.1166,-432911.46,233730.0,5.3
2244,滨江集团,31700,31700,5.2519,-17495.13,148990.0,4.7
2250,联化科技,17000,19100,25.2708,16411.29,499083.0,26.13
2268,卫士通,14100,14100,24.6074,-18857.6,328107.0,23.27
2281,光迅科技,9800,9800,32.8288,4225.91,325948.0,33.26
2293,罗莱生活,12410,12410,6.3933,56176.87,135517.2,10.920000000000002
2301,齐心集团,177900,177900,16.3289,83805.64,2988720.0,16.8
2302,西部建设,12800,12800,10.5933,4181.24,139776.0,10.92
2312,三泰控股,50,50,-1189.7866,59790.83,301.5,6.03
2322,理工环科,28,28,-3043.3171,85662.56,449.68,16.06
2327,富安娜,14800,14800,7.3831,3210.25,112480.0,7.6
2340,格林美,95700,95700,5.4238,12075.4,531135.0,5.55
2353,杰瑞股份,11800,11800,31.7475,-6696.05,367924.0,31.18
2373,千方科技,18500,18500,24.1639,-1182.61,445850.0,24.1
2381,双箭股份,145900,145900,9.5932,40392.12,1440033.0,9.87
2390,信邦制药,30100,30100,5.1143,-1934.26,152005.0,5.05
2392,北京利尔,191000,191000,4.7982,6076.89,922530.0,4.83
2396,星网锐捷,9200,9200,37.2571,-40177.48,302588.0,32.89
2399,海普瑞,9500,9500,26.532,-11133.88,240920.0,25.36
2406,远东传动,75200,75200,6.8053,32686.61,544448.0,7.24
