冻结金额,可用,参考市值,资产
4315638.64,986043.85,9320139.31,10306392.84
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
12,南玻Ａ,0,100,5.1449,27.51,542.0,5.42
14,沙河股份,0,300,13.2124,-411.72,3552.0,11.84
16,深康佳Ａ,5700,5700,7.7353,-2538.12,41553.0,7.29
26,飞亚达,0,300,12.9504,-240.12,3645.0,12.15
27,深圳能源,0,300,5.51,0.0,1653.0,5.51
32,深桑达Ａ,100,100,25.5909,-209.09,2350.0,23.5
34,神州数码,0,100,26.4995,-357.95,2292.0,22.92
45,深纺织Ａ,0,200,8.3951,6.98,1686.0,8.43
46,泛海控股,300,600,3.9761,140.32,2526.0,4.21
60,中金岭南,600,600,4.6377,-64.64,2718.0,4.53
63,中兴通讯,700,700,45.1535,-3376.48,28231.0,40.33
66,中国长城,2300,2300,16.3363,-2774.45,34799.0,15.13
69,华侨城Ａ,1400,1400,7.9887,-824.24,10360.0,7.4
70,特发信息,0,200,11.5217,-208.33,2096.0,10.48
78,海王生物,12400,12400,4.5975,-2821.4,54188.0,4.37
90,天健集团,700,800,8.4215,-153.18,6584.0,8.23
100,TCL科技,0,14700,6.7149,-1395.41,97314.0,6.62
153,丰原药业,0,100,10.2239,-128.39,894.0,8.94
155,川能动力,13300,13300,5.5148,-4452.45,68894.0,5.18
157,中联重科,0,600,8.0389,66.68,4890.0,8.15
166,申万宏源,5300,10600,6.0834,-5547.54,58936.0,5.56
417,合肥百货,300,3000,6.9801,-720.35,20220.0,6.74
425,徐工机械,300,300,6.4842,-1.27,1944.0,6.48
498,山东路桥,0,200,5.5469,28.62,1138.0,5.69
516,国际医学,0,1400,5.9386,-404.07,7910.0,5.65
529,广弘控股,200,200,8.6017,-104.34,1616.0,8.08
531,穗恒运Ａ,300,300,10.3254,-118.62,2979.0,9.93
547,航天发展,0,1200,18.144,-1432.75,20340.0,16.95
576,广东甘化,0,600,10.5556,-453.37,5880.0,9.8
584,哈工智能,3400,3400,6.2002,-1054.62,20026.0,5.89
597,东北制药,0,100,5.43,0.0,543.0,5.43
603,盛达资源,0,200,13.5909,-66.18,2652.0,13.26
607,华媒控股,1300,1300,4.9191,-674.8,5720.0,4.4
615,京汉股份,2600,2600,4.6171,-1136.58,10868.0,4.18
626,远大控股,0,100,7.8292,-77.92,705.0,7.05
627,天茂集团,0,100,5.8359,-23.59,560.0,5.6
650,仁和药业,0,3400,7.5875,-3221.6,22576.0,6.64
656,金科股份,2600,2600,9.3048,-1234.49,22958.0,8.83
681,视觉中国,800,800,19.4815,-1049.19,14536.0,18.17
686,东北证券,1100,1100,11.2083,-856.1,11473.0,10.43
690,宝新能源,0,300,6.4449,-55.47,1878.0,6.26
700,模塑科技,6400,6400,8.6964,-5225.01,50432.0,7.88
717,韶钢松山,600,600,4.9668,-334.07,2646.0,4.41
720,新能泰山,400,400,4.648,172.79,2032.0,5.08
723,美锦能源,300,300,7.2918,-261.53,1926.0,6.42
725,京东方Ａ,700,700,7.1505,-1764.33,3241.0,4.63
732,泰禾集团,0,1100,5.2156,4.84,5742.0,5.22
736,中交地产,0,400,8.1252,-258.08,2992.0,7.48
738,航发控制,0,400,15.9109,663.66,7028.0,17.57
750,国海证券,0,2400,5.4147,-371.38,12624.0,5.26
756,新华制药,0,2800,10.4515,1591.67,30856.0,11.02
758,中色股份,1600,1600,5.828,-1020.78,8304.0,5.19
766,通化金马,600,600,5.4838,-302.25,2988.0,4.98
768,中航飞机,0,700,23.0603,13.79,16156.0,23.08
783,长江证券,2300,4600,8.6346,-2137.31,37582.0,8.17
793,华闻集团,23700,23700,4.3171,-14625.98,87690.0,3.7
795,英洛华,1400,1400,6.4848,-440.69,8638.0,6.17
796,凯撒旅业,0,1100,17.9884,-625.23,19162.0,17.42
797,中国武夷,1200,1200,4.4969,-752.29,4644.0,3.87
799,酒鬼酒,0,2000,64.7317,6276.64,135740.0,67.87
807,云铝股份,0,10700,7.3792,-14757.04,64200.0,6.0
818,航锦科技,100,100,31.5089,-847.89,2303.0,23.03
