证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
2079,701,担保品卖出,48,14.1,已成,0
2551,701,担保品卖出,6900,9.88,已成,0
300319,701,担保品卖出,1500,13.88,部分成交,0
300319,701,担保品卖出,5000,13.88,部分成交,0
300319,701,担保品卖出,3600,13.88,已成,0
603,701,担保品卖出,400,14.27,已成,0
300026,701,担保品卖出,400,5.98,部分成交,0
300026,701,担保品卖出,2100,5.98,部分成交,0
300026,701,担保品卖出,600,5.98,已成,0
300573,701,担保品卖出,400,157.49,已成,0
300242,701,担保品卖出,3700,7.35,部分成交,0
300242,701,担保品卖出,8600,7.35,已成,0
600138,701,担保品卖出,13400,11.16,已成,0
600827,701,担保品卖出,500,27.53,部分成交,0
600827,701,担保品卖出,100,27.5,部分成交,0
600827,701,担保品卖出,200,27.5,部分成交,0
600827,701,担保品卖出,100,27.5,部分成交,0
600827,701,担保品卖出,100,27.5,部分成交,0
600827,701,担保品卖出,400,27.5,部分成交,0
600827,701,担保品卖出,100,27.5,部分成交,0
600827,701,担保品卖出,100,27.5,部分成交,0
600827,701,担保品卖出,300,27.47,部分成交,0
600827,701,担保品卖出,100,27.46,部分成交,0
600827,701,担保品卖出,100,27.45,部分成交,0
600827,701,担保品卖出,200,27.45,部分成交,0
600827,701,担保品卖出,5400,27.44,部分成交,0
600827,701,担保品卖出,300,27.43,部分成交,0
300021,701,担保品卖出,1400,5.24,部分成交,0
300021,701,担保品卖出,2400,5.24,部分成交,0
300021,701,担保品卖出,200,5.24,部分成交,0
300021,701,担保品卖出,500,5.24,部分成交,0
300021,701,担保品卖出,300,5.24,部分成交,0
300021,701,担保品卖出,2700,5.24,部分成交,0
300021,701,担保品卖出,300,5.24,部分成交,0
300021,701,担保品卖出,400,5.24,部分成交,0
300021,701,担保品卖出,1800,5.24,部分成交,0
300021,701,担保品卖出,400,5.24,已成,0
600606,701,担保品卖出,5800,8.95,部分成交,0
300151,701,担保品卖出,800,17.76,部分成交,0
300151,701,担保品卖出,100,17.75,已成,0
600827,701,担保品卖出,100,27.43,部分成交,0
700,701,担保品卖出,1300,9.21,部分成交,0
600827,701,担保品卖出,300,27.43,部分成交,0
600827,701,担保品卖出,500,27.43,部分成交,0
600827,701,担保品卖出,200,27.43,部分成交,0
600827,701,担保品卖出,1300,27.43,部分成交,0
600827,701,担保品卖出,600,27.43,已成,0
300702,701,担保品卖出,100,115.0,已成,0
600606,701,担保品卖出,9000,8.95,部分成交,0
600606,701,担保品卖出,6000,8.95,已成,0
2239,701,担保品卖出,600,6.32,部分成交,0
2239,701,担保品卖出,10000,6.32,部分成交,0
2239,701,担保品卖出,20900,6.32,部分成交,0
2239,701,担保品卖出,200,6.32,部分成交,0
2239,701,担保品卖出,100,6.32,部分成交,0
300065,700,担保品买入,1000,12.93,部分成交,0
813,700,担保品买入,6200,6.61,部分成交,0
813,700,担保品买入,1300,6.61,部分成交,0
2239,701,担保品卖出,1400,6.32,部分成交,0
300065,700,担保品买入,900,12.93,已成,0
813,700,担保品买入,2600,6.61,已成,0
2239,701,担保品卖出,1600,6.31,部分成交,0
2239,701,担保品卖出,200,6.31,部分成交,0
2239,701,担保品卖出,400,6.31,部分成交,0
2239,701,担保品卖出,800,6.31,部分成交,0
2239,701,担保品卖出,1000,6.31,部分成交,0
2239,701,担保品卖出,1600,6.31,部分成交,0
2239,701,担保品卖出,3600,6.31,部分成交,0
2239,701,担保品卖出,8800,6.31,已成,0
603661,701,担保品卖出,200,53.39,已成,0
2467,700,担保品买入,6610,8.55,部分成交,0
603566,701,担保品卖出,200,28.29,部分成交,0
2467,700,担保品买入,390,8.55,已成,0
2413,700,担保品买入,10500,8.82,已成,0
601999,701,担保品卖出,2000,7.77,部分成交,0
601999,701,担保品卖出,400,7.77,已成,0
608,700,担保品买入,5300,5.03,已成,0
525,700,担保品买入,7500,8.65,部分成交,0
525,700,担保品买入,5900,8.65,已成,0
600800,700,担保品买入,1500,5.08,已成,0
2587,700,担保品买入,800,6.32,部分成交,0
2587,700,担保品买入,300,6.32,部分成交,0
2587,700,担保品买入,1800,6.32,部分成交,0
2587,700,担保品买入,300,6.32,已成,0
2625,700,担保品买入,3800,8.47,部分成交,0
710,701,担保品卖出,100,59.06,已成,0
2625,700,担保品买入,700,8.47,部分成交,0
21,700,担保品买入,1900,27.37,已成,0
300184,700,担保品买入,300,7.16,部分成交,0
300184,700,担保品买入,1000,7.16,部分成交,0
300184,700,担保品买入,14900,7.16,已成,0
300401,700,担保品买入,400,16.32,已成,0
700,701,担保品卖出,2000,9.21,部分成交,0
603566,701,担保品卖出,300,28.29,已成,0
700,701,担保品卖出,400,9.21,部分成交,0
600239,700,担保品买入,12450,5.16,部分成交,0
600239,700,担保品买入,500,5.16,部分成交,0
600239,700,担保品买入,1250,5.18,部分成交,0
600239,700,担保品买入,3000,5.18,部分成交,0
600239,700,担保品买入,1000,5.18,部分成交,0
600239,700,担保品买入,3000,5.18,部分成交,0
600239,700,担保品买入,300,5.18,部分成交,0
600239,700,担保品买入,3000,5.18,部分成交,0
600239,700,担保品买入,500,5.18,部分成交,0
600239,700,担保品买入,1000,5.18,部分成交,0
600239,700,担保品买入,2100,5.18,部分成交,0
600239,700,担保品买入,7700,5.18,部分成交,0
600239,700,担保品买入,700,5.18,部分成交,0
700,701,担保品卖出,400,9.21,部分成交,0
600239,700,担保品买入,4800,5.18,部分成交,0
600239,700,担保品买入,1000,5.18,部分成交,0
700,701,担保品卖出,2000,9.21,已成,0
2625,700,担保品买入,2100,8.47,已成,0
600239,700,担保品买入,2100,5.18,部分成交,0
600239,700,担保品买入,1300,5.18,部分成交,0
2249,700,担保品买入,1200,4.16,部分成交,0
2517,700,担保品买入,400,4.74,部分成交,0
2517,700,担保品买入,10000,4.74,部分成交,0
600239,700,担保品买入,2500,5.18,部分成交,0
600239,700,担保品买入,400,5.18,部分成交,0
600239,700,担保品买入,700,5.18,部分成交,0
600880,700,担保品买入,9900,5.37,已成,0
2517,700,担保品买入,6000,4.74,已成,0
600239,700,担保品买入,2000,5.18,部分成交,0
600239,700,担保品买入,100,5.18,部分成交,0
600239,700,担保品买入,6000,5.18,部分成交,0
600239,700,担保品买入,500,5.18,部分成交,0
2249,700,担保品买入,15600,4.16,已成,0
600239,700,担保品买入,800,5.18,部分成交,0
710,701,担保品卖出,100,59.11,已成,0
300702,701,担保品卖出,100,115.0,已成,0
300319,701,担保品卖出,1100,13.87,已成,0
600606,701,担保品卖出,100,8.97,部分成交,0
600606,701,担保品卖出,17300,8.97,已成,0
700,701,担保品卖出,1600,9.2,部分成交,0
700,701,担保品卖出,1600,9.2,部分成交,0
700,701,担保品卖出,3000,9.2,部分成交,0
700,701,担保品卖出,100,9.2,部分成交,0
600138,701,担保品卖出,4200,11.15,已成,0
21,700,担保品买入,100,27.38,部分成交,0
21,700,担保品买入,1500,27.38,已成,0
603566,701,担保品卖出,300,28.3,部分成交,0
600068,701,担保品卖出,24900,7.21,已成,0
603566,701,担保品卖出,200,28.3,已成,0
2413,700,担保品买入,18300,8.79,已成,0
300184,700,担保品买入,9100,7.16,部分成交,0
300184,700,担保品买入,1000,7.16,已成,0
2249,700,担保品买入,16800,4.16,已成,0
2587,700,担保品买入,400,6.32,部分成交,0
2587,700,担保品买入,100,6.32,已成,0
700,701,担保品卖出,2000,9.2,已成,0
600239,700,担保品买入,12800,5.19,已成,0
600827,701,担保品卖出,1100,27.57,已成,0
300151,701,担保品卖出,900,17.74,已成,0
2517,700,担保品买入,16800,4.74,已成,0
300182,700,担保品买入,9300,4.82,已成,0
2239,701,担保品卖出,1900,6.31,部分成交,0
2239,701,担保品卖出,1800,6.31,部分成交,0
2239,701,担保品卖出,700,6.31,部分成交,0
2239,701,担保品卖出,2600,6.31,部分成交,0
2239,701,担保品卖出,1000,6.31,部分成交,0
2239,701,担保品卖出,600,6.31,部分成交,0
2239,701,担保品卖出,300,6.31,部分成交,0
2239,701,担保品卖出,1000,6.31,部分成交,0
2239,701,担保品卖出,500,6.31,部分成交,0
2239,701,担保品卖出,1000,6.31,部分成交,0
2239,701,担保品卖出,2700,6.31,已成,0
300151,701,担保品卖出,200,17.73,部分成交,0
300151,701,担保品卖出,100,17.72,部分成交,0
300151,701,担保品卖出,200,17.72,部分成交,0
300151,701,担保品卖出,300,17.72,已成,0
300702,701,担保品卖出,100,115.0,已成,0
710,701,担保品卖出,100,59.13,已成,0
603661,701,担保品卖出,100,53.42,已成,0
300065,700,担保品买入,5200,12.95,已成,0
21,700,担保品买入,200,27.34,已成,0
2625,700,担保品买入,3500,8.49,已成,0
600827,701,担保品卖出,500,27.58,部分成交,0
600827,701,担保品卖出,200,27.58,已成,0
300184,700,担保品买入,1300,7.16,已成,0
600138,701,担保品卖出,2400,11.15,已成,0
603566,701,担保品卖出,500,28.3,已成,0
600800,700,担保品买入,100,5.08,已成,0
600606,701,担保品卖出,3500,8.98,已成,0
600880,700,担保品买入,9900,5.36,已成,0
700,701,担保品卖出,6200,9.2,已成,0
2517,700,担保品买入,3400,4.74,部分成交,0
2517,700,担保品买入,5000,4.74,部分成交,0
2517,700,担保品买入,100,4.74,部分成交,0
2517,700,担保品买入,3500,4.74,部分成交,0
2517,700,担保品买入,1000,4.74,部分成交,0
2517,700,担保品买入,3800,4.74,已成,0
710,701,担保品卖出,100,59.11,已成,0
300702,701,担保品卖出,100,115.03,已成,0
2625,700,担保品买入,300,8.49,已成,0
600068,701,担保品卖出,200,7.2,部分成交,0
600068,701,担保品卖出,2800,7.2,部分成交,0
600068,701,担保品卖出,300,7.2,部分成交,0
600068,701,担保品卖出,1500,7.2,部分成交,0
600068,701,担保品卖出,4900,7.2,已成,0
600880,700,担保品买入,11700,5.36,已成,0
603566,701,担保品卖出,200,28.29,部分成交,0
603566,701,担保品卖出,100,28.29,部分成交,0
603566,701,担保品卖出,100,28.29,部分成交,0
603566,701,担保品卖出,100,28.29,已成,0
601919,700,担保品买入,4400,4.26,部分成交,0
710,701,担保品卖出,100,59.1,已成,0
300702,701,担保品卖出,100,114.92,已成,0
700,701,担保品卖出,300,9.19,部分成交,0
700,701,担保品卖出,200,9.19,已成,0
69,700,担保品买入,200,8.26,部分成交,0
69,700,担保品买入,2400,8.26,部分成交,0
69,700,担保品买入,3500,8.26,部分成交,0
69,700,担保品买入,2700,8.26,部分成交,0
600138,701,担保品卖出,1800,11.16,已成,0
600068,701,担保品卖出,3000,7.21,部分成交,0
813,700,担保品买入,200,6.61,已成,0
300065,700,担保品买入,5100,12.98,已成,0
603566,701,担保品卖出,200,28.29,部分成交,0
603566,701,担保品卖出,300,28.28,已成,0
603661,701,担保品卖出,100,53.49,已成,0
600827,701,担保品卖出,1000,27.67,部分成交,0
600827,701,担保品卖出,4500,27.67,部分成交,0
600827,701,担保品卖出,100,27.67,部分成交,0
600827,701,担保品卖出,400,27.66,部分成交,0
600827,701,担保品卖出,300,27.6,部分成交,0
600827,701,担保品卖出,1000,27.6,部分成交,0
600827,701,担保品卖出,200,27.6,部分成交,0
2587,700,担保品买入,1400,6.32,已成,0
600827,701,担保品卖出,700,27.6,已成,0
69,700,担保品买入,600,8.26,已成,0
600880,700,担保品买入,8900,5.35,已成,0
600800,700,担保品买入,100,5.08,已成,0
600068,701,担保品卖出,100,7.21,部分成交,0
600068,701,担保品卖出,10800,7.21,已成,0
601919,700,担保品买入,2400,4.26,部分成交,0
2517,700,担保品买入,4500,4.74,部分成交,0
2517,700,担保品买入,400,4.74,部分成交,0
2517,700,担保品买入,1000,4.74,部分成交,0
300151,701,担保品卖出,200,17.75,部分成交,0
2517,700,担保品买入,400,4.74,部分成交,0
2517,700,担保品买入,2200,4.74,已成,0
601919,700,担保品买入,100,4.26,部分成交,0
601919,700,担保品买入,5000,4.26,部分成交,0
601919,700,担保品买入,3400,4.26,已成,0
710,701,担保品卖出,100,59.14,已成,0
300702,701,担保品卖出,100,114.91,已成,0
