冻结金额,可用,参考市值,资产
,534568.67,,12913792.75
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
16,深康佳Ａ,19700,19700,7.6897,14386.14,165874.0,8.42
21,深科技,0,3700,27.3774,2488.78,103785.0,28.05
46,泛海控股,17600,17600,4.8128,1006.29,85712.0,4.87
69,华侨城Ａ,0,40700,8.2371,-5172.99,330077.0,8.11
78,海王生物,6900,6900,4.4614,1508.57,32292.0,4.68
525,红太阳,0,13400,8.6515,4670.29,120600.0,9.0
608,阳光股份,0,5300,5.0309,313.47,26977.0,5.09
652,泰达股份,18000,18000,7.0002,11516.1,137520.0,7.64
793,华闻集团,81900,81900,4.0806,27795.88,361998.0,4.42
813,德展健康,0,56100,6.6157,2484.9,373626.0,6.66
886,海南高速,6300,56300,5.8131,8267.88,335548.0,5.96
2002,鸿达兴业,84600,84600,4.1206,17713.72,366318.0,4.33
2074,国轩高科,11700,11700,30.0543,8608.27,360243.0,30.79
2169,智光电气,3600,3600,11.0317,66.04,39780.0,11.05
2249,大洋电机,0,60000,4.1623,-7938.44,241800.0,4.03
2274,华昌化工,66500,66500,5.247,6182.66,355110.0,5.34
2317,众生药业,12500,12500,17.5001,-2250.81,216500.0,17.32
2355,兴民智通,2800,2800,5.8309,641.55,16968.0,6.06
2366,台海核电,68600,68600,4.756,37319.06,363580.0,5.3
2413,雷科防务,12800,41600,8.5867,18026.36,375232.0,9.02
2421,达实智能,0,33600,4.2967,2462.43,146832.0,4.37
2467,二六三,0,7000,8.5515,-2950.18,56910.0,8.13
2510,天汽模,51000,51000,4.4929,23309.63,252450.0,4.95
2517,恺英网络,0,78000,4.7433,-12737.86,357240.0,4.58
2522,浙江众成,2400,2400,6.9911,573.48,17352.0,7.23
2528,英飞拓,25100,25100,5.0371,7102.03,133532.0,5.32
2565,顺灏股份,27300,27300,5.5988,3583.07,156429.0,5.73
2581,未名医药,12400,12400,27.019,6459.82,341496.0,27.54
2587,奥拓电子,0,24700,6.321,-2740.53,153387.0,6.21
2625,光启技术,0,10400,8.4787,6357.01,94536.0,9.09
2666,德联集团,1700,1700,7.5717,218.06,13090.0,7.7
2717,岭南股份,0,30100,4.8308,3888.28,149296.0,4.96
300016,北陆药业,11500,11500,11.5574,11185.07,144095.0,12.53
300048,合康新能,2100,2100,4.0306,250.73,8715.0,4.15
300063,天龙集团,10900,10900,7.1808,754.26,79025.0,7.25
300065,海兰信,0,29400,13.062,6995.74,391020.0,13.3
300131,英唐智控,59300,59300,6.0476,51732.22,410356.0,6.92
300182,捷成股份,52100,61400,4.4583,17910.66,291650.0,4.75
300184,力源信息,0,27600,7.1612,-3621.61,194028.0,7.03
300194,福安药业,4100,4100,5.6086,1276.58,24272.0,5.92
300213,佳讯飞鸿,800,800,6.681,111.2,5456.0,6.82
300242,佳云科技,40900,40900,6.6575,42229.84,314521.0,7.69
300263,隆华科技,41300,41300,8.5249,32839.2,384916.0,9.32
300273,和佳医疗,35900,35900,8.0885,10105.1,300483.0,8.37
300277,海联讯,1200,1200,13.1203,-324.36,15420.0,12.85
300287,飞利信,75100,75100,4.6107,13466.07,359729.0,4.79
300300,汉鼎宇佑,12700,12700,6.4298,3558.75,85217.0,6.71
300352,北信源,40600,40600,7.7543,22154.78,336980.0,8.3
300367,东方网力,20300,20300,4.0806,-3666.42,79170.0,3.9
300401,花园生物,0,400,16.3228,58.89,6588.0,16.47
300767,震安科技,200,200,51.3922,5523.57,15802.0,79.01
511990,华宝添益,3,3,-81763.9333,245591.893,300.093,100.031
600105,永鼎股份,32400,32400,4.9708,1268.63,162324.0,5.01
600133,东湖高新,57200,57200,6.0666,768.03,347776.0,6.08
600203,福日电子,2700,2700,10.1217,1129.35,28458.0,10.54
600239,云南城投,0,71500,5.179,4358.06,374660.0,5.24
600248,XD延长化,7900,7900,4.2507,-5.74,33575.0,4.25
600478,科力远,14800,14800,4.8108,-2676.1,68524.0,4.63
600622,光大嘉宝,77000,77000,4.6427,-2520.79,354970.0,4.61
600707,彩虹股份,9200,9200,4.8908,-651.66,44344.0,4.82
600800,天津磁卡,0,34200,5.0752,-1544.47,172026.0,5.03
600880,博瑞传播,0,55800,5.3556,-4774.78,294066.0,5.27
600983,惠而浦,46000,46000,5.018,3772.38,234600.0,5.1
601777,力帆股份,56700,56700,4.7633,-12661.9,257418.0,4.54
601919,中远海控,0,15300,4.2607,-929.08,64260.0,4.2
603366,日出东方,19500,19500,5.9162,1049.38,116415.0,5.97
603661,恒林股份,3900,3900,51.8661,639.37,202917.0,52.03
603811,诚意药业,2900,2900,27.8692,1684.25,82505.0,28.45
