证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
555,701,担保品卖出,56,19.89,已成,0
2735,701,担保品卖出,100,42.38,已成,0
300536,701,担保品卖出,200,16.21,部分成交,0
300536,701,担保品卖出,100,16.21,部分成交,0
411,701,担保品卖出,200,18.43,部分成交,0
869,701,担保品卖出,100,41.45,已成,0
2235,701,担保品卖出,2600,10.66,部分成交,0
2235,701,担保品卖出,100,10.66,部分成交,0
2235,701,担保品卖出,100,10.66,部分成交,0
2235,701,担保品卖出,3100,10.66,已成,0
300536,701,担保品卖出,200,16.21,已成,0
600909,701,担保品卖出,400,8.91,部分成交,0
600909,701,担保品卖出,2600,8.91,部分成交,0
600909,701,担保品卖出,800,8.91,部分成交,0
600909,701,担保品卖出,1000,8.91,部分成交,0
600909,701,担保品卖出,100,8.91,部分成交,0
600909,701,担保品卖出,5200,8.91,部分成交,0
600315,701,担保品卖出,100,43.76,已成,0
600909,701,担保品卖出,300,8.91,部分成交,0
600909,701,担保品卖出,600,8.91,部分成交,0
600909,701,担保品卖出,1000,8.91,部分成交,0
600909,701,担保品卖出,1000,8.91,部分成交,0
600909,701,担保品卖出,600,8.91,部分成交,0
600909,701,担保品卖出,1000,8.91,部分成交,0
600909,701,担保品卖出,1100,8.91,部分成交,0
600909,701,担保品卖出,600,8.91,部分成交,0
600909,701,担保品卖出,1400,8.91,部分成交,0
600909,701,担保品卖出,300,8.91,部分成交,0
600909,701,担保品卖出,1400,8.91,部分成交,0
600909,701,担保品卖出,400,8.91,部分成交,0
600909,701,担保品卖出,400,8.91,已成,0
300122,701,担保品卖出,200,133.97,部分成交,0
600315,701,担保品卖出,100,43.7,已成,0
411,701,担保品卖出,100,18.38,部分成交,0
300671,701,担保品卖出,100,59.13,已成,0
2735,701,担保品卖出,100,42.28,已成,0
411,701,担保品卖出,100,18.35,已成,0
300536,701,担保品卖出,300,16.2,已成,0
300671,701,担保品卖出,100,59.13,已成,0
411,701,担保品卖出,100,18.34,已成,0
411,701,担保品卖出,400,18.32,部分成交,0
411,701,担保品卖出,200,18.32,已成,0
869,701,担保品卖出,100,41.41,已成,0
603535,700,担保品买入,100,40.64,已成,0
600315,701,担保品卖出,100,43.66,部分成交,0
600315,701,担保品卖出,100,43.66,部分成交,0
600315,701,担保品卖出,100,43.66,部分成交,0
600315,701,担保品卖出,200,43.65,部分成交,0
600315,701,担保品卖出,100,43.65,已成,0
603535,700,担保品买入,100,40.6,已成,0
600909,701,担保品卖出,2300,8.88,部分成交,0
300536,701,担保品卖出,1200,16.12,已成,0
600315,701,担保品卖出,400,43.67,已成,0
600909,701,担保品卖出,8700,8.87,已成,0
600909,701,担保品卖出,100,8.88,部分成交,0
600909,701,担保品卖出,1100,8.88,部分成交,0
600909,701,担保品卖出,9000,8.88,已成,0
300512,701,担保品卖出,400,19.85,已成,0
2430,701,担保品卖出,100,22.21,部分成交,0
2430,701,担保品卖出,200,22.21,部分成交,0
2430,701,担保品卖出,700,22.21,部分成交,0
2430,701,担保品卖出,100,22.21,部分成交,0
2430,701,担保品卖出,100,22.21,部分成交,0
2430,701,担保品卖出,200,22.21,已成,0
2735,701,担保品卖出,100,42.34,已成,0
300536,701,担保品卖出,100,16.13,部分成交,0
300536,701,担保品卖出,100,16.13,部分成交,0
300536,701,担保品卖出,100,16.13,部分成交,0
300536,701,担保品卖出,100,16.13,部分成交,0
300536,701,担保品卖出,100,16.13,部分成交,0
600480,701,担保品卖出,1400,10.0,已成,0
300536,701,担保品卖出,700,16.13,已成,0
300536,701,担保品卖出,100,16.13,已成,0
300536,701,担保品卖出,100,16.13,已成,0
600480,701,担保品卖出,500,10.0,部分成交,0
600480,701,担保品卖出,1200,10.0,已成,0
600480,701,担保品卖出,1900,10.0,已成,0
600363,701,担保品卖出,2100,22.92,部分成交,0
600363,701,担保品卖出,100,22.92,部分成交,0
600363,701,担保品卖出,1000,22.92,已成,0
600480,701,担保品卖出,400,10.0,已成,0
869,701,担保品卖出,100,41.5,已成,0
411,701,担保品卖出,400,18.33,已成,0
300671,701,担保品卖出,100,59.19,已成,0
300671,701,担保品卖出,100,59.19,已成,0
411,701,担保品卖出,300,18.33,已成,0
869,701,担保品卖出,100,41.52,已成,0
603535,700,担保品买入,100,40.94,部分成交,0
603535,700,担保品买入,200,40.94,已成,0
300536,701,担保品卖出,300,16.15,已成,0
300536,701,担保品卖出,300,16.15,已成,0
300536,701,担保品卖出,300,16.15,已成,0
300671,701,担保品卖出,100,59.19,已成,0
869,701,担保品卖出,100,41.49,已成,0
300536,701,担保品卖出,400,16.15,已成,0
2235,701,担保品卖出,300,10.67,已成,0
869,701,担保品卖出,300,41.43,已成,0
2235,701,担保品卖出,200,10.66,部分成交,0
2235,701,担保品卖出,300,10.66,已成,0
603535,700,担保品买入,200,41.0,已成,0
2235,701,担保品卖出,500,10.65,已成,0
600315,701,担保品卖出,100,43.75,部分成交,0
600315,701,担保品卖出,100,43.75,已成,0
300512,701,担保品卖出,100,19.79,已成,0
300122,701,担保品卖出,100,133.05,已成,0
600363,701,担保品卖出,100,22.93,部分成交,0
600363,701,担保品卖出,100,22.93,部分成交,0
600363,701,担保品卖出,100,22.93,已成,0
600363,701,担保品卖出,100,22.93,已成,0
2235,701,担保品卖出,300,10.65,已成,0
300536,701,担保品卖出,1200,16.1,已成,0
300536,701,担保品卖出,100,16.1,部分成交,0
2235,701,担保品卖出,100,10.66,已成,0
300122,701,担保品卖出,100,133.01,已成,0
300536,701,担保品卖出,500,16.1,部分成交,0
300536,701,担保品卖出,500,16.1,部分成交,0
300536,701,担保品卖出,100,16.1,已成,0
300536,701,担保品卖出,400,16.1,部分成交,0
300536,701,担保品卖出,500,16.1,已成,0
300536,701,担保品卖出,800,16.1,已成,0
2430,701,担保品卖出,100,22.18,部分成交,0
2430,701,担保品卖出,100,22.18,部分成交,0
2430,701,担保品卖出,500,22.18,部分成交,0
300536,701,担保品卖出,600,16.1,部分成交,0
300536,701,担保品卖出,700,16.1,已成,0
2430,701,担保品卖出,500,22.18,已成,0
2430,701,担保品卖出,700,22.18,部分成交,0
300536,701,担保品卖出,100,16.1,部分成交,0
2430,701,担保品卖出,1200,22.18,已成,0
2430,701,担保品卖出,200,22.18,已成,0
2430,701,担保品卖出,2400,22.18,已成,0
300536,701,担保品卖出,400,16.1,已成,0
300536,701,担保品卖出,100,16.1,已成,0
300536,701,担保品卖出,500,16.1,已成,0
