冻结金额,可用,参考市值,资产
883497.35,2362068.99,34555533.34,36917602.33
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
59,华锦股份,5600,5600,5.1138,-1141.29,27496.0,4.91
403,双林生物,23332,23332,40.206,141486.4,1079571.64,46.269999999999996
683,远兴能源,27500,27500,2.0303,-4133.37,51700.0,1.88
938,紫光股份,14800,14800,48.5742,-72286.8,646612.0,43.69
2053,云南能投,7200,7200,7.7035,-673.36,54792.0,7.61
2127,南极电商,13800,13800,21.9239,-23513.37,279036.0,20.22
2212,南洋股份,27200,27200,26.1326,-59637.6,651168.0,23.94
2301,齐心集团,0,5000,15.478,3009.77,80400.0,16.08
2312,三泰控股,44700,44700,5.0477,16641.16,242274.0,5.42
2322,理工环科,7800,7800,13.765,2300.88,109668.0,14.06
2327,富安娜,6800,6800,7.5639,-1318.7,50116.0,7.37
2376,新北洋,45200,45200,11.2489,-39725.02,468724.0,10.37
2381,双箭股份,29200,29200,9.6313,1712.82,282948.0,9.69
2484,江海股份,48700,48700,9.8056,-5141.6,472390.0,9.7
2534,杭锅股份,56400,56400,7.5493,63205.55,488988.0,8.67
2540,亚太科技,9600,9600,4.6806,3546.27,48480.0,5.05
2749,国光股份,38600,38600,12.6554,58848.76,547348.0,14.18
2777,久远银海,8100,8100,28.6102,-6076.76,225666.0,27.86
2861,瀛通通讯,4500,4500,27.6175,-2103.66,122175.0,27.15
2880,卫光生物,3500,3500,44.7364,82052.52,238630.0,68.18
2901,大博医疗,400,400,100.9776,2168.95,42560.0,106.4
2912,中新赛克,7600,7600,83.4083,-1887.06,632016.0,83.16
2916,深南电路,4412,4412,149.9583,16640.74,678256.76,153.73
2938,鹏鼎控股,14600,14600,44.5786,61194.4,712042.0,48.77
300036,超图软件,12500,12500,24.0123,2096.01,302250.0,24.18
300037,新宙邦,11500,11500,55.603,11925.09,651360.0,56.64
300078,思创医惠,1200,1200,84.8908,-86244.98,15624.0,13.02
300079,数码科技,79900,79900,5.5612,-33656.9,410686.0,5.14
300212,易华录,13000,13000,52.5847,-20601.54,663000.0,51.0
300232,洲明科技,98900,98900,9.4033,-99227.27,830760.0,8.4
300255,常山药业,143000,143000,6.701,-68782.3,889460.0,6.22
300271,华宇软件,5100,5100,26.2796,-763.09,133263.0,26.13
300285,国瓷材料,19200,19200,34.5821,33367.39,697344.0,36.32
300308,中际旭创,12000,12000,56.9149,25021.56,708000.0,59.0
300316,晶盛机电,26900,26900,24.0881,27218.82,675190.0,25.1
300406,九强生物,15900,15900,21.6738,-20252.73,324360.0,20.4
300475,聚隆科技,7900,7900,9.3523,-6180.08,67703.0,8.57
300476,胜宏科技,36500,36500,26.0078,-122923.88,826360.0,22.64
300482,万孚生物,7000,7000,96.6699,6580.52,683270.0,97.61
300558,贝达药业,4900,4900,136.1735,10762.92,678013.0,138.37
300580,贝斯特,200,200,-1.338,4705.59,4438.0,22.19
300590,移为通信,900,900,39.3218,-8362.61,27027.0,30.03
300613,富瀚微,3500,3500,103.4127,22005.72,383950.0,109.7
300617,安靠智电,3800,3800,38.8187,3120.88,150632.0,39.64
300628,亿联网络,8600,8600,64.2454,4855.14,557366.0,64.81
300630,普利制药,13300,13300,45.6339,213.62,607145.0,45.65
300632,光莆股份,10400,10400,15.7739,5679.4,169728.0,16.32
300687,赛意信息,10900,10900,24.9157,-42898.73,228682.0,20.98
300724,捷佳伟创,7400,7400,91.7969,22075.11,701372.0,94.78
300769,德方纳米,3800,6200,95.175,26318.7,616404.0,99.42
300771,智莱科技,6500,6500,40.6785,-15005.25,249405.0,38.37
511990,华宝添益,4,4,-27303.1125,109612.40199999999,399.952,99.988
600556,天下秀,800,800,17.3692,1288.64,15184.0,18.98
600570,恒生电子,6000,6000,106.0862,19582.84,656100.0,109.35
600602,云赛智联,53100,53100,7.5768,-889.98,401436.0,7.56
600637,东方明珠,88700,88700,10.7704,-67449.61,887887.0,10.01
600805,悦达投资,30400,30400,4.5199,-4556.37,132848.0,4.37
600820,隧道股份,35400,35400,6.2882,-10556.85,212046.0,5.99
600885,宏发股份,14419,14419,37.1973,7680.69,544028.87,37.73
600933,爱柯迪,8900,8900,13.0798,-1065.8,115344.0,12.96
600996,贵广网络,42100,42100,7.8027,-17797.5,310698.0,7.38
601138,工业富联,40300,40300,16.1031,-64203.3,584753.0,14.51
601231,环旭电子,27400,27400,24.1994,-71497.71,591566.0,21.59
601828,美凯龙,32600,32600,10.608,-22755.77,323066.0,9.91
603077,和邦生物,331900,331900,1.5097,-52993.43,448065.0,1.35
603127,昭衍新药,400,400,-205.7926,122045.05,39728.0,99.32
603160,汇顶科技,2200,2200,220.6613,-20352.82,465102.0,211.41
603228,景旺电子,17880,17880,33.7217,25895.3,628839.6,35.17
603236,移远通信,2300,2300,200.1249,448.75,460736.0,200.32
603238,诺邦股份,2200,6300,40.7477,14126.25,270837.0,42.99
603260,合盛硅业,13000,13000,29.7107,14031.31,400270.0,30.79
603315,福鞍股份,5400,5400,12.7544,-3317.73,65556.0,12.14
603337,杰克股份,5800,5800,19.2919,5324.93,117218.0,20.21
603365,水星家纺,3500,3500,15.6641,1105.72,55930.0,15.98
603387,基蛋生物,4700,4700,41.0061,-28.76,192700.0,41.0
603486,科沃斯,18291,18291,29.0756,30077.8,561899.52,30.720000000000002
603501,韦尔股份,3300,3300,209.7727,-8588.89,683661.0,207.17
603508,思维列控,6500,6500,36.5442,-15562.35,221975.0,34.15
603516,淳中科技,4100,4100,39.2692,-10533.56,150470.0,36.7
603556,海兴电力,23500,23500,15.3704,-15755.41,345450.0,14.7
603566,普莱柯,15500,15500,25.2599,26196.46,417725.0,26.95
603659,璞泰来,6500,6500,106.2571,-19156.36,671515.0,103.31
603699,纽威股份,36500,36500,16.0042,40362.42,624515.0,17.11
603707,健友股份,910,910,47.3312,-1211.35,41860.0,46.0
603730,岱美股份,300,300,33.4457,-28.7,10005.0,33.35
603788,宁波高发,6700,6700,18.2253,-4189.77,117920.0,17.6
603823,百合花,5900,5900,17.649,4254.18,108383.0,18.37
603826,坤彩科技,22400,23300,29.6544,-7091.51,683855.0,29.35
603876,鼎胜新材,20200,20200,16.8093,-188.02,339360.0,16.8
603881,数据港,4300,4300,92.9578,19617.33,419336.0,97.52
603920,世运电路,15600,15600,24.3094,-11534.51,367692.0,23.57
603983,丸美股份,0,5100,74.4314,4123.99,383724.0,75.24
