证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
2821,101,证券卖出,100,240.21,已成,0
2340,101,证券卖出,9900,5.39,已成,0
300255,101,证券卖出,800,6.64,部分成交,0
300255,101,证券卖出,3900,6.64,已成,0
600486,101,证券卖出,100,86.29,已成,0
2791,101,证券卖出,100,102.51,已成,0
600637,101,证券卖出,2300,10.75,部分成交,0
600637,101,证券卖出,200,10.75,部分成交,0
600637,101,证券卖出,100,10.75,部分成交,0
600637,101,证券卖出,1000,10.75,部分成交,0
600637,101,证券卖出,500,10.75,部分成交,0
600637,101,证券卖出,1000,10.75,部分成交,0
600637,101,证券卖出,2500,10.75,已成,0
425,101,证券卖出,3500,6.39,已成,0
671,101,证券卖出,1100,7.42,已成,0
300476,101,证券卖出,1100,26.03,已成,0
603228,101,证券卖出,900,40.1,部分成交,0
2027,101,证券卖出,200,6.01,已成,0
2422,101,证券卖出,900,23.05,已成,0
603228,101,证券卖出,500,40.1,已成,0
2821,101,证券卖出,100,240.28,部分成交,0
2821,101,证券卖出,100,240.28,部分成交,0
2821,101,证券卖出,100,240.2,已成,0
300220,101,证券卖出,100,38.97,已成,0
2422,101,证券卖出,300,23.09,已成,0
2027,101,证券卖出,11600,6.01,已成,0
2791,101,证券卖出,100,102.5,部分成交,0
2791,101,证券卖出,100,102.5,部分成交,0
2791,101,证券卖出,100,102.3,已成,0
603228,101,证券卖出,200,40.07,已成,0
603181,101,证券卖出,200,23.05,已成,0
2376,101,证券卖出,100,11.2,部分成交,0
2376,101,证券卖出,500,11.2,已成,0
2422,101,证券卖出,600,23.09,已成,0
2024,101,证券卖出,900,12.02,已成,0
300255,101,证券卖出,600,6.67,部分成交,0
300255,101,证券卖出,1700,6.65,部分成交,0
300255,101,证券卖出,600,6.65,已成,0
603228,101,证券卖出,700,40.08,部分成交,0
603228,101,证券卖出,400,40.08,已成,0
600486,101,证券卖出,100,86.2,已成,0
603181,101,证券卖出,200,23.08,部分成交,0
603181,101,证券卖出,200,23.08,已成,0
603713,101,证券卖出,100,116.37,已成,0
2024,101,证券卖出,5900,12.02,已成,0
603228,101,证券卖出,1900,40.07,部分成交,0
603228,101,证券卖出,300,40.07,部分成交,0
603228,101,证券卖出,200,40.06,部分成交,0
603228,101,证券卖出,400,40.05,已成,0
2027,101,证券卖出,200,6.02,已成,0
