冻结金额,可用,参考市值,资产
,6685999.74,,56441958.87
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
4,国农科技,100,100,27.5132,658.68,3410.0,34.1
11,深物业A,3700,3700,-0.8139,88000.26,84989.0,22.97
16,深康佳Ａ,66600,66600,7.9754,60245.37,591408.0,8.88
31,大悦城,200,200,5.5395,150.1,1258.0,6.29
32,深桑达Ａ,60,60,-378.6232,24346.99,1629.6,27.16
34,神州数码,900,900,28.1734,-345.06,25011.0,27.79
46,泛海控股,1700,1700,3.8455,1741.58,8279.0,4.87
49,德赛电池,400,400,54.7838,166.47,22080.0,55.2
56,皇庭国际,200,200,3.628,154.41,880.0,4.4
59,华锦股份,200,200,5.0831,9.38,1026.0,5.13
60,中金岭南,2800,2800,4.9196,-54.75,13720.0,4.9
63,中兴通讯,3700,3700,45.3572,3007.21,170829.0,46.17
66,中国长城,0,10800,17.1996,1840.15,187596.0,17.37
69,华侨城Ａ,9800,9800,8.3652,-2403.4,79576.0,8.12
70,特发信息,0,1100,11.5025,206.22,12859.0,11.69
78,海王生物,124400,124400,4.6441,35561.48,613292.0,4.93
100,TCL科技,64300,64300,6.7658,14413.19,449457.0,6.99
155,川能动力,75400,75400,5.5434,6528.42,424502.0,5.63
156,华数传媒,100,100,12.4803,16.97,1265.0,12.65
166,申万宏源,0,28100,6.318,-1067.05,176468.0,6.28
401,冀东水泥,0,100,18.3941,5.59,1845.0,18.45
403,双林生物,1500,1500,60.986,21261.02,112740.0,75.16
417,合肥百货,8100,8100,6.5999,1458.73,54918.0,6.78
423,东阿阿胶,300,300,34.3481,573.58,10878.0,36.26
425,徐工机械,800,800,6.425,355.97,5496.0,6.87
498,山东路桥,100,100,2.313,335.7,567.0,5.67
503,国新健康,1900,5300,13.0366,4046.21,73140.0,13.8
516,国际医学,0,7800,6.1538,3558.45,51558.0,6.61
518,四环生物,900,900,3.8425,996.73,4455.0,4.95
528,柳工,100,100,7.0014,41.86,742.0,7.42
532,华金资本,0,200,13.613,-2.59,2720.0,13.6
534,万泽股份,300,300,9.541,326.7,3189.0,10.63
537,广宇发展,100,100,4.8374,296.26,780.0,7.8
541,佛山照明,500,500,5.9782,120.88,3110.0,6.22
547,航天发展,6300,6300,18.0461,150.41,113841.0,18.07
550,江铃汽车,500,500,14.271,804.48,7940.0,15.88
584,哈工智能,6800,6800,6.0887,484.74,41888.0,6.16
597,东北制药,400,400,5.6011,67.55,2308.0,5.77
600,建投能源,100,100,5.9697,-10.97,586.0,5.86
603,盛达资源,1300,1300,13.9336,866.38,18980.0,14.6
607,华媒控股,0,3700,4.8611,-114.96,17871.0,4.83
615,京汉股份,9200,9200,4.5625,620.61,42596.0,4.63
623,吉林敖东,2100,2100,18.1488,548.58,38661.0,18.41
627,天茂集团,2100,2100,6.2291,-124.08,12957.0,6.17
639,西王食品,0,100,6.4414,-2.14,642.0,6.42
650,仁和药业,0,8900,7.639,543.04,68530.0,7.7
