证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
2371,701,担保品卖出,100,219.03,已成,0
732,701,担保品卖出,900,5.58,已成,0
2940,701,担保品卖出,100,62.82,已成,0
300382,701,担保品卖出,100,11.04,部分成交,0
300382,701,担保品卖出,100,11.04,部分成交,0
300382,701,担保品卖出,400,11.04,部分成交,0
300382,701,担保品卖出,100,11.04,已成,0
600089,701,担保品卖出,1076,8.49,部分成交,0
600089,701,担保品卖出,9324,8.49,已成,0
672,701,担保品卖出,500,30.22,已成,0
976,701,担保品卖出,600,7.58,部分成交,0
976,701,担保品卖出,500,7.58,已成,0
601949,701,担保品卖出,2700,6.23,已成,0
2570,701,担保品卖出,7300,8.48,已成,0
2653,701,担保品卖出,178,29.09,部分成交,0
2653,701,担保品卖出,122,29.09,已成,0
2867,701,担保品卖出,500,28.03,部分成交,0
2867,701,担保品卖出,1100,28.02,已成,0
600131,701,担保品卖出,300,22.47,部分成交,0
600131,701,担保品卖出,1600,22.45,已成,0
300573,701,担保品卖出,100,209.74,已成,0
2389,700,担保品买入,500,27.1,部分成交,0
2389,700,担保品买入,700,27.11,部分成交,0
2389,700,担保品买入,1500,27.11,已成,0
300315,700,担保品买入,200,9.92,部分成交,0
300315,700,担保品买入,200,9.92,部分成交,0
300315,700,担保品买入,400,9.92,部分成交,0
600702,701,担保品卖出,300,36.47,已成,0
300053,700,担保品买入,900,13.08,已成,0
600885,701,担保品卖出,200,46.51,已成,0
300551,700,担保品买入,100,29.39,部分成交,0
300551,700,担保品买入,100,29.39,部分成交,0
300551,700,担保品买入,100,29.39,部分成交,0
300551,700,担保品买入,200,29.4,已成,0
300748,700,担保品买入,200,39.46,已成,0
300151,700,担保品买入,600,25.5,已成,0
601607,700,担保品买入,600,24.22,部分成交,0
300194,701,担保品卖出,3100,6.4,已成,0
2298,700,担保品买入,5600,11.92,部分成交,0
2298,700,担保品买入,1600,11.92,部分成交,0
2298,700,担保品买入,1300,11.93,部分成交,0
2298,700,担保品买入,300,11.93,部分成交,0
2298,700,担保品买入,100,11.93,部分成交,0
2298,700,担保品买入,1000,11.93,部分成交,0
2298,700,担保品买入,4300,11.93,已成,0
2701,700,担保品买入,1700,5.69,已成,0
300315,700,担保品买入,500,9.92,部分成交,0
300677,700,担保品买入,200,171.39,已成,0
601607,700,担保品买入,100,24.23,已成,0
300315,700,担保品买入,200,9.92,部分成交,0
601919,701,担保品卖出,2200,4.79,部分成交,0
601919,701,担保品卖出,4200,4.79,部分成交,0
601919,701,担保品卖出,1000,4.79,部分成交,0
601919,701,担保品卖出,100,4.79,部分成交,0
601919,701,担保品卖出,1900,4.79,部分成交,0
2371,701,担保品卖出,400,219.3,部分成交,0
2371,701,担保品卖出,100,219.11,已成,0
732,701,担保品卖出,2900,5.58,已成,0
300136,701,担保品卖出,900,59.81,已成,0
976,701,担保品卖出,700,7.58,部分成交,0
976,701,担保品卖出,800,7.58,已成,0
2557,701,担保品卖出,200,63.8,已成,0
2653,701,担保品卖出,78,29.09,部分成交,0
2653,701,担保品卖出,100,29.09,部分成交,0
2653,701,担保品卖出,122,29.09,已成,0
65,701,担保品卖出,300,8.39,已成,0
2867,701,担保品卖出,200,28.03,部分成交,0
2867,701,担保品卖出,100,28.03,已成,0
300573,701,担保品卖出,100,209.74,已成,0
2701,700,担保品买入,300,5.69,已成,0
300677,700,担保品买入,400,171.4,已成,0
600885,701,担保品卖出,100,46.56,已成,0
300551,700,担保品买入,400,29.4,部分成交,0
300551,700,担保品买入,100,29.4,已成,0
601607,700,担保品买入,1100,24.22,已成,0
2570,701,担保品卖出,500,8.48,部分成交,0
601919,701,担保品卖出,100,4.79,部分成交,0
601919,701,担保品卖出,3800,4.79,部分成交,0
601919,701,担保品卖出,6000,4.79,已成,0
2570,701,担保品卖出,900,8.48,部分成交,0
2940,701,担保品卖出,100,62.82,已成,0
601919,701,担保品卖出,800,4.79,部分成交,0
601919,701,担保品卖出,3800,4.79,部分成交,0
601919,701,担保品卖出,2900,4.79,已成,0
65,701,担保品卖出,200,8.39,已成,0
300136,701,担保品卖出,100,59.82,部分成交,0
300136,701,担保品卖出,200,59.81,部分成交,0
300136,701,担保品卖出,600,59.81,已成,0
300775,701,担保品卖出,200,33.96,已成,0
600885,701,担保品卖出,100,46.55,已成,0
2371,701,担保品卖出,100,219.06,已成,0
300382,701,担保品卖出,200,11.03,部分成交,0
300382,701,担保品卖出,100,11.03,部分成交,0
300382,701,担保品卖出,200,11.03,部分成交,0
732,701,担保品卖出,1100,5.58,部分成交,0
732,701,担保品卖出,1000,5.58,部分成交,0
732,701,担保品卖出,1800,5.58,已成,0
600089,701,担保品卖出,2300,8.49,已成,0
2653,701,担保品卖出,78,29.09,部分成交,0
2653,701,担保品卖出,122,29.09,已成,0
601949,701,担保品卖出,300,6.23,已成,0
2701,700,担保品买入,1200,5.69,已成,0
2389,700,担保品买入,600,27.09,已成,0
300551,700,担保品买入,100,29.4,部分成交,0
300551,700,担保品买入,100,29.4,已成,0
300151,700,担保品买入,300,25.42,部分成交,0
818,700,担保品买入,800,27.47,部分成交,0
300151,700,担保品买入,100,25.42,部分成交,0
300598,700,担保品买入,200,194.03,已成,0
818,700,担保品买入,6000,27.47,部分成交,0
2570,701,担保品卖出,7000,8.48,已成,0
732,701,担保品卖出,2500,5.58,部分成交,0
732,701,担保品卖出,3800,5.58,已成,0
976,701,担保品卖出,400,7.58,部分成交,0
976,701,担保品卖出,400,7.58,部分成交,0
2653,701,担保品卖出,78,29.09,部分成交,0
2653,701,担保品卖出,22,29.09,已成,0
2867,701,担保品卖出,400,28.07,已成,0
2371,701,担保品卖出,100,219.18,已成,0
300551,700,担保品买入,200,29.41,已成,0
600885,701,担保品卖出,100,46.51,已成,0
818,700,担保品买入,1800,27.49,部分成交,0
818,700,担保品买入,100,27.49,部分成交,0
818,700,担保品买入,2000,27.49,部分成交,0
818,700,担保品买入,2900,27.49,已成,0
2298,700,担保品买入,700,11.94,部分成交,0
2298,700,担保品买入,100,11.94,部分成交,0
2298,700,担保品买入,1000,11.94,部分成交,0
2298,700,担保品买入,200,11.94,部分成交,0
2298,700,担保品买入,500,11.94,部分成交,0
2298,700,担保品买入,800,11.94,部分成交,0
2298,700,担保品买入,500,11.94,部分成交,0
2298,700,担保品买入,11200,11.94,已成,0
2701,700,担保品买入,800,5.69,已成,0
600826,701,担保品卖出,500,11.55,已成,0
2389,700,担保品买入,500,27.1,已成,0
976,701,担保品卖出,100,7.58,部分成交,0
300598,700,担保品买入,200,194.03,已成,0
300775,701,担保品卖出,300,33.93,已成,0
976,701,担保品卖出,1800,7.58,已成,0
2570,701,担保品卖出,1500,8.48,已成,0
2867,701,担保品卖出,400,28.05,已成,0
65,701,担保品卖出,1200,8.37,部分成交,0
65,701,担保品卖出,600,8.37,已成,0
300775,701,担保品卖出,100,33.9,已成,0
2701,700,担保品买入,200,5.69,已成,0
2389,700,担保品买入,200,27.1,已成,0
300677,700,担保品买入,100,171.0,已成,0
300551,700,担保品买入,200,29.41,已成,0
300598,700,担保品买入,100,194.03,部分成交,0
2371,701,担保品卖出,100,219.04,已成,0
672,701,担保品卖出,300,30.2,部分成交,0
600826,701,担保品卖出,1700,11.57,已成,0
300598,700,担保品买入,200,194.03,已成,0
601949,701,担保品卖出,200,6.24,部分成交,0
601949,701,担保品卖出,100,6.24,已成,0
2371,701,担保品卖出,100,219.03,已成,0
