时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:19:49.000    205698812       548449          WTD:1046000001          601818          100 证券买入            -100            4.1000          已撤            0               0
09:30:16.000    229702352       548458          681595                  603583          101 证券卖出            20              53.8800         部分成交        0               0
09:30:16.000    229702352       548458          681596                  603583          101 证券卖出            60              53.8800         已成            0               0
09:30:33.000    213699192       548489          808369                  603777          101 证券卖出            1000            21.4700         部分成交        0               0
09:30:33.000    213699192       548489          808370                  603777          101 证券卖出            400             21.4700         已成            0               0
09:30:33.000    201692009       548477          0102000001636803        002266          101 证券卖出            100             5.1000          已成            0               0
09:30:35.000    237700520       548485          822822                  600963          101 证券卖出            500             4.6400          已成            0               0
09:30:36.000    221702630       548530          0103000001626593        000066          101 证券卖出            2000            17.8000         已成            0               0
09:30:36.000    201692019       548532          0101000001749401        002027          101 证券卖出            300             6.0000          已成            0               0
09:30:36.000    205698937       548538          0101000001753362        002100          101 证券卖出            100             19.2100         已成            0               0
09:30:36.000    221702638       548542          0101000001758618        002157          100 证券买入            500             20.8800         已成            0               0
09:30:37.000    221702646       548546          0103000001643537        000975          101 证券卖出            300             17.1400         已成            0               0
09:30:37.000    213699193       548494          842514                  600026          100 证券买入            699             7.9200          部分成交        0               0
09:30:38.000    217695254       548559          0102000001689792        300627          101 证券卖出            100             25.1200         已成            0               0
09:30:37.000    213699193       548494          844934                  600026          100 证券买入            201             7.9200          已成            0               0
09:30:39.000    217695232       548480          856364                  603128          100 证券买入            1100            8.8500          已成            0               0
09:30:41.000    205698963       548608          0104000001902079        002932          100 证券买入            200             99.2300         已成            0               0
09:30:42.000    201692040       548614          0104000001910097        002373          101 证券卖出            100             27.1100         已成            0               0
09:30:42.000    225692444       548610          0102000001741455        002024          101 证券卖出            800             12.7100         已成            0               0
09:30:42.000    209693627       548516          0101000001841712        000498          100 证券买入            100             5.6000          已成            0               0
09:30:42.000    237700522       548492          883553                  603823          101 证券卖出            400             19.0200         已成            0               0
09:30:43.000    233694203       548638          0104000001935285        002472          100 证券买入            4100            5.5400          部分成交        0               0
