冻结金额,可用,参考市值,资产
5175705.5,1794128.71,9363908.04,11158220.75
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
16,深康佳Ａ,0,5700,7.7849,4930.91,49305.0,8.65
34,神州数码,0,100,27.1391,-28.91,2685.0,26.85
46,泛海控股,0,300,3.6705,320.84,1422.0,4.74
60,中金岭南,500,600,4.8692,-41.49,2880.0,4.8
63,中兴通讯,700,700,45.1535,-247.48,31360.0,44.8
66,中国长城,0,2000,17.1876,624.76,35000.0,17.5
70,特发信息,0,200,11.5943,-66.85,2252.0,11.26
78,海王生物,12400,12400,4.5975,2510.6,59520.0,4.8
100,TCL科技,14700,14700,6.7607,-10.95,99372.0,6.76
155,川能动力,2600,13300,5.542,3430.97,77140.0,5.8
166,申万宏源,5300,5300,6.3092,-48.68,33390.0,6.3
417,合肥百货,1500,3000,6.6622,-756.71,19230.0,6.41
425,徐工机械,0,300,6.5324,65.27,2025.0,6.75
498,山东路桥,100,200,5.5394,0.13,1108.0,5.54
503,国新健康,1000,1000,12.8365,343.47,13180.0,13.18
516,国际医学,0,1400,5.9396,938.58,9254.0,6.61
547,航天发展,0,1200,18.5231,-1107.66,21120.0,17.6
584,哈工智能,0,1200,6.0696,48.52,7332.0,6.11
603,盛达资源,0,200,13.741,195.8,2944.0,14.72
607,华媒控股,700,700,4.861,20.32,3423.0,4.89
615,京汉股份,1800,1800,4.5609,34.36,8244.0,4.58
650,仁和药业,1700,3400,7.592,-1264.95,24548.0,7.22
652,泰达股份,0,15800,6.3126,24923.04,124662.0,7.89
656,金科股份,2600,2600,9.4419,47.1,24596.0,9.46
686,东北证券,0,1100,11.4643,160.28,12771.0,11.61
690,宝新能源,100,100,5.6705,8.95,576.0,5.76
700,模塑科技,0,6400,8.5847,3041.87,57984.0,9.06
717,韶钢松山,0,600,4.9943,-104.6,2892.0,4.82
720,新能泰山,400,400,4.6746,274.16,2144.0,5.36
723,美锦能源,0,300,7.3332,-18.96,2181.0,7.27
725,京东方Ａ,0,400,8.6381,-1387.24,2068.0,5.17
736,中交地产,400,400,8.2332,-113.29,3180.0,7.95
750,国海证券,0,2400,5.7873,246.46,14136.0,5.89
756,新华制药,2800,2800,10.5949,3066.36,32732.0,11.69
758,中色股份,0,800,5.9691,-175.26,4600.0,5.75
766,通化金马,600,600,5.3442,45.48,3252.0,5.42
783,长江证券,0,2300,9.1064,146.36,21091.0,9.17
793,华闻集团,23700,23700,4.1552,7223.95,105702.0,4.46
795,英洛华,0,1400,6.5827,-59.83,9156.0,6.54
797,中国武夷,2400,2400,4.2659,417.95,10656.0,4.44
799,酒鬼酒,100,2000,67.3828,23654.43,158420.0,79.21
802,北京文化,0,700,7.0266,1171.35,6090.0,8.7
807,云铝股份,0,10700,7.0506,-541.38,74900.0,7.0
813,德展健康,0,400,6.4098,324.1,2888.0,7.22
818,航锦科技,200,200,25.7854,18.93,5176.0,25.88
830,鲁西化工,5400,5400,8.9034,953.38,49032.0,9.08
848,承德露露,0,100,8.52,27.0,879.0,8.79
859,国风塑业,300,600,5.873,310.22,3834.0,6.39
863,三湘印象,200,200,4.3439,55.22,924.0,4.62
