冻结金额,可用,参考市值,资产
,8276357.97,,71775596.36
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
6,深振业Ａ,0,13100,6.1566,2402.4,83054.0,6.34
11,深物业A,14500,14500,15.2937,-7883.96,213875.0,14.75
28,国药一致,0,2800,44.7114,8928.18,134120.0,47.9
30,富奥股份,15100,15100,6.2655,219.15,94828.0,6.28
32,深桑达Ａ,300,300,18.5937,301.89,5880.0,19.6
39,中集集团,300,300,7.3915,-0.45,2217.0,7.39
49,德赛电池,0,400,-38.7165,34722.61,19236.0,48.09
90,天健集团,7100,7100,6.4923,1119.48,47215.0,6.65
100,TCL科技,46700,46700,5.9878,7109.44,286738.0,6.14
338,潍柴动力,400,400,16.781,-1296.38,5416.0,13.54
403,双林生物,5100,5100,69.4077,21635.71,375615.0,73.65
423,东阿阿胶,700,700,35.0654,1473.25,26019.0,37.17
513,丽珠集团,8100,8100,46.5675,4961.16,382158.0,47.18
526,紫光学大,0,1000,55.3903,749.72,56140.0,56.14
534,万泽股份,200,200,9.917,-71.4,1912.0,9.56
537,广宇发展,800,800,7.4652,-68.19,5904.0,7.38
546,金圆股份,600,600,10.6712,-306.72,6096.0,10.16
551,创元科技,0,300,9.7221,-6.64,2910.0,9.7
564,供销大集,65700,65700,4.2809,-11225.24,270027.0,4.11
568,泸州老窖,1200,1200,85.2729,8624.56,110952.0,92.46
582,北部湾港,500,500,10.6381,130.94,5450.0,10.9
596,古井贡酒,1400,1400,147.8981,2774.61,209832.0,149.88
625,长安汽车,3700,3700,10.8948,1610.1,41921.0,11.33
627,天茂集团,100,100,5.2611,1.89,528.0,5.28
636,风华高科,17200,18700,27.2232,40706.28,549780.0,29.4
656,金科股份,100,100,7.8916,13.84,803.0,8.03
657,中钨高新,400,400,6.2003,-76.12,2404.0,6.01
671,阳光城,100,100,6.5913,-3.13,656.0,6.56
672,上峰水泥,100,200,23.5961,78.78,4798.0,23.99
681,视觉中国,1500,1500,20.3054,-1808.1,28650.0,19.1
688,国城矿业,300,300,18.8604,-129.13,5529.0,18.43
703,恒逸石化,400,400,9.0718,-56.73,3572.0,8.93
708,中信特钢,19300,19300,17.4985,-6533.08,331188.0,17.16
710,贝瑞基因,600,600,64.0128,-1807.68,36600.0,61.0
736,中交地产,1520,1520,6.5262,416.22,10336.0,6.8
739,普洛药业,2500,2500,22.0872,-218.04,55000.0,22.0
762,西藏矿业,700,700,7.7215,-169.08,5236.0,7.48
793,华闻集团,56100,56100,4.7631,-40004.35,227205.0,4.05
799,酒鬼酒,0,5400,65.0954,-4025.3,347490.0,64.35
800,一汽解放,1300,1300,11.4269,-775.97,14079.0,10.83
801,四川九洲,800,800,5.8112,-32.93,4616.0,5.77
851,高鸿股份,44400,44400,7.9671,-15411.6,338328.0,7.62
863,三湘印象,0,800,4.322,-41.58,3416.0,4.27
869,张裕Ａ,100,100,29.6299,197.01,3160.0,31.6
876,新希望,400,400,29.2359,-334.34,11360.0,28.4
877,天山股份,21400,21400,15.4468,-10845.1,319716.0,14.94
878,云南铜业,1100,1100,10.4332,-157.55,11319.0,10.29
910,大亚圣象,2900,5800,15.8733,-1005.13,91060.0,15.7
913,钱江摩托,0,800,10.6113,2038.97,10528.0,13.16
915,山大华特,10000,10000,32.5571,-6071.32,319500.0,31.95
921,海信家电,6600,6600,11.9528,-1008.34,77880.0,11.8
931,中关村,0,4800,11.0632,6224.54,59328.0,12.36
933,神火股份,1200,1200,4.1758,5.0,5016.0,4.18
938,紫光股份,0,1400,42.6394,-83.13,59612.0,42.58
951,中国重汽,800,800,28.1571,474.31,23000.0,28.75
959,首钢股份,53400,53400,4.4822,-10260.97,229086.0,4.29
960,锡业股份,100,100,8.6617,-3.17,863.0,8.63
961,中南建设,0,300,9.4355,-169.66,2661.0,8.87
967,盈峰环境,2400,2400,8.0675,-306.04,19056.0,7.94
976,华铁股份,0,1900,5.6336,-747.88,9956.0,5.24
988,华工科技,0,3700,23.226,4602.76,90539.0,24.47
990,诚志股份,800,1100,12.5864,-304.08,13541.0,12.31
997,新大陆,0,100,15.8735,2.65,1590.0,15.9
2007,华兰生物,0,4400,44.0224,17633.34,211332.0,48.03
2008,大族激光,1600,3200,32.6514,6331.66,110816.0,34.63
2014,永新股份,300,300,9.5819,-30.57,2844.0,9.48
2019,亿帆医药,2300,2300,22.3286,1199.16,52555.0,22.85
2020,京新药业,300,300,10.5621,-27.63,3141.0,10.47
2025,航天电器,200,1600,32.8389,1857.82,54400.0,34.0
2030,达安基因,0,11100,26.9702,552.81,299922.0,27.02
2034,旺能环境,7900,7900,18.4219,-3886.3,141647.0,17.93
2038,双鹭药业,1200,1200,12.2383,-165.94,14520.0,12.1
2044,美年健康,1900,3800,12.8148,2413.83,51110.0,13.45
2050,三花智控,3400,8000,21.5923,2301.67,175040.0,21.88
2055,得润电子,0,400,14.4732,50.72,5840.0,14.6
2059,云南旅游,100,100,4.5177,5.23,457.0,4.57
2074,国轩高科,19200,19200,28.6547,-39066.01,511104.0,26.62
2078,太阳纸业,1500,1500,9.5615,-302.24,14040.0,9.36
2079,苏州固锝,8900,32200,12.8052,20763.59,433090.0,13.45
2080,中材科技,3200,3200,14.8565,1771.17,49312.0,15.41
2099,海翔药业,7000,7000,7.6524,-716.81,52850.0,7.55
2106,莱宝高科,1400,1400,12.1698,392.31,17430.0,12.45
2107,沃华医药,4000,4000,10.7536,-894.41,42120.0,10.53
2126,银轮股份,2200,2200,11.656,184.83,25828.0,11.74
2129,中环股份,0,17700,22.569,-29718.49,369753.0,20.89
2151,北斗星通,0,1800,34.1368,-4026.16,57420.0,31.9
2153,石基信息,0,1100,35.1015,4288.3,42900.0,39.0
2171,楚江新材,1500,1500,8.5917,282.42,13170.0,8.78
2174,游族网络,0,9200,26.1435,-1595.9,238924.0,25.97
2179,中航光电,300,300,36.7674,177.79,11208.0,37.36
2183,怡亚通,0,12500,5.1082,4646.92,68500.0,5.48
2208,合肥城建,31400,31400,10.5489,-13467.96,317768.0,10.12
2213,特尔佳,5400,5400,17.1697,2755.61,95472.0,17.68
2216,三全食品,400,400,22.7196,172.18,9260.0,23.15
2226,江南化工,36500,36500,5.3897,19720.68,216445.0,5.93
2238,天威视讯,120,120,6.6128,53.67,847.2,7.0600000000000005
2240,威华股份,0,30600,11.695,41769.97,399636.0,13.06
2241,歌尔股份,8100,8100,22.9494,34105.86,219996.0,27.16
2242,九阳股份,0,800,37.1382,-78.52,29632.0,37.04
2250,联化科技,900,900,18.4496,1575.35,18180.0,20.2
2251,步步高,0,1500,12.8128,-49.25,19170.0,12.78
2254,泰和新材,500,700,13.7026,-71.84,9520.0,13.6
2258,利尔化学,0,2000,16.3095,3400.92,36020.0,18.01
2262,恩华药业,2300,2300,16.0451,-126.71,36777.0,15.99
2266,浙富控股,500,500,4.0768,-58.4,1980.0,3.96
2271,东方雨虹,2000,2000,40.8782,-796.35,80960.0,40.48
2281,光迅科技,12000,12000,32.5307,711.81,391080.0,32.59
2283,天润工业,800,800,4.5269,-61.52,3560.0,4.45
2291,星期六,0,2100,25.7552,-5491.97,48594.0,23.14
2292,奥飞娱乐,15900,15900,7.9065,14207.28,139920.0,8.8
2294,信立泰,0,2400,25.9932,3592.41,65976.0,27.49
2299,圣农发展,600,1900,28.9646,-27.74,55005.0,28.95
2301,齐心集团,1500,1500,16.0984,827.44,24975.0,16.65
2308,威创股份,16400,16400,6.9513,-1661.11,112340.0,6.85
2311,海大集团,200,200,46.7293,122.14,9468.0,47.34
2317,众生药业,1831,7231,12.1681,14548.26,102535.58,14.18
2324,普利特,9900,9900,14.2127,4428.35,145134.0,14.66
2332,仙琚制药,0,3900,16.3305,-2.02,63687.0,16.33
2338,奥普光电,7200,7200,26.8475,4482.16,197784.0,27.47
2351,漫步者,12500,12500,21.4953,58.35,268750.0,21.5
2352,顺丰控股,1800,2300,54.2843,2106.15,126960.0,55.2
2353,杰瑞股份,1600,1600,24.4712,10350.13,49504.0,30.94
2362,汉王科技,100,100,17.5435,-10.35,1744.0,17.44
2368,太极股份,1200,1200,41.1317,2253.99,51612.0,43.01
2375,亚厦股份,0,1100,10.4368,-7.53,11473.0,10.43
2376,新北洋,200,200,10.3421,-6.41,2062.0,10.31
2381,双箭股份,9900,9900,9.2392,-2368.14,89100.0,9.0
2382,蓝帆医疗,34500,44900,28.9332,-46840.23,1252261.0,27.89
2384,东山精密,3000,3000,22.7199,20160.29,88320.0,29.44
2385,大北农,58500,58500,9.1115,-14710.58,518310.0,8.86
2392,北京利尔,100,100,4.0408,-6.08,398.0,3.98
2393,力生制药,100,100,26.1752,-41.52,2576.0,25.76
2399,海普瑞,900,900,24.0148,-157.32,21456.0,23.84
2401,中远海科,2200,2200,15.7222,215.09,34804.0,15.82
2402,和而泰,6700,6700,15.6155,1906.08,106530.0,15.9
2410,广联达,0,2900,70.2903,-986.81,202855.0,69.95
2414,高德红外,2300,2300,26.3753,723.87,61387.0,26.69
2419,天虹股份,600,800,9.7683,-46.61,7768.0,9.71
2422,科伦药业,1000,1000,21.3123,-572.26,20740.0,20.74
2428,云南锗业,0,200,11.0586,34.29,2246.0,11.23
2430,杭氧股份,900,900,13.8928,321.5,12825.0,14.25
2438,江苏神通,7600,7600,8.427,-1648.83,62396.0,8.21
2444,巨星科技,3100,3100,11.9853,-977.43,36177.0,11.67
2459,晶澳科技,0,500,17.5339,173.07,8940.0,17.88
2460,赣锋锂业,2300,2300,55.2076,-2708.38,124269.0,54.03
2467,二六三,5700,5700,7.1424,43.57,40755.0,7.15
2481,双塔食品,0,5900,16.8037,-80.8,99061.0,16.79
2484,江海股份,500,500,9.5094,-134.68,4620.0,9.24
2497,雅化集团,1700,1700,9.3913,-189.19,15776.0,9.28
2507,涪陵榨菜,200,200,34.1662,262.77,7096.0,35.48
2508,老板电器,400,400,31.5863,73.48,12708.0,31.77
2511,中顺洁柔,800,800,19.8844,1076.52,16984.0,21.23
2530,金财互联,4800,4800,12.3498,577.04,59856.0,12.47
2539,云图控股,1700,1700,6.7584,-65.31,11424.0,6.72
2540,亚太科技,100,100,4.4009,-5.09,435.0,4.35
2541,鸿路钢构,11500,14000,24.5041,28782.94,371840.0,26.56
2544,杰赛科技,100,100,13.6227,-50.27,1312.0,13.12
2555,三七互娱,2200,3900,41.8844,6300.66,169650.0,43.5
2557,洽洽食品,200,200,50.926,556.81,10742.0,53.71
2568,百润股份,200,500,42.81,-30.01,21375.0,42.75
2570,贝因美,1400,1400,6.1412,292.28,8890.0,6.35
2572,索菲亚,0,500,22.0009,334.55,11335.0,22.67
2582,好想你,4800,4800,12.2335,-16.58,58704.0,12.23
2601,龙蟒佰利,0,500,17.7979,36.04,8935.0,17.87
2602,世纪华通,0,17000,15.1146,10461.36,267410.0,15.73
2607,中公教育,700,700,27.9061,-25.26,19509.0,27.87
2609,捷顺科技,6100,6100,12.6717,-1413.44,75884.0,12.44
2612,朗姿股份,0,4900,9.5927,-307.35,46697.0,9.53
2616,长青集团,1800,1800,11.5214,-488.47,20250.0,11.25
2623,亚玛顿,0,1200,42.0142,3342.97,53760.0,44.8
2624,完美世界,0,4300,53.8622,9622.7,241230.0,56.1
2626,金达威,4000,4000,24.4689,1924.33,99800.0,24.95
2632,道明光学,1000,1000,8.6907,-50.74,8640.0,8.64
2635,安洁科技,15,15,198.8253,-2627.33,355.05,23.67
2636,金安国纪,0,500,8.4225,143.75,4355.0,8.71
2643,万润股份,0,2300,16.7256,-311.9,38157.0,16.59
2646,青青稞酒,0,300,10.379,15.31,3129.0,10.43
2647,仁东控股,100,100,33.1199,72.01,3384.0,33.84
2648,卫星石化,1000,1000,14.982,938.0,15920.0,15.92
2653,海思科,1100,1100,26.3598,-285.8,28710.0,26.1
2655,共达电声,0,5400,11.9702,1889.19,66528.0,12.32
2661,克明面业,0,2600,23.1665,-2720.89,57512.0,22.12
2664,长鹰信质,600,600,13.556,-63.58,8070.0,13.45
2666,德联集团,0,10900,7.6472,-3240.02,80115.0,7.35
2673,西部证券,100,100,8.1416,10.84,825.0,8.25
2675,东诚药业,0,800,18.9397,1072.22,16224.0,20.28
2677,浙江美大,400,400,11.0973,81.1,4520.0,11.3
2683,宏大爆破,800,1600,35.7212,126.06,57280.0,35.8
2690,美亚光电,300,300,52.5172,174.84,15930.0,53.1
2695,煌上煌,0,200,24.8355,-37.1,4930.0,24.65
2697,红旗连锁,1300,1300,11.139,-362.64,14118.0,10.86
2698,博实股份,100,100,12.0724,41.76,1249.0,12.49
2705,新宝股份,2600,2600,35.2544,352.48,92014.0,35.39
2706,良信电器,1500,1500,15.1227,1435.95,24120.0,16.08
2707,众信旅游,4700,4700,7.3464,-405.89,34122.0,7.26
2709,天赐材料,1100,1100,30.4338,3394.87,36872.0,33.52
2714,牧原股份,0,3100,72.2892,9023.59,233120.0,75.2
2723,金莱特,0,400,17.5747,734.12,7764.0,19.41
2727,一心堂,100,1100,30.1903,3893.66,37103.0,33.73
2732,燕塘乳业,100,200,22.1397,-81.93,4346.0,21.73
2734,利民股份,0,900,13.1975,1892.28,13770.0,15.3
2737,葵花药业,600,600,14.0562,80.31,8514.0,14.19
2745,木林森,2100,23000,14.9341,26126.8,369610.0,16.07
2749,国光股份,100,200,13.0878,-13.55,2604.0,13.02
2751,易尚展示,400,400,22.9446,-277.84,8900.0,22.25
2756,永兴材料,0,700,18.3035,277.56,13090.0,18.7
2773,康弘药业,0,700,42.928,1240.38,31290.0,44.7
2777,久远银海,0,300,28.0637,313.89,8733.0,29.11
2783,凯龙股份,300,300,9.8586,-101.59,2856.0,9.52
2785,万里石,1700,1700,17.0661,-3580.45,25432.0,14.96
2791,坚朗五金,3500,3500,85.1194,15927.19,313845.0,89.67
2798,帝欧家居,5438,5438,36.3667,-19069.52,178692.68,32.86
2803,吉宏股份,30200,30200,26.352,7187.05,803018.0,26.59
2810,山东赫达,4300,4800,29.9843,4923.35,148848.0,31.01
2812,恩捷股份,3200,3200,62.0993,13954.23,212672.0,66.46
2815,崇达技术,0,1000,18.1539,1386.1,19540.0,19.54
2821,凯莱英,400,400,217.1985,5520.59,92400.0,231.0
2824,和胜股份,1100,1100,26.269,353.11,29249.0,26.59
