更新时间        委托时间        委托编号        委托标识        证券代码        交易业务        委托数量        成交数量        撤单数量        委托价格        成交金额                执行状态        执行信息
15:08:16.240    10:42:36.178    229658984       543844          300527          100 证券买入    600             0               0               10.1500         0.0000                  废单            [资金可用余额]不足，尚需[4542.230]，其中预留金额[0.000]
15:08:16.240    10:42:41.063    221659402       543845          300527          100 证券买入    700             0               0               10.1500         0.0000                  废单            [资金可用余额]不足，尚需[5560.280]，其中预留金额[0.000]
15:08:16.240    10:42:46.091    217652293       543846          300527          100 证券买入    900             0               0               10.1500         0.0000                  废单            [资金可用余额]不足，尚需[7596.370]，其中预留金额[0.000]
15:08:16.240    10:42:51.083    229659035       543847          300527          100 证券买入    500             0               0               10.1500         0.0000                  废单            [资金可用余额]不足，尚需[3524.190]，其中预留金额[0.000]
15:08:16.240    10:43:01.089    217652350       543852          300527          100 证券买入    1200            0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[10638.460]，其中预留金额[0.000]
15:08:16.240    10:43:36.074    217652433       543855          300527          100 证券买入    300             0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[1482.080]，其中预留金额[0.000]
15:08:16.240    10:43:41.071    217652443       543856          300527          100 证券买入    300             0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[1482.080]，其中预留金额[0.000]
15:08:16.240    10:44:01.095    225649980       543868          300527          100 证券买入    2300            0               0               10.1000         0.0000                  废单            [资金可用余额]不足，尚需[21733.650]，其中预留金额[0.000]
15:08:16.240    10:44:16.308    209650793       543870          300527          100 证券买入    700             0               0               10.1000         0.0000                  废单            [资金可用余额]不足，尚需[5525.170]，其中预留金额[0.000]
15:08:16.241    10:44:21.109    217652562       543871          300527          100 证券买入    800             0               0               10.1000         0.0000                  废单            [资金可用余额]不足，尚需[6538.200]，其中预留金额[0.000]
15:08:16.241    10:44:26.082    225650076       543872          300527          100 证券买入    1300            0               0               10.0500         0.0000                  废单            [资金可用余额]不足，尚需[11538.160]，其中预留金额[0.000]
15:08:16.241    10:44:31.131    221659689       543873          300527          100 证券买入    400             0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[2470.030]，其中预留金额[0.000]
15:08:16.241    10:44:36.095    201649474       543874          300527          100 证券买入    200             0               0               10.0400         0.0000                  废单            [资金可用余额]不足，尚需[447.980]，其中预留金额[0.000]
15:08:16.241    10:44:41.073    209650898       543875          300527          100 证券买入    300             0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[1467.030]，其中预留金额[0.000]
15:08:16.241    10:44:46.103    209650917       543878          300527          100 证券买入    2300            0               0               10.0500         0.0000                  废单            [资金可用余额]不足，尚需[21618.310]，其中预留金额[0.000]
15:08:16.241    10:44:51.083    225650177       543879          300527          100 证券买入    2300            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[21641.370]，其中预留金额[0.000]
15:08:16.241    10:44:56.081    237658121       543881          300527          100 证券买入    2300            0               0               10.0500         0.0000                  废单            [资金可用余额]不足，尚需[21618.310]，其中预留金额[0.000]
15:08:16.241    10:45:01.090    221659795       543897          300527          100 证券买入    2300            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[21641.370]，其中预留金额[0.000]
15:08:16.241    10:45:16.092    233652152       543908          300527          100 证券买入    400             0               0               10.0300         0.0000                  废单            [资金可用余额]不足，尚需[2458.000]，其中预留金额[0.000]
15:08:16.241    10:45:31.091    201649688       543910          300527          100 证券买入    200             0               0               10.0500         0.0000                  废单            [资金可用余额]不足，尚需[1456.990]，其中预留金额[0.000]
15:08:16.241    10:45:36.118    225650338       543911          300527          100 证券买入    2200            0               0               10.0200         0.0000                  废单            [资金可用余额]不足，尚需[21551.090]，其中预留金额[0.000]
15:08:16.241    10:45:41.089    221659928       543912          300527          100 证券买入    1400            0               0               10.0200         0.0000                  废单            [资金可用余额]不足，尚需[13511.040]，其中预留金额[0.000]
15:08:16.241    10:46:31.112    201649886       543936          300527          100 证券买入    500             0               0               10.0300         0.0000                  废单            [资金可用余额]不足，尚需[4471.010]，其中预留金额[0.000]
15:08:16.241    10:46:36.107    221660087       543937          300527          100 证券买入    1500            0               0               10.0500         0.0000                  废单            [资金可用余额]不足，尚需[14561.190]，其中预留金额[0.000]
15:08:16.241    10:46:41.090    209651297       543938          300527          100 证券买入    2000            0               0               10.0400         0.0000                  废单            [资金可用余额]不足，尚需[19581.200]，其中预留金额[0.000]
15:08:16.241    10:46:46.119    213656373       543940          300527          100 证券买入    2200            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[21639.360]，其中预留金额[0.000]
15:08:16.241    10:46:51.123    225650549       543941          300527          100 证券买入    1600            0               0               10.0400         0.0000                  废单            [资金可用余额]不足，尚需[15553.150]，其中预留金额[0.000]
15:08:16.241    10:46:56.094    205656745       543942          300527          100 证券买入    2200            0               0               10.0300         0.0000                  废单            [资金可用余额]不足，尚需[21573.160]，其中预留金额[0.000]
15:08:16.241    10:47:01.124    237658512       543952          300527          100 证券买入    2200            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[21639.360]，其中预留金额[0.000]
15:08:16.241    10:47:16.115    217653159       543958          300527          100 证券买入    1100            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[10540.160]，其中预留金额[0.000]
15:08:16.241    10:47:21.315    229659835       543959          300527          100 证券买入    1600            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[15585.250]，其中预留金额[0.000]
15:08:16.241    10:47:26.099    209651430       543960          300527          100 证券买入    1400            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[13567.210]，其中预留金额[0.000]
15:08:16.241    10:47:31.176    233652590       543961          300527          100 证券买入    2000            0               0               10.0600         0.0000                  废单            [资金可用余额]不足，尚需[19621.320]，其中预留金额[0.000]
15:08:16.241    10:47:36.182    221660257       543962          300527          100 证券买入    1100            0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[10562.220]，其中预留金额[0.000]
15:08:16.241    10:47:46.247    201650109       543968          300527          100 证券买入    2200            0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[21683.490]，其中预留金额[0.000]
15:08:16.241    10:47:51.150    225650699       543969          300527          100 证券买入    1700            0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[16628.370]，其中预留金额[0.000]
15:08:16.241    10:47:56.108    217653285       543971          300527          100 证券买入    1200            0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[11573.250]，其中预留金额[0.000]
15:08:16.241    10:48:01.148    221660320       543972          300527          100 证券买入    1000            0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[9551.200]，其中预留金额[0.000]
15:08:16.241    10:48:26.103    209651586       543977          300527          100 证券买入    1400            0               0               10.0800         0.0000                  废单            [资金可用余额]不足，尚需[13595.300]，其中预留金额[0.000]
15:08:16.241    10:48:36.110    237658751       543978          300527          100 证券买入    1400            0               0               10.0900         0.0000                  废单            [资金可用余额]不足，尚需[13609.340]，其中预留金额[0.000]
15:08:16.241    10:48:41.114    221660414       543979          300527          100 证券买入    1900            0               0               10.0900         0.0000                  废单            [资金可用余额]不足，尚需[18669.470]，其中预留金额[0.000]
15:08:16.241    10:48:46.112    237658780       543986          300527          100 证券买入    2000            0               0               10.0900         0.0000                  废单            [资金可用余额]不足，尚需[19681.500]，其中预留金额[0.000]
15:08:16.242    10:48:51.164    229660053       543987          300527          100 证券买入    2200            0               0               10.0900         0.0000                  废单            [资金可用余额]不足，尚需[21705.550]，其中预留金额[0.000]
15:08:16.242    10:49:01.130    217653458       543995          300527          100 证券买入    2200            0               0               10.0900         0.0000                  废单            [资金可用余额]不足，尚需[21705.550]，其中预留金额[0.000]
15:08:16.242    10:49:51.149    209651785       544002          300527          100 证券买入    1400            0               0               10.1100         0.0000                  废单            [资金可用余额]不足，尚需[13637.420]，其中预留金额[0.000]
15:08:16.242    10:50:01.138    209651808       544006          300527          100 证券买入    1800            0               0               10.1200         0.0000                  废单            [资金可用余额]不足，尚需[17711.610]，其中预留金额[0.000]
15:08:16.242    10:50:26.159    233653046       544008          300527          100 证券买入    300             0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[2489.080]，其中预留金额[0.000]
15:08:16.242    10:50:31.185    213656928       544009          300527          100 证券买入    1700            0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[16713.620]，其中预留金额[0.000]
15:08:16.242    10:50:41.155    237659022       544010          300527          100 证券买入    1300            0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[12662.510]，其中预留金额[0.000]
15:08:16.242    10:50:46.174    217653703       544013          300527          100 证券买入    2200            0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[21815.880]，其中预留金额[0.000]
15:08:16.242    10:50:51.173    217653718       544014          300527          100 证券买入    2200            0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[21815.880]，其中预留金额[0.000]
15:08:16.242    10:50:56.158    213657001       544019          300527          100 证券买入    1800            0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[17729.660]，其中预留金额[0.000]
15:08:16.242    10:51:01.169    221660760       544022          300527          100 证券买入    1500            0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[14681.550]，其中预留金额[0.000]
15:08:16.242    10:51:36.168    213657086       544025          300527          100 证券买入    700             0               0               10.1500         0.0000                  废单            [资金可用余额]不足，尚需[6567.280]，其中预留金额[0.000]
15:08:16.242    10:51:51.157    205657440       544030          300527          100 证券买入    300             0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[2492.090]，其中预留金额[0.000]
15:08:16.242    10:51:56.158    201650683       544031          300527          100 证券买入    1300            0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[12649.470]，其中预留金额[0.000]
15:08:16.242    10:52:36.174    209652107       544041          300527          100 证券买入    1300            0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[12662.510]，其中预留金额[0.000]
15:08:16.242    10:52:41.170    225651351       544042          300527          100 证券买入    1300            0               0               10.1400         0.0000                  废单            [资金可用余额]不足，尚需[12662.510]，其中预留金额[0.000]
15:08:16.242    10:52:46.209    201650770       544046          300527          100 证券买入    800             0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[7569.270]，其中预留金额[0.000]
15:08:16.242    10:52:51.172    221660967       544047          300527          100 证券买入    1100            0               0               10.1200         0.0000                  废单            [资金可用余额]不足，尚需[10606.360]，其中预留金额[0.000]
15:08:16.242    10:52:56.219    229660567       544048          300527          100 证券买入    900             0               0               10.1200         0.0000                  废单            [资金可用余额]不足，尚需[8576.280]，其中预留金额[0.000]
15:08:16.242    10:53:56.180    201650896       544061          300527          100 证券买入    1000            0               0               10.1300         0.0000                  废单            [资金可用余额]不足，尚需[9601.350]，其中预留金额[0.000]
