时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:16:58.658    226205401       10001           601818          100 证券买入    100             3.6000          已撤
09:30:15.822    214212825       10002           002375          101 证券卖出    76              14.9000         已成
09:30:15.923    202204940       10004           300048          101 证券卖出    20              4.3000          已成
09:30:15.923    238214544       10003           300416          101 证券卖出    50              29.1400         已成
10:32:53.778    238221399       10005           300569          101 证券卖出    5000            9.7600          部撤
10:32:53.879    234214311       10006           600750          101 证券卖出    5600            12.2200         已成
10:32:53.974    202211685       10007           002465          101 证券卖出    16700           14.0500         已成
10:32:54.076    230222615       10008           300043          101 证券卖出    25700           3.8200          已成
10:32:54.175    230222616       10009           300233          101 证券卖出    1100            33.2800         已成
10:32:54.277    210215002       10010           300497          101 证券卖出    500             19.7200         已成
10:32:54.374    230222617       10011           000400          101 证券卖出    5500            15.2200         已成
10:32:54.478    202211691       10012           600151          101 证券卖出    19300           6.9300          部撤
10:32:54.578    214219635       10013           600499          101 证券卖出    21800           4.4500          已撤
10:32:54.674    222224102       10014           000070          101 证券卖出    5000            11.8600         已成
10:32:54.775    206220817       10015           000788          101 证券卖出    15800           7.5200          部撤
10:32:54.876    234214315       10016           002216          101 证券卖出    2900            29.6700         已成
10:32:54.975    214219637       10017           600382          101 证券卖出    3300            5.3800          已成
10:32:55.074    230222620       10018           000930          101 证券卖出    4200            9.4000          已成
10:32:55.174    206220819       10019           300300          101 证券卖出    1400            6.3800          已成
10:32:55.275    222224104       10020           300426          101 证券卖出    4500            9.6500          已成
10:32:55.375    206220820       10021           000973          101 证券卖出    8600            5.3600          已成
10:32:55.474    238221402       10022           002364          101 证券卖出    2800            14.4300         已成
10:32:55.576    218217656       10023           300082          101 证券卖出    5600            7.9100          部撤
10:32:55.676    202211693       10024           600343          101 证券卖出    10000           10.0500         已成
10:32:55.776    214219639       10025           600611          101 证券卖出    35100           3.8400          已成
10:32:55.975    226212328       10026           000903          101 证券卖出    2700            7.4800          已成
10:32:55.975    230222622       10027           002004          101 证券卖出    28400           5.3000          已撤
10:32:56.075    214219640       10028           300182          101 证券卖出    42000           4.8900          已撤
10:32:56.176    210215004       10029           600141          101 证券卖出    13500           10.3800         已成
10:32:56.274    206220824       10030           600801          101 证券卖出    4000            25.8000         已成
10:32:56.375    222224107       10031           603803          101 证券卖出    1000            11.6700         已成
10:32:56.474    210215006       10032           000655          101 证券卖出    4600            7.3800          已成
10:32:56.574    234214320       10033           000531          101 证券卖出    1100            10.4000         已撤
10:32:56.674    234214321       10034           600060          101 证券卖出    1600            13.9400         已成
10:32:56.774    238221406       10035           600276          101 证券卖出    1900            89.6400         已成
10:32:56.882    214219645       10036           000155          101 证券卖出    19700           5.0300          已撤
10:32:56.981    222224113       10037           300207          101 证券卖出    400             22.7300         已成
10:32:57.076    218217662       10038           600623          101 证券卖出    1400            5.6700          已成
10:32:57.173    234214324       10039           000932          101 证券卖出    45600           4.3400          已撤
10:32:57.301    218217663       10040           002358          101 证券卖出    7300            5.5700          已成
10:32:57.389    206220829       10041           002381          101 证券卖出    1700            9.6300          已成
10:32:57.475    218217664       10042           600098          101 证券卖出    8900            6.3300          已成
10:32:57.575    226212335       10043           603976          101 证券卖出    800             73.1100         已成
10:32:57.676    206220830       10044           002045          101 证券卖出    4800            8.8900          已成
10:32:57.774    238221411       10045           300432          101 证券卖出    5100            9.8000          已成
10:32:57.977    206220831       10046           300422          101 证券卖出    6800            11.6200         已成
10:32:58.074    234214326       10047           600637          101 证券卖出    3300            10.0500         已成
10:32:58.174    214219650       10048           002106          101 证券卖出    1300            16.2700         已成
10:32:58.175    218217665       10049           601899          101 证券卖出    16200           5.4700          已成
10:32:58.273    222224118       10050           600346          100 证券买入    3300            19.0900         已成
10:32:58.375    210215012       10051           600984          100 证券买入    1300            26.1500         已成
10:32:58.474    230222636       10052           601799          100 证券买入    100             143.0300        已成
10:32:58.576    206220833       10053           601888          100 证券买入    1100            205.2400        已成
10:32:58.673    218217667       10054           603579          100 证券买入    500             39.5200         已成
10:32:58.774    218217668       10055           002925          100 证券买入    500             53.2800         已成
10:32:58.975    214219653       10056           300502          100 证券买入    300             66.8700         已成
10:32:58.976    218217669       10057           603707          100 证券买入    600             52.7500         已成
10:32:59.074    202211708       10058           002735          100 证券买入    300             32.4200         已成
10:32:59.180    230222637       10059           300522          100 证券买入    700             27.3700         已成
10:32:59.275    222224120       10060           300696          100 证券买入    400             51.8100         已成
10:32:59.376    234214331       10061           300558          100 证券买入    100             135.0500        已成
10:32:59.475    226212340       10062           603638          100 证券买入    100             55.7800         已成
10:32:59.618    206220836       10063           000698          100 证券买入    4700            7.5500          已成
10:32:59.673    206220837       10064           300122          100 证券买入    400             148.5000        已成
10:32:59.776    206220839       10065           300171          100 证券买入    3900            20.9400         已成
10:32:59.974    230222641       10066           603308          100 证券买入    700             27.0200         已成
10:32:59.974    234214335       10067           002568          100 证券买入    500             55.6900         已成
10:33:00.074    222224123       10068           300741          100 证券买入    100             54.0300         已成
10:33:00.274    206220844       10069           603018          100 证券买入    700             13.8100         已成
10:33:00.330    202211714       10070           600510          100 证券买入    2900            9.0300          已成
10:33:00.373    218217681       10071           603712          100 证券买入    200             51.4100         已成
10:33:00.477    238221420       10072           603806          100 证券买入    600             68.9100         已撤
10:33:00.589    210215024       10073           002821          100 证券买入    100             224.4200        已撤
10:33:00.675    222224124       10074           300759          100 证券买入    400             92.6500         已成
10:33:00.774    202211715       10075           600079          100 证券买入    700             36.5800         已成
10:33:00.984    206220845       10076           002705          100 证券买入    600             42.1700         已撤
10:33:01.075    222224126       10077           300406          100 证券买入    100             22.9200         已撤
10:33:01.075    226212343       10078           300671          100 证券买入    400             46.3700         已成
10:33:01.283    210215025       10079           002932          100 证券买入    100             84.9700         已成
10:33:01.374    210215026       10080           300231          100 证券买入    2000            10.1800         已成
10:33:06.373    202211734       10081           300231          100 证券买入    2100            10.1700         已成
10:33:06.476    210215044       10082           603185          100 证券买入    100             68.9400         已成
10:33:11.474    218217710       10083           000070          101 证券卖出    2400            11.7800         已撤
10:33:11.573    210215060       10084           000788          101 证券卖出    900             7.5200          部撤
10:33:11.676    218217712       10085           000155          101 证券卖出    800             5.0300          已撤
10:33:11.773    214219688       10086           603317          100 证券买入    100             54.4900         已撤
10:33:11.874    230222676       10087           300231          100 证券买入    600             10.1700         已成
10:33:11.973    230222677       10088           601888          100 证券买入    200             205.3000        已成
10:33:16.974    226212387       10089           300043          101 证券卖出    100             3.8200          已成
10:33:17.073    234214380       10090           300497          101 证券卖出    200             19.7000         已成
10:33:17.173    202211765       10091           000070          101 证券卖出    1000            11.7500         已撤
10:33:17.275    230222688       10092           000788          101 证券卖出    1400            7.5100          已成
10:33:17.373    226212388       10093           002364          101 证券卖出    1100            14.4800         已撤
10:33:17.473    226212389       10094           300182          101 证券卖出    34100           4.8800          已成
10:33:17.574    230222690       10095           600060          101 证券卖出    1200            13.9200         已成
10:33:17.675    214219709       10096           600276          101 证券卖出    300             89.6200         已成
10:33:17.774    238221464       10097           300231          100 证券买入    700             10.1600         已成
10:33:17.884    202211767       10098           300122          100 证券买入    100             148.3500        已成
10:33:17.982    226212390       10099           603317          100 证券买入    100             54.5700         已成
10:33:22.973    214219718       10100           300233          101 证券卖出    1100            33.2900         已撤
10:33:23.074    234214389       10101           000788          101 证券卖出    200             7.5200          已撤
10:33:23.172    206220899       10102           300182          101 证券卖出    100000          4.8900          已撤
10:33:23.274    218217732       10103           600060          101 证券卖出    300             13.8900         已成
10:33:23.373    222224184       10104           000155          101 证券卖出    200             5.0200          已成
10:33:23.473    210215082       10105           300231          100 证券买入    1500            10.1600         已成
10:33:23.575    238221479       10106           300741          100 证券买入    700             54.0100         已成
10:33:23.675    226212396       10107           603317          100 证券买入    100             54.5300         已撤
10:33:28.675    218217748       10108           000788          101 证券卖出    14300           7.5000          已成
10:33:28.773    210215096       10109           600060          101 证券卖出    400             13.9100         已成
