冻结金额,可用,参考市值,资产
,6302441.16,,107749475.76
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
26,飞亚达,10800,10800,17.1058,-9674.71,175068.0,16.21
36,华联控股,2800,2800,4.9807,-1010.09,12936.0,4.62
333,美的集团,14600,14600,70.0946,-1234.49,1022146.0,70.01
403,双林生物,4679,4679,45.607,-27826.16,185569.14,39.660000000000004
423,东阿阿胶,11500,11500,40.3444,-12585.57,451375.0,39.25
526,紫光学大,6900,6900,76.4903,-22841.15,504942.0,73.18
607,华媒控股,8900,8900,4.6207,-1341.17,39783.0,4.47
661,长春高新,2100,2200,490.7968,-88542.86,991210.0,450.55
710,贝瑞基因,1900,1900,74.6465,1773.72,143602.0,75.58
858,五粮液,3500,3500,205.1602,6089.31,724150.0,206.9
955,欣龙控股,0,29200,10.0752,4518.99,298716.0,10.23
1896,豫能控股,73900,73900,4.2254,-13703.82,298556.0,4.04
2019,亿帆医药,35100,35100,28.6098,-12627.66,991575.0,28.25
2020,京新药业,14200,14200,14.4475,-21122.76,184032.0,12.96
2073,软控股份,3300,3300,4.6007,-464.28,14718.0,4.46
2078,太阳纸业,8900,8900,13.1679,-2117.59,115077.0,12.93
2081,金螳螂,0,12800,11.8918,-1686.88,150528.0,11.76
2262,恩华药业,40500,40500,18.3066,-266.22,741150.0,18.3
2282,博深股份,6600,6600,9.1274,2656.98,62898.0,9.53
2293,罗莱生活,1900,1900,11.0217,148.86,21090.0,11.1
2303,美盈森,65700,65700,5.3772,-10329.94,342954.0,5.22
2311,海大集团,1800,1800,63.619,5761.78,120276.0,66.82
2352,顺丰控股,13600,13600,68.0297,-41475.94,883728.0,64.98
2371,北方华创,0,400,209.9882,-1995.28,82000.0,205.0
2375,亚厦股份,31300,31300,14.0902,-3763.13,437261.0,13.97
2410,广联达,7600,7600,75.7606,-75700.35,500080.0,65.8
2425,凯撒文化,36700,36700,14.5723,-52564.12,482238.0,13.14
2444,巨星科技,2700,2700,21.4932,801.29,58833.0,21.79
2519,银河电子,14700,14700,-0.551,80864.95,72765.0,4.95
2555,三七互娱,10500,10500,41.5722,2392.29,438900.0,41.8
2568,百润股份,17300,17300,60.0666,-80732.85,958420.0,55.4
2616,长青集团,22300,22300,11.3452,-16618.92,236380.0,10.6
2675,东诚药业,24200,24200,25.0609,3367.04,609840.0,25.2
2714,牧原股份,11300,11300,95.0754,-34752.16,1039600.0,92.0
2735,王子新材,0,600,32.4572,-274.3,19200.0,32.0
2791,坚朗五金,3100,3100,125.3391,39775.74,428327.0,138.17
2821,凯莱英,700,700,236.1283,-5227.8,160062.0,228.66
2933,新兴装备,12100,12100,41.8816,4457.99,511225.0,42.25
2945,华林证券,45200,45200,16.5621,-41679.47,706928.0,15.64
300047,天源迪科,78120,78120,8.6698,8610.63,685893.6,8.78
300065,海兰信,2600,2600,18.0882,-6417.25,40612.0,15.62
300122,智飞生物,6600,7100,147.8275,-41375.19,1008200.0,142.0
300125,聆达股份,23200,23200,17.7115,18524.42,429432.0,18.51
300137,先河环保,105600,105600,7.7719,149747.87,970464.0,9.19
300142,沃森生物,8500,13500,75.7875,-53156.33,969975.0,71.85
300143,盈康生命,0,23900,22.7556,-5631.56,538228.0,22.52
300151,昌红科技,7200,7200,23.3438,-6075.21,162000.0,22.5
300159,新研股份,43000,43000,5.4432,4591.91,238650.0,5.55
300173,福能东方,6500,6500,7.9912,-787.8,51155.0,7.87
300177,中海达,88900,88900,11.7618,-5490.63,1040130.0,11.7
300182,捷成股份,111300,111300,5.2443,-10499.49,573195.0,5.15
300192,科斯伍德,0,3900,25.6853,-761.56,99411.0,25.49
300199,翰宇药业,0,26400,8.1143,-904.28,213312.0,8.08
300207,欣旺达,9600,9600,24.9555,-8692.92,230880.0,24.05
300214,日科化学,300,300,17.2221,-2430.63,2736.0,9.12
300231,银信科技,23600,23600,10.194,-3634.1,236944.0,10.04
300274,阳光电源,0,500,21.4426,-296.29,10425.0,20.85
300300,汉鼎宇佑,58,58,101.8341,-5533.44,372.94,6.43
300327,中颖电子,12800,12800,37.5471,-31963.23,448640.0,35.05
300378,鼎捷软件,0,29700,34.0956,-21253.98,991386.0,33.38
300391,康跃科技,7100,7100,17.2667,-686.41,121907.0,17.17
300408,三环集团,300,300,41.9376,-4181.29,8400.0,28.0
300423,鲁亿通,30100,30100,14.0648,8284.53,431634.0,14.34
300427,红相股份,37500,37500,26.1876,48465.74,1030500.0,27.48
300476,胜宏科技,16600,16600,22.101,-15454.55,351422.0,21.17
300567,精测电子,4900,4900,68.1811,-28278.37,305809.0,62.41
300587,天铁股份,39900,39900,14.5183,27201.53,606480.0,15.2
300601,康泰生物,4500,5000,218.5498,-122248.78,970500.0,194.1
300620,光库科技,2200,2200,51.009,-3011.86,109208.0,49.64
300653,正海生物,200,200,72.0458,-39.16,14370.0,71.85
300659,中孚信息,3500,3500,60.4794,-23377.74,188300.0,53.8
300677,英科医疗,3600,3600,162.7522,-15199.87,570708.0,158.53
300725,药石科技,200,200,86.9893,4982.15,22380.0,111.9
300750,宁德时代,5000,5000,199.5229,-17664.63,979950.0,195.99
300759,康龙化成,3700,3700,93.4894,-5103.85,340807.0,92.11
300760,迈瑞医疗,3200,3200,336.3414,-74692.43,1001600.0,313.0
300782,卓胜微,1800,1800,411.04,-7524.0,732348.0,406.86
511990,华宝添益,486756,486756,99.558,226818.044,48687282.143999994,100.02399999999999
600073,上海梅林,27100,27100,10.3605,32234.3,313005.0,11.55
600085,同仁堂,9700,9700,30.7797,-1645.73,296917.0,30.61
600161,天坛生物,14200,14200,50.3395,-59348.83,655472.0,46.16
600201,生物股份,34700,34700,29.9704,-32283.77,1007688.0,29.04
600211,西藏药业,0,1700,114.1141,7235.03,201229.0,118.37
600295,鄂尔多斯,68400,68400,9.9156,-25010.38,653220.0,9.55
600298,安琪酵母,1200,1200,67.2723,-3290.71,77436.0,64.53
600323,瀚蓝环境,5100,5100,26.388,-1213.89,133365.0,26.15
600328,中盐化工,40500,40500,8.5493,433.11,346680.0,8.56
600337,美克家居,67546,67546,4.9718,37705.26,373529.38,5.53
600343,航天动力,42000,42000,10.1702,-3367.91,423780.0,10.09
600382,广东明珠,46049,46049,5.8349,-7132.22,261558.32,5.68
600436,片仔癀,3700,3700,198.1918,-4779.52,728530.0,196.9
600519,贵州茅台,600,600,1640.4405,-3264.29,981000.0,1635.0
600521,华海药业,6600,6600,38.2065,3653.12,255816.0,38.76
600585,海螺水泥,16300,16300,61.0163,-32377.06,962189.0,59.03
600600,青岛啤酒,6400,6400,77.4844,-18396.26,477504.0,74.61
600676,交运股份,15200,15200,5.9698,-4253.43,86488.0,5.69
600690,海尔智家,47900,47900,21.265,10777.84,1029371.0,21.49
600702,舍得酒业,12000,12000,32.3513,8144.15,396360.0,33.03
600742,一汽富维,1300,1300,11.0326,1257.56,15600.0,12.0
600809,山西汾酒,5100,5100,169.8891,-38398.52,828036.0,162.36
600827,百联股份,17400,17400,18.4903,-10271.68,311460.0,17.9
600887,伊利股份,3700,3700,37.3493,-9284.49,128908.0,34.84
600926,杭州银行,100067,100067,10.9823,-2227.48,1096734.32,10.96
600971,恒源煤电,4100,4100,5.3883,-936.23,21156.0,5.16
